Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.598 [0.576 - 0.615],0.571 [0.569 - 0.573],0.570 [0.539 - 0.607],0.571 [0.569 - 0.573],0.006 [0.006 - 0.007],0.141 [0.109 - 0.180],0.012 [0.011 - 0.013]
Demographic,0.700 [0.684 - 0.717],0.653 [0.651 - 0.656],0.652 [0.619 - 0.683],0.653 [0.651 - 0.656],0.008 [0.008 - 0.009],0.304 [0.273 - 0.337],0.017 [0.016 - 0.018]
Metabolite+Demographic,0.700 [0.685 - 0.717],0.650 [0.648 - 0.653],0.647 [0.616 - 0.681],0.650 [0.648 - 0.653],0.008 [0.008 - 0.009],0.298 [0.266 - 0.332],0.017 [0.016 - 0.018]
