Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.632 [0.607 - 0.662],0.603 [0.600 - 0.605],0.600 [0.564 - 0.644],0.603 [0.600 - 0.605],0.005 [0.004 - 0.005],0.203 [0.166 - 0.245],0.010 [0.009 - 0.010]
Demographic,0.655 [0.635 - 0.680],0.640 [0.638 - 0.643],0.642 [0.607 - 0.671],0.640 [0.638 - 0.643],0.006 [0.005 - 0.006],0.282 [0.247 - 0.311],0.011 [0.010 - 0.012]
Metabolite+Demographic,0.693 [0.675 - 0.714],0.636 [0.634 - 0.638],0.636 [0.606 - 0.664],0.636 [0.634 - 0.638],0.006 [0.005 - 0.006],0.272 [0.243 - 0.301],0.011 [0.010 - 0.012]
