Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.679 [0.672 - 0.686],0.631 [0.629 - 0.634],0.631 [0.617 - 0.644],0.631 [0.629 - 0.634],0.025 [0.024 - 0.027],0.263 [0.247 - 0.275],0.049 [0.047 - 0.051]
Demographic,0.807 [0.803 - 0.812],0.739 [0.737 - 0.741],0.738 [0.723 - 0.752],0.739 [0.737 - 0.741],0.041 [0.040 - 0.043],0.477 [0.462 - 0.491],0.078 [0.075 - 0.081]
Metabolite+Demographic,0.807 [0.802 - 0.812],0.737 [0.735 - 0.739],0.736 [0.721 - 0.749],0.737 [0.735 - 0.739],0.041 [0.039 - 0.043],0.473 [0.458 - 0.487],0.078 [0.075 - 0.081]
