Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.552 [0.531 - 0.577],0.537 [0.535 - 0.539],0.537 [0.498 - 0.575],0.537 [0.535 - 0.539],0.003 [0.003 - 0.004],0.074 [0.035 - 0.111],0.007 [0.006 - 0.007]
Demographic,0.586 [0.565 - 0.604],0.567 [0.565 - 0.570],0.567 [0.524 - 0.600],0.567 [0.565 - 0.570],0.004 [0.003 - 0.004],0.134 [0.091 - 0.167],0.007 [0.007 - 0.008]
Metabolite+Demographic,0.589 [0.569 - 0.611],0.574 [0.572 - 0.576],0.578 [0.548 - 0.612],0.574 [0.572 - 0.576],0.004 [0.004 - 0.004],0.153 [0.122 - 0.187],0.008 [0.007 - 0.008]
