Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.482 [0.425 - 0.543],0.495 [0.493 - 0.497],0.500 [0.410 - 0.581],0.495 [0.493 - 0.497],0.001 [0.000 - 0.001],-0.006 [-0.096 - 0.076],0.001 [0.001 - 0.001]
Demographic,0.492 [0.452 - 0.554],0.488 [0.486 - 0.490],0.487 [0.409 - 0.586],0.488 [0.486 - 0.490],0.001 [0.000 - 0.001],-0.026 [-0.103 - 0.075],0.001 [0.001 - 0.001]
Metabolite+Demographic,0.477 [0.416 - 0.529],0.486 [0.484 - 0.487],0.491 [0.414 - 0.577],0.485 [0.484 - 0.487],0.001 [0.000 - 0.001],-0.024 [-0.101 - 0.062],0.001 [0.001 - 0.001]
