Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1477,0.3598,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.2542,0.1761,Glycoprotein Acetyls
Albumin,0.2255,0.1342,Albumin
IDL-TG%,0.0222,0.0607,Triglycerides to Total-Lipids in IDL percentage
IDL-CE%,0.0545,0.0572,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-PL%,0.0425,0.0532,Phospholipids to Total-Lipids in Large HDL percentage
IDL-CE,0.0430,0.0468,Cholesteryl Esters in IDL
XL-HDL-FC,0.0563,0.0301,Free Cholesterol in Very Large HDL
XS-VLDL-PL%,0.0200,0.0175,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0092,0.0087,Cholesterol to Total-Lipids in Large LDL percentage
LA,0.0145,0.0075,Linoleic Acid
IDL-PL%,0.0137,0.0073,Phospholipids to Total-Lipids in IDL percentage
L-HDL-P,0.0098,0.0047,Concentration of Large HDL Particles
Creatinine,0.0105,0.0038,Creatinine
Lactate,0.0095,0.0034,Lactate
Acetone,0.0082,0.0034,Acetone
XL-VLDL-PL%,0.0078,0.0033,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-HDL-P,0.0053,0.0026,Concentration of Very Large HDL Particles
XL-HDL-FC%,0.0058,0.0022,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.0063,0.0021,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-FC%,0.0025,0.0015,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-C,0.0017,0.0014,Cholesterol in IDL
3-Hydroxybutyrate,0.0027,0.0012,3-Hydroxybutyrate
His,0.0032,0.0012,Histidine
Glu,0.0028,0.0012,Glucose
L-LDL-FC%,0.0010,0.0011,Free Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-TG,0.0020,0.0011,Triglycerides in Large HDL
Sc-ala,0.0022,0.0010,Spectrometer-corrected alanine
Acetoacetate,0.0025,0.0009,Acetoacetate
Glu-lactate,0.0025,0.0009,Glucose-lactate
S-LDL-PL%,0.0022,0.0008,Phospholipids to Total-Lipids in Small LDL percentage
Ile,0.0015,0.0006,Isoleucine
SFA%,0.0013,0.0006,Saturated Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0015,0.0006,Citrate
Gly,0.0015,0.0004,Glycine
IDL-FC%,0.0010,0.0003,Free Cholesterol to Total-Lipids in IDL percentage
Ala,0.0005,0.0002,Alanine
Phe,0.0003,0.0001,Phenylalanine
Leu,0.0002,6.9415e-05,Leucine
Tyr,0.0002,6.4559e-05,Tyrosine
S-HDL-L,0.0002,6.1490e-05,Total-Lipids in Small HDL
LDL-size,0.0002,3.5521e-05,Average Diameter for LDL Particles
