Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Glu,0.1125,0.1062,Glucose
L-HDL-PL%,0.0697,0.0730,Phospholipids to Total-Lipids in Large HDL percentage
Tyr,0.0640,0.0708,Tyrosine
PC,0.0523,0.0581,Phosphatidylcholines
Citrate,0.0432,0.0485,Citrate
IDL-CE%,0.0378,0.0484,Cholesteryl Esters to Total-Lipids in IDL percentage
Gly,0.0413,0.0474,Glycine
Creatinine,0.0438,0.0408,Creatinine
Albumin,0.0310,0.0392,Albumin
Gln,0.0415,0.0353,Glutamine
Glu-lactate,0.0518,0.0336,Glucose-lactate
LA,0.0362,0.0266,Linoleic Acid
M-VLDL-CE,0.0192,0.0249,Cholesteryl Esters in Medium VLDL
His,0.0218,0.0199,Histidine
3-Hydroxybutyrate,0.0135,0.0192,3-Hydroxybutyrate
S-LDL-C%,0.0212,0.0178,Cholesterol to Total-Lipids in Small LDL percentage
Acetoacetate,0.0198,0.0168,Acetoacetate
Ala,0.0172,0.0151,Alanine
LA%,0.0167,0.0150,Linoleic Acid to Total-Fatty Acids percentage
Acetate,0.0263,0.0147,Acetate
SFA%,0.0130,0.0142,Saturated Fatty Acids to Total-Fatty Acids percentage
GlycA,0.0117,0.0136,Glycoprotein Acetyls
Pyruvate,0.0137,0.0135,Pyruvate
Lactate,0.0110,0.0134,Lactate
L-LDL-CE%,0.0107,0.0110,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-CE,0.0093,0.0110,Cholesteryl Esters in IDL
M-LDL-C%,0.0102,0.0091,Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.0050,0.0088,Degree of Unsaturation
M-HDL-PL,0.0043,0.0087,Phospholipids in Medium HDL
S-LDL-CE%,0.0060,0.0061,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-VLDL-FC%,0.0068,0.0057,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Omega-6,0.0077,0.0056,Omega-6 Fatty Acids
ApoB/ApoA1,0.0060,0.0054,Apolipoprotein B to Apolipoprotein A1 ratio
Phe,0.0063,0.0052,Phenylalanine
XS-VLDL-PL%,0.0043,0.0048,Phospholipids to Total-Lipids in Very Small VLDL percentage
Sc-ala,0.0043,0.0046,Spectrometer-corrected alanine
IDL-P,0.0050,0.0042,Concentration of IDL Particles
Omega-3%,0.0037,0.0041,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.0038,0.0041,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-TG%,0.0062,0.0041,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC%,0.0028,0.0038,Free Cholesterol to Total-Lipids in Small HDL percentage
Total-BCAA,0.0053,0.0038,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-C%,0.0042,0.0038,Cholesterol to Total-Lipids in IDL percentage
Acetone,0.0018,0.0037,Acetone
XL-VLDL-PL%,0.0035,0.0036,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-HDL-PL%,0.0028,0.0033,Phospholipids to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.0045,0.0033,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0042,0.0032,Phospholipids to Total-Lipids in IDL percentage
Omega-6%,0.0022,0.0031,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC,0.0020,0.0030,Free Cholesterol in Small LDL
HDL-PL,0.0035,0.0030,Phospholipids in HDL
S-LDL-FC%,0.0022,0.0030,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-FC,0.0027,0.0028,Free Cholesterol in Very Large HDL
Omega-6/Omega-3,0.0025,0.0027,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-L,0.0033,0.0025,Total-Lipids in Very Small VLDL
M-LDL-FC,0.0015,0.0023,Free Cholesterol in Medium LDL
Leu,0.0032,0.0023,Leucine
XXL-VLDL-PL%,0.0012,0.0023,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-TG%,0.0018,0.0023,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.0025,0.0018,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE,0.0022,0.0017,Cholesteryl Esters in Very Small VLDL
M-LDL-PL%,0.0020,0.0017,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG,0.0015,0.0016,Triglycerides in Large HDL
L-VLDL-FC%,0.0008,0.0016,Free Cholesterol to Total-Lipids in Large VLDL percentage
Ile,0.0017,0.0014,Isoleucine
L-LDL-PL%,0.0012,0.0011,Phospholipids to Total-Lipids in Large LDL percentage
LDL-size,0.0008,0.0010,Average Diameter for LDL Particles
M-HDL-L,0.0005,0.0006,Total-Lipids in Medium HDL
L-VLDL-PL%,0.0008,0.0006,Phospholipids to Total-Lipids in Large VLDL percentage
HDL-size,0.0008,0.0005,Average Diameter for HDL Particles
M-HDL-CE,0.0002,0.0001,Cholesteryl Esters in Medium HDL
