Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2280,0.4612,Creatinine
Leu,0.0280,0.0732,Leucine
Val,0.0628,0.0466,Valine
S-LDL-C%,0.0920,0.0436,Cholesterol to Total-Lipids in Small LDL percentage
Albumin,0.0358,0.0389,Albumin
Glu,0.0612,0.0328,Glucose
L-LDL-FC,0.0367,0.0285,Free Cholesterol in Large LDL
XS-VLDL-PL%,0.0370,0.0249,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-BCAA,0.0288,0.0238,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Citrate,0.0258,0.0238,Citrate
M-HDL-C%,0.0063,0.0212,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-C%,0.0705,0.0208,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,0.0033,0.0168,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Ile,0.0168,0.0156,Isoleucine
Lactate,0.0148,0.0100,Lactate
GlycA,0.0212,0.0080,Glycoprotein Acetyls
IDL-CE%,0.0187,0.0079,Cholesteryl Esters to Total-Lipids in IDL percentage
M-HDL-PL%,0.0072,0.0078,Phospholipids to Total-Lipids in Medium HDL percentage
3-Hydroxybutyrate,0.0175,0.0072,3-Hydroxybutyrate
Pyruvate,0.0103,0.0068,Pyruvate
Glu-lactate,0.0282,0.0057,Glucose-lactate
IDL-C%,0.0048,0.0048,Cholesterol to Total-Lipids in IDL percentage
Phe,0.0113,0.0039,Phenylalanine
Gln,0.0095,0.0039,Glutamine
XL-VLDL-CE,0.0038,0.0036,Cholesteryl Esters in Very Large VLDL
S-HDL-TG%,0.0003,0.0034,Triglycerides to Total-Lipids in Small HDL percentage
Acetate,0.0053,0.0033,Acetate
XXL-VLDL-FC%,0.0073,0.0033,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-P,0.0045,0.0031,Concentration of IDL Particles
L-LDL-CE%,0.0063,0.0024,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,0.0078,0.0023,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC%,0.0035,0.0023,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-PL%,0.0037,0.0022,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.0042,0.0022,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-VLDL-FC%,0.0045,0.0021,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Ala,0.0047,0.0020,Alanine
Omega-6%,0.0038,0.0019,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0062,0.0019,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0035,0.0018,Phospholipids to Total-Lipids in Large HDL percentage
His,0.0012,0.0017,Histidine
M-LDL-P,0.0027,0.0016,Concentration of Medium LDL Particles
L-LDL-PL%,0.0017,0.0016,Phospholipids to Total-Lipids in Large LDL percentage
LA%,0.0017,0.0015,Linoleic Acid to Total-Fatty Acids percentage
L-VLDL-TG%,0.0035,0.0011,Triglycerides to Total-Lipids in Large VLDL percentage
XL-VLDL-CE%,0.0027,0.0011,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-HDL-FC,0.0020,0.0010,Free Cholesterol in Very Large HDL
DHA,0.0040,0.0010,Docosahexaenoic Acid
M-LDL-CE%,0.0027,0.0009,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0028,0.0008,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0023,0.0008,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-FC,0.0022,0.0008,Free Cholesterol in Small LDL
HDL-PL,0.0028,0.0008,Phospholipids in HDL
S-HDL-L,0.0017,0.0007,Total-Lipids in Small HDL
L-HDL-P,0.0012,0.0007,Concentration of Large HDL Particles
M-VLDL-PL%,0.0012,0.0007,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-PL%,0.0012,0.0006,Phospholipids to Total-Lipids in Small HDL percentage
Sc-ala,0.0010,0.0006,Spectrometer-corrected alanine
XS-VLDL-C,0.0007,0.0006,Cholesterol in Very Small VLDL
Unsaturation,0.0007,0.0005,Degree of Unsaturation
Acetone,0.0013,0.0004,Acetone
M-HDL-FC%,0.0020,0.0004,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-CE,0.0007,0.0004,Cholesteryl Esters in Large HDL
Tyr,0.0005,0.0004,Tyrosine
Omega-3%,0.0008,0.0003,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Gly,0.0003,0.0003,Glycine
S-VLDL-TG,0.0018,0.0003,Triglycerides in Small VLDL
TG/PG,0.0003,0.0003,Triglycerides to Phosphoglycerides ratio
XL-HDL-CE%,0.0008,0.0003,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
LDL-size,0.0002,0.0003,Average Diameter for LDL Particles
