Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2155,0.3294,Glycoprotein Acetyls
Albumin,0.2028,0.2120,Albumin
Val,0.1408,0.1379,Valine
ApoB/ApoA1,0.1270,0.0838,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-PL%,0.0862,0.0561,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-CE,0.0277,0.0416,Cholesteryl Esters in Large VLDL
VLDL-CE,0.0345,0.0294,Cholesteryl Esters in VLDL
S-LDL-P,0.0317,0.0218,Concentration of Small LDL Particles
Leu,0.0245,0.0162,Leucine
M-VLDL-PL,0.0080,0.0120,Phospholipids in Medium VLDL
LA,0.0092,0.0064,Linoleic Acid
Tyr,0.0140,0.0063,Tyrosine
Glu-lactate,0.0100,0.0058,Glucose-lactate
XL-VLDL-CE,0.0090,0.0048,Cholesteryl Esters in Very Large VLDL
XXL-VLDL-CE%,0.0073,0.0043,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0063,0.0034,Linoleic Acid to Total-Fatty Acids percentage
IDL-P,0.0045,0.0033,Concentration of IDL Particles
L-LDL-P,0.0025,0.0029,Concentration of Large LDL Particles
Total-BCAA,0.0045,0.0028,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-VLDL-TG%,0.0042,0.0027,Triglycerides to Total-Lipids in Large VLDL percentage
S-VLDL-P,0.0027,0.0023,Concentration of Small VLDL Particles
M-VLDL-C,0.0035,0.0023,Cholesterol in Medium VLDL
S-HDL-PL,0.0037,0.0020,Phospholipids in Small HDL
S-LDL-PL,0.0025,0.0019,Phospholipids in Small LDL
Pyruvate,0.0038,0.0016,Pyruvate
M-VLDL-CE,0.0017,0.0016,Cholesteryl Esters in Medium VLDL
XL-VLDL-PL%,0.0023,0.0013,Phospholipids to Total-Lipids in Very Large VLDL percentage
Lactate,0.0028,0.0012,Lactate
VLDL-C,0.0012,0.0007,VLDL Cholesterol
Acetate,0.0015,0.0004,Acetate
His,0.0010,0.0004,Histidine
M-HDL-PL,0.0012,0.0003,Phospholipids in Medium HDL
M-VLDL-L,0.0005,0.0003,Total-Lipids in Medium VLDL
M-HDL-CE,0.0005,0.0002,Cholesteryl Esters in Medium HDL
S-HDL-P,0.0005,0.0002,Concentration of Small HDL Particles
Omega-3%,0.0002,7.3928e-05,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0002,7.3513e-05,Creatinine
S-HDL-CE,0.0002,6.7970e-05,Cholesteryl Esters in Small HDL
