Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE,0.0570,0.1570,Cholesteryl Esters in IDL
L-LDL-C%,0.0682,0.1406,Cholesterol to Total-Lipids in Large LDL percentage
Citrate,0.1818,0.1398,Citrate
IDL-CE%,0.0310,0.0645,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0570,0.0576,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.0313,0.0533,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-P,0.0378,0.0442,Concentration of IDL Particles
XS-VLDL-CE,0.0435,0.0364,Cholesteryl Esters in Very Small VLDL
Gln,0.0457,0.0358,Glutamine
Creatinine,0.0570,0.0316,Creatinine
LA%,0.0405,0.0265,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-FC,0.0220,0.0180,Free Cholesterol in Very Large HDL
L-HDL-PL%,0.0263,0.0175,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,0.0343,0.0173,Glycoprotein Acetyls
S-HDL-PL%,0.0280,0.0165,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-CE,0.0193,0.0144,Cholesteryl Esters in Large HDL
L-LDL-TG%,0.0127,0.0141,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-P,0.0175,0.0135,Concentration of Very Large HDL Particles
S-LDL-CE%,0.0223,0.0112,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Acetoacetate,0.0223,0.0103,Acetoacetate
MUFA%,0.0157,0.0098,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG,0.0102,0.0067,Triglycerides in Large HDL
Sc-ala,0.0123,0.0062,Spectrometer-corrected alanine
Val,0.0113,0.0053,Valine
Tyr,0.0098,0.0051,Tyrosine
Acetate,0.0123,0.0048,Acetate
XL-HDL-C%,0.0087,0.0047,Cholesterol to Total-Lipids in Very Large HDL percentage
Glu-lactate,0.0098,0.0046,Glucose-lactate
IDL-FC%,0.0070,0.0038,Free Cholesterol to Total-Lipids in IDL percentage
IDL-C,0.0018,0.0032,Cholesterol in IDL
XL-HDL-FC%,0.0060,0.0030,Free Cholesterol to Total-Lipids in Very Large HDL percentage
His,0.0067,0.0030,Histidine
M-LDL-C%,0.0023,0.0028,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-C%,0.0012,0.0027,Cholesterol to Total-Lipids in Very Small VLDL percentage
3-Hydroxybutyrate,0.0050,0.0023,3-Hydroxybutyrate
Albumin,0.0060,0.0023,Albumin
HDL-size,0.0042,0.0021,Average Diameter for HDL Particles
Omega-6,0.0025,0.0018,Omega-6 Fatty Acids
SFA%,0.0023,0.0012,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0020,0.0011,Free Cholesterol to Total-Lipids in Large VLDL percentage
Ile,0.0018,0.0009,Isoleucine
Acetone,0.0015,0.0008,Acetone
XL-HDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in Very Large HDL percentage
IDL-C%,0.0007,0.0004,Cholesterol to Total-Lipids in IDL percentage
Phe,0.0008,0.0003,Phenylalanine
Glu,0.0007,0.0002,Glucose
Gly,0.0005,0.0002,Glycine
Lactate,0.0005,0.0002,Lactate
