Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.15 [1.12-1.19],2.033e-17,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.14 [1.11-1.17],7.552e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.14 [1.11-1.17],9.118e-14,***,Glycoprotein Acetyls
S-LDL-TG%,1.14 [1.11-1.17],2.740e-14,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-TG%,1.14 [1.10-1.17],5.015e-13,***,Triglycerides to Total-Lipids in IDL percentage
HDL-TG,1.12 [1.09-1.15],6.224e-13,***,Triglycerides in HDL
L-HDL-TG%,1.12 [1.09-1.16],1.839e-08,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG,1.12 [1.09-1.15],1.119e-12,***,Triglycerides in Medium HDL
XS-VLDL-TG,1.12 [1.09-1.15],4.955e-12,***,Triglycerides in Very Small VLDL
S-HDL-TG,1.12 [1.09-1.15],7.617e-11,***,Triglycerides in Small HDL
IDL-TG,1.12 [1.09-1.15],1.291e-10,***,Triglycerides in IDL
S-HDL-TG%,1.11 [1.08-1.15],9.781e-09,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.11 [1.08-1.15],2.328e-08,***,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.11 [1.08-1.15],8.970e-08,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.11 [1.08-1.15],2.150e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,1.11 [1.08-1.14],8.203e-07,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-LDL-TG,1.11 [1.08-1.14],4.688e-09,***,Triglycerides in Large LDL
LDL-TG,1.11 [1.08-1.14],1.175e-08,***,Triglycerides in LDL
M-LDL-TG,1.11 [1.08-1.14],7.832e-08,***,Triglycerides in Medium LDL
L-HDL-TG,1.10 [1.07-1.13],2.201e-08,***,Triglycerides in Large HDL
L-HDL-PL%,1.10 [1.07-1.14],4.573e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.10 [1.07-1.13],2.306e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG,1.10 [1.07-1.13],5.356e-06,***,Triglycerides in Small LDL
MUFA,1.10 [1.07-1.13],3.787e-05,***,Monounsaturated Fatty Acids
M-HDL-PL%,1.10 [1.07-1.13],1.645e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-TG,1.10 [1.07-1.13],7.612e-07,***,Triglycerides in Very Large HDL
Total-TG,1.10 [1.07-1.13],2.898e-05,***,Total-Triglycerides
S-VLDL-TG,1.10 [1.07-1.13],6.094e-06,***,Triglycerides in Small VLDL
SFA,1.10 [1.06-1.13],2.030e-04,***,Saturated Fatty Acids
SFA%,1.09 [1.06-1.13],3.247e-04,***,Saturated Fatty Acids to Total-Fatty Acids percentage
TG/PG,1.09 [1.06-1.13],0.002,**,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-P,1.09 [1.06-1.12],2.757e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,1.09 [1.06-1.12],3.887e-04,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,1.09 [1.06-1.12],6.748e-04,***,Triglycerides in Very Large VLDL
M-VLDL-TG%,1.09 [1.06-1.12],3.905e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XXL-VLDL-FC,1.09 [1.06-1.12],0.001,**,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.09 [1.06-1.12],0.002,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.09 [1.06-1.12],0.003,**,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG%,1.09 [1.06-1.12],4.864e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
VLDL-TG,1.08 [1.05-1.12],0.004,**,Triglycerides in VLDL
XL-VLDL-P,1.08 [1.05-1.11],0.004,**,Concentration of Very Large VLDL Particles
Glu,1.08 [1.05-1.11],0.007,**,Glucose
S-HDL-PL%,1.08 [1.05-1.11],0.011,*,Phospholipids to Total-Lipids in Small HDL percentage
