Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.37 [1.27-1.49],1.912e-10,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.37 [1.27-1.47],9.255e-12,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.35 [1.25-1.45],3.997e-10,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.34 [1.24-1.44],5.668e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.33 [1.23-1.44],3.871e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.29 [1.20-1.40],2.674e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.28 [1.20-1.38],1.060e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.24 [1.15-1.34],0.005,**,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.21 [1.13-1.31],0.037,*,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-CE%,0.82 [0.76-0.88],0.032,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
VLDL-C,0.81 [0.75-0.87],0.011,*,VLDL Cholesterol
Albumin,0.81 [0.75-0.87],0.001,**,Albumin
M-VLDL-PL,0.81 [0.75-0.87],0.008,**,Phospholipids in Medium VLDL
PUFA/MUFA,0.80 [0.74-0.87],0.049,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-P,0.80 [0.74-0.86],0.003,**,Concentration of Very Small VLDL Particles
XL-VLDL-FC%,0.80 [0.74-0.87],0.022,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-P,0.80 [0.74-0.86],0.002,**,Concentration of Small LDL Particles
M-LDL-P,0.79 [0.73-0.86],0.002,**,Concentration of Medium LDL Particles
XS-VLDL-L,0.79 [0.73-0.86],5.582e-04,***,Total-Lipids in Very Small VLDL
S-VLDL-FC,0.79 [0.73-0.86],7.181e-04,***,Free Cholesterol in Small VLDL
S-HDL-FC%,0.79 [0.73-0.86],0.005,**,Free Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-C%,0.79 [0.74-0.85],3.565e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.79 [0.74-0.85],1.763e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-C%,0.79 [0.74-0.85],6.292e-06,***,Cholesterol to Total-Lipids in Small LDL percentage
VLDL-CE,0.79 [0.73-0.85],1.592e-04,***,Cholesteryl Esters in VLDL
M-LDL-CE,0.79 [0.73-0.85],3.026e-04,***,Cholesteryl Esters in Medium LDL
M-VLDL-FC,0.79 [0.73-0.85],3.792e-04,***,Free Cholesterol in Medium VLDL
XS-VLDL-FC,0.79 [0.73-0.85],2.666e-04,***,Free Cholesterol in Very Small VLDL
HDL-P,0.79 [0.72-0.85],0.003,**,Concentration of HDL Particles
S-LDL-PL,0.79 [0.73-0.85],7.742e-05,***,Phospholipids in Small LDL
M-LDL-PL,0.78 [0.73-0.85],1.320e-04,***,Phospholipids in Medium LDL
M-LDL-L,0.78 [0.73-0.85],6.377e-05,***,Total-Lipids in Medium LDL
M-LDL-C%,0.78 [0.73-0.84],4.639e-08,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-CE,0.78 [0.72-0.84],8.858e-05,***,Cholesteryl Esters in Small LDL
Unsaturation,0.78 [0.72-0.85],4.021e-04,***,Degree of Unsaturation
S-LDL-L,0.78 [0.72-0.84],3.732e-05,***,Total-Lipids in Small LDL
L-HDL-FC%,0.78 [0.73-0.84],1.948e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-PL,0.78 [0.71-0.85],0.006,**,Phospholipids in HDL
ApoA1,0.78 [0.72-0.85],0.003,**,Apolipoprotein A1
M-HDL-FC,0.78 [0.71-0.85],0.005,**,Free Cholesterol in Medium HDL
M-VLDL-CE%,0.78 [0.73-0.83],5.452e-09,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-C,0.78 [0.72-0.84],1.570e-05,***,Cholesterol in Medium LDL
S-LDL-C,0.77 [0.71-0.83],6.655e-06,***,Cholesterol in Small LDL
LDL-P,0.77 [0.71-0.83],5.151e-06,***,Concentration of LDL Particles
S-LDL-FC,0.77 [0.71-0.83],6.805e-07,***,Free Cholesterol in Small LDL
M-VLDL-C%,0.76 [0.71-0.82],3.409e-09,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.76 [0.71-0.82],1.485e-08,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
DHA,0.76 [0.70-0.83],5.929e-04,***,Docosahexaenoic Acid
IDL-C%,0.76 [0.72-0.81],3.736e-11,***,Cholesterol to Total-Lipids in IDL percentage
ApoB,0.76 [0.71-0.82],1.754e-07,***,Apolipoprotein B
M-VLDL-PL%,0.76 [0.71-0.81],9.887e-10,***,Phospholipids to Total-Lipids in Medium VLDL percentage
Total-P,0.76 [0.70-0.82],1.092e-05,***,Total-Concentration of Lipoprotein Particles
IDL-CE%,0.76 [0.71-0.81],8.474e-12,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-P,0.76 [0.70-0.82],6.121e-07,***,Concentration of Large LDL Particles
HDL-L,0.76 [0.69-0.83],1.443e-04,***,Total-Lipids in HDL
M-LDL-FC,0.76 [0.70-0.82],1.454e-07,***,Free Cholesterol in Medium LDL
S-VLDL-PL%,0.75 [0.70-0.81],1.843e-08,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.75 [0.70-0.81],1.975e-09,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
LDL-CE,0.75 [0.70-0.81],1.509e-08,***,Cholesteryl Esters in LDL
LDL-L,0.75 [0.70-0.81],5.724e-09,***,Total-Lipids in LDL
L-HDL-PL,0.75 [0.68-0.83],0.002,**,Phospholipids in Large HDL
LDL-PL,0.75 [0.70-0.81],1.363e-08,***,Phospholipids in LDL
M-VLDL-C,0.75 [0.69-0.81],3.368e-08,***,Cholesterol in Medium VLDL
HDL-CE,0.75 [0.68-0.82],5.316e-05,***,Cholesteryl Esters in HDL
Total-L,0.75 [0.69-0.80],4.354e-09,***,Total-Lipids in Lipoprotein Particles
LA%,0.74 [0.69-0.80],1.494e-08,***,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-FC,0.74 [0.68-0.82],3.851e-05,***,Free Cholesterol in Very Large HDL
LDL-C,0.74 [0.69-0.80],9.717e-10,***,LDL Cholesterol
IDL-P,0.74 [0.68-0.80],5.635e-10,***,Concentration of IDL Particles
XS-VLDL-C,0.74 [0.68-0.80],1.920e-09,***,Cholesterol in Very Small VLDL
L-LDL-C%,0.74 [0.69-0.79],4.041e-12,***,Cholesterol to Total-Lipids in Large LDL percentage
Phosphoglyc,0.74 [0.68-0.80],1.402e-08,***,Phosphoglycerides
Clinical LDL-C,0.74 [0.69-0.79],1.705e-11,***,Clinical LDL Cholesterol
XL-HDL-PL,0.74 [0.66-0.81],6.280e-04,***,Phospholipids in Very Large HDL
L-LDL-CE,0.74 [0.68-0.79],4.280e-10,***,Cholesteryl Esters in Large LDL
Non-HDL-C,0.74 [0.68-0.79],3.699e-11,***,Total-Cholesterol Minus HDL-C
Remnant-C,0.74 [0.68-0.79],6.474e-11,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-C,0.73 [0.67-0.80],6.178e-06,***,HDL Cholesterol
L-LDL-L,0.73 [0.68-0.79],1.025e-10,***,Total-Lipids in Large LDL
L-HDL-L,0.73 [0.66-0.81],1.320e-04,***,Total-Lipids in Large HDL
M-VLDL-CE,0.73 [0.68-0.79],4.003e-10,***,Cholesteryl Esters in Medium VLDL
L-LDL-PL,0.73 [0.68-0.79],1.296e-10,***,Phospholipids in Large LDL
XS-VLDL-C%,0.73 [0.68-0.78],1.441e-13,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
PC,0.73 [0.67-0.79],2.214e-09,***,Phosphatidylcholines
LDL-FC,0.73 [0.68-0.79],5.420e-11,***,Free Cholesterol in LDL
L-LDL-C,0.73 [0.68-0.79],2.844e-11,***,Cholesterol in Large LDL
L-HDL-CE,0.72 [0.65-0.80],8.705e-05,***,Cholesteryl Esters in Large HDL
XS-VLDL-CE%,0.72 [0.68-0.78],5.507e-15,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE,0.72 [0.67-0.78],2.892e-11,***,Cholesteryl Esters in Very Small VLDL
Total-PL,0.72 [0.67-0.78],3.540e-11,***,Total-Phospholipids in Lipoprotein Particles
L-HDL-C,0.72 [0.65-0.80],3.235e-05,***,Cholesterol in Large HDL
Cholines,0.72 [0.66-0.78],3.904e-11,***,Total-Cholines
L-LDL-FC,0.72 [0.66-0.77],2.203e-12,***,Free Cholesterol in Large LDL
XL-HDL-L,0.71 [0.65-0.79],9.615e-06,***,Total-Lipids in Very Large HDL
Total-FC,0.71 [0.66-0.77],2.103e-13,***,Total-Free Cholesterol
SM,0.71 [0.66-0.77],1.670e-11,***,Sphingomyelins
Omega-6,0.71 [0.66-0.77],2.936e-12,***,Omega-6 Fatty Acids
L-HDL-P,0.71 [0.64-0.79],3.757e-05,***,Concentration of Large HDL Particles
PUFA,0.71 [0.65-0.77],1.908e-12,***,Polyunsaturated Fatty Acids
IDL-FC,0.71 [0.65-0.76],1.256e-13,***,Free Cholesterol in IDL
HDL-FC,0.71 [0.64-0.78],1.051e-07,***,Free Cholesterol in HDL
IDL-PL,0.71 [0.65-0.76],2.113e-13,***,Phospholipids in IDL
LA,0.71 [0.65-0.76],9.317e-14,***,Linoleic Acid
