Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.39 [1.26-1.53],3.558e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.37 [1.25-1.51],2.135e-05,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.36 [1.24-1.50],6.775e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.34 [1.23-1.47],4.002e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.29 [1.18-1.42],0.016,*,Phospholipids to Total-Lipids in IDL percentage
Non-HDL-C,0.78 [0.71-0.85],0.027,*,Total-Cholesterol Minus HDL-C
M-LDL-C,0.77 [0.70-0.85],0.040,*,Cholesterol in Medium LDL
Total-FC,0.77 [0.70-0.85],0.040,*,Total-Free Cholesterol
M-LDL-C%,0.77 [0.71-0.84],3.047e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.77 [0.70-0.85],0.014,*,Cholesteryl Esters in LDL
LDL-L,0.77 [0.70-0.85],0.010,*,Total-Lipids in LDL
S-LDL-FC,0.77 [0.70-0.84],0.008,**,Free Cholesterol in Small LDL
LDL-PL,0.77 [0.70-0.84],0.008,**,Phospholipids in LDL
IDL-L,0.77 [0.70-0.84],0.012,*,Total-Lipids in IDL
S-LDL-C%,0.76 [0.70-0.83],3.140e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-CE,0.76 [0.69-0.84],0.006,**,Cholesteryl Esters in Large LDL
L-LDL-L,0.76 [0.69-0.84],0.004,**,Total-Lipids in Large LDL
XS-VLDL-C%,0.76 [0.69-0.84],0.005,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-C,0.76 [0.69-0.84],0.003,**,LDL Cholesterol
XS-VLDL-CE%,0.76 [0.69-0.83],0.003,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Clinical LDL-C,0.75 [0.69-0.83],5.482e-04,***,Clinical LDL Cholesterol
IDL-FC,0.75 [0.68-0.83],0.003,**,Free Cholesterol in IDL
L-LDL-C,0.75 [0.68-0.83],0.001,**,Cholesterol in Large LDL
L-LDL-PL,0.75 [0.68-0.83],0.002,**,Phospholipids in Large LDL
Total-C,0.75 [0.68-0.83],0.001,**,Total-Cholesterol
M-LDL-FC,0.75 [0.68-0.83],0.001,**,Free Cholesterol in Medium LDL
IDL-C,0.75 [0.68-0.82],4.608e-04,***,Cholesterol in IDL
IDL-CE,0.74 [0.68-0.82],4.194e-04,***,Cholesteryl Esters in IDL
Total-CE,0.74 [0.68-0.82],4.321e-04,***,Total-Esterified Cholesterol
LDL-FC,0.74 [0.67-0.82],2.293e-04,***,Free Cholesterol in LDL
IDL-CE%,0.74 [0.68-0.81],9.891e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-FC,0.74 [0.67-0.81],2.026e-04,***,Free Cholesterol in Large LDL
L-LDL-C%,0.74 [0.67-0.81],3.984e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.73 [0.67-0.80],7.751e-07,***,Cholesterol to Total-Lipids in IDL percentage
