Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.18 [1.15-1.20],6.216e-37,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.17 [1.14-1.20],1.915e-33,***,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,1.17 [1.14-1.20],2.357e-28,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,1.16 [1.14-1.19],9.512e-31,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.15 [1.13-1.18],1.050e-28,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.15 [1.12-1.17],1.692e-28,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.14 [1.12-1.17],1.527e-25,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.14 [1.12-1.17],1.681e-21,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,1.14 [1.11-1.17],8.488e-19,***,Phospholipids to Total-Lipids in Large HDL percentage
TG/PG,1.14 [1.11-1.17],1.031e-19,***,Triglycerides to Phosphoglycerides ratio
GlycA,1.14 [1.11-1.17],1.223e-21,***,Glycoprotein Acetyls
XS-VLDL-PL%,1.13 [1.11-1.16],2.622e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.13 [1.11-1.16],1.944e-21,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-TG%,1.13 [1.10-1.16],2.966e-17,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.13 [1.10-1.16],1.231e-17,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.12 [1.10-1.15],4.574e-18,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,1.12 [1.09-1.14],5.859e-16,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG,1.11 [1.09-1.14],2.821e-16,***,Triglycerides in Small HDL
M-HDL-TG%,1.11 [1.09-1.14],5.452e-14,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-TG,1.11 [1.08-1.13],4.558e-13,***,Triglycerides in Very Large VLDL
