Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.41 [1.30-1.52],6.540e-12,***,Glycoprotein Acetyls
MUFA%,1.34 [1.23-1.46],3.893e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA,1.33 [1.23-1.44],7.588e-07,***,Monounsaturated Fatty Acids
L-HDL-TG%,1.31 [1.21-1.43],5.696e-05,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-TG,1.31 [1.22-1.40],1.545e-08,***,Triglycerides in Very Small VLDL
LDL-TG,1.30 [1.21-1.40],9.599e-08,***,Triglycerides in LDL
IDL-TG,1.30 [1.21-1.39],5.206e-08,***,Triglycerides in IDL
L-LDL-TG,1.30 [1.21-1.39],9.990e-08,***,Triglycerides in Large LDL
S-HDL-TG,1.30 [1.21-1.40],4.686e-07,***,Triglycerides in Small HDL
M-LDL-TG,1.30 [1.21-1.39],1.832e-07,***,Triglycerides in Medium LDL
XL-HDL-TG%,1.30 [1.20-1.41],8.336e-05,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,1.29 [1.19-1.40],5.670e-05,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,1.29 [1.19-1.40],1.289e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
SFA,1.29 [1.19-1.39],2.658e-04,***,Saturated Fatty Acids
S-LDL-TG,1.28 [1.19-1.38],2.908e-06,***,Triglycerides in Small LDL
HDL-TG,1.28 [1.19-1.37],2.548e-06,***,Triglycerides in HDL
Total-FA,1.28 [1.18-1.39],7.881e-04,***,Total-Fatty Acids
L-LDL-TG%,1.28 [1.18-1.38],5.921e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
Total-TG,1.27 [1.18-1.37],2.440e-04,***,Total-Triglycerides
M-HDL-TG,1.27 [1.18-1.36],9.218e-06,***,Triglycerides in Medium HDL
S-VLDL-TG,1.26 [1.17-1.36],7.879e-05,***,Triglycerides in Small VLDL
XXL-VLDL-PL,1.26 [1.17-1.36],1.981e-04,***,Phospholipids in Chylomicrons and Extremely Large VLDL
S-LDL-TG%,1.26 [1.17-1.36],9.202e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
TG/PG,1.26 [1.16-1.37],0.012,*,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-FC,1.26 [1.17-1.36],2.037e-04,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.26 [1.17-1.35],4.082e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-L,1.25 [1.16-1.35],0.002,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,1.25 [1.16-1.35],6.883e-04,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,1.25 [1.16-1.34],9.534e-04,***,Concentration of Very Large VLDL Particles
XL-VLDL-PL,1.25 [1.16-1.34],0.001,**,Phospholipids in Very Large VLDL
XL-VLDL-L,1.25 [1.15-1.34],0.003,**,Total-Lipids in Very Large VLDL
VLDL-TG,1.25 [1.15-1.35],0.006,**,Triglycerides in VLDL
XL-VLDL-FC,1.24 [1.16-1.34],0.001,**,Free Cholesterol in Very Large VLDL
XL-HDL-TG,1.24 [1.16-1.34],3.833e-04,***,Triglycerides in Very Large HDL
XL-VLDL-TG,1.24 [1.15-1.34],0.005,**,Triglycerides in Very Large VLDL
XXL-VLDL-CE,1.24 [1.15-1.34],0.003,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.24 [1.15-1.34],0.007,**,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,1.24 [1.15-1.33],0.003,**,Phospholipids in Large VLDL
VLDL-L,1.24 [1.15-1.34],0.014,*,Total-Lipids in VLDL
M-LDL-TG%,1.24 [1.15-1.33],0.009,**,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-P,1.24 [1.15-1.33],0.004,**,Concentration of Large VLDL Particles
VLDL-PL,1.23 [1.15-1.33],0.007,**,Phospholipids in VLDL
L-VLDL-FC,1.23 [1.14-1.33],0.007,**,Free Cholesterol in Large VLDL
S-VLDL-P,1.23 [1.15-1.32],0.002,**,Concentration of Small VLDL Particles
