Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,2.40 [2.23-2.59],8.048e-117,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,2.35 [2.17-2.54],1.313e-92,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,2.32 [2.15-2.50],6.119e-99,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,2.24 [2.09-2.40],7.193e-115,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,2.20 [2.00-2.43],3.525e-51,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,2.16 [2.02-2.31],2.262e-106,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.99 [1.86-2.11],7.897e-95,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.92 [1.79-2.05],6.170e-77,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.88 [1.75-2.01],7.128e-65,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.68 [1.57-1.79],1.914e-47,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.60 [1.49-1.73],2.682e-30,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,1.60 [1.49-1.72],1.908e-33,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-FC%,1.50 [1.39-1.62],7.559e-19,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.50 [1.39-1.61],2.920e-23,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-PL%,1.46 [1.37-1.57],4.784e-22,***,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.43 [1.33-1.53],7.513e-18,***,Triglycerides to Total-Lipids in Large VLDL percentage
MUFA%,1.42 [1.32-1.54],1.224e-13,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.38 [1.28-1.48],1.307e-12,***,Phospholipids to Total-Lipids in Medium LDL percentage
Creatinine,1.26 [1.17-1.36],5.669e-04,***,Creatinine
XL-HDL-TG%,1.26 [1.17-1.35],1.207e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-PL%,1.24 [1.16-1.34],0.001,**,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.24 [1.15-1.34],0.005,**,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.24 [1.15-1.33],0.003,**,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-FC%,0.83 [0.77-0.88],0.001,**,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-3,0.81 [0.76-0.88],0.010,*,Omega-3 Fatty Acids
S-HDL-PL,0.81 [0.75-0.87],0.002,**,Phospholipids in Small HDL
Omega-6%,0.80 [0.75-0.87],8.101e-04,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-C%,0.80 [0.75-0.86],7.626e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-PL,0.80 [0.74-0.86],0.001,**,Phospholipids in Medium HDL
XL-VLDL-P,0.80 [0.74-0.86],0.005,**,Concentration of Very Large VLDL Particles
L-VLDL-TG,0.80 [0.73-0.86],0.003,**,Triglycerides in Large VLDL
S-LDL-TG,0.79 [0.73-0.86],0.005,**,Triglycerides in Small LDL
M-LDL-TG,0.79 [0.73-0.86],0.003,**,Triglycerides in Medium LDL
L-HDL-TG,0.79 [0.73-0.86],3.965e-04,***,Triglycerides in Large HDL
XXL-VLDL-C,0.79 [0.73-0.86],0.002,**,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,0.79 [0.73-0.85],5.104e-04,***,Total-Lipids in Very Large VLDL
LDL-size,0.78 [0.73-0.84],1.577e-06,***,Average Diameter for LDL Particles
S-HDL-L,0.78 [0.73-0.84],2.187e-06,***,Total-Lipids in Small HDL
IDL-TG,0.78 [0.72-0.84],3.239e-05,***,Triglycerides in IDL
S-HDL-C%,0.78 [0.73-0.83],5.895e-08,***,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.77 [0.73-0.82],9.925e-12,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE,0.77 [0.72-0.82],2.377e-08,***,Cholesteryl Esters in Small HDL
M-HDL-CE,0.77 [0.71-0.83],1.533e-06,***,Cholesteryl Esters in Medium HDL
M-HDL-L,0.77 [0.71-0.83],1.297e-06,***,Total-Lipids in Medium HDL
LDL-TG,0.76 [0.71-0.83],6.887e-06,***,Triglycerides in LDL
L-LDL-CE%,0.76 [0.71-0.81],3.564e-11,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-VLDL-PL,0.76 [0.70-0.82],1.689e-06,***,Phospholipids in Large VLDL
PUFA/MUFA,0.76 [0.70-0.82],2.680e-07,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-CE%,0.76 [0.71-0.81],8.317e-10,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE%,0.75 [0.70-0.81],8.163e-10,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-TG,0.75 [0.70-0.81],4.429e-07,***,Triglycerides in Large LDL
XXL-VLDL-CE,0.75 [0.69-0.81],7.935e-07,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-P,0.74 [0.69-0.81],1.681e-07,***,Concentration of Large VLDL Particles
DHA,0.74 [0.69-0.80],1.600e-08,***,Docosahexaenoic Acid
M-HDL-C,0.74 [0.69-0.80],5.048e-09,***,Cholesterol in Medium HDL
M-VLDL-TG,0.74 [0.68-0.80],2.363e-09,***,Triglycerides in Medium VLDL
XL-VLDL-PL,0.74 [0.68-0.80],2.258e-08,***,Phospholipids in Very Large VLDL
L-VLDL-L,0.73 [0.68-0.79],1.500e-09,***,Total-Lipids in Large VLDL
M-LDL-FC%,0.73 [0.68-0.78],1.752e-15,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C,0.72 [0.68-0.78],6.222e-14,***,Cholesterol in Small HDL
M-HDL-P,0.72 [0.67-0.78],4.480e-11,***,Concentration of Medium HDL Particles
S-HDL-P,0.71 [0.66-0.76],4.354e-16,***,Concentration of Small HDL Particles
L-VLDL-FC,0.71 [0.65-0.76],2.679e-12,***,Free Cholesterol in Large VLDL
L-HDL-CE%,0.70 [0.66-0.75],4.384e-22,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
MUFA,0.70 [0.65-0.76],1.427e-13,***,Monounsaturated Fatty Acids
XL-VLDL-FC,0.69 [0.64-0.75],2.338e-13,***,Free Cholesterol in Very Large VLDL
