Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.34 [1.30-1.39],2.469e-71,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.32 [1.28-1.36],7.086e-68,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.31 [1.27-1.35],3.354e-63,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.30 [1.26-1.34],6.022e-58,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,1.30 [1.26-1.34],4.889e-51,***,Phospholipids to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.28 [1.24-1.32],2.592e-49,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.27 [1.23-1.30],4.698e-52,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.22 [1.19-1.26],2.420e-35,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.22 [1.19-1.26],1.649e-32,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.22 [1.18-1.26],1.672e-27,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
MUFA%,1.21 [1.18-1.26],1.266e-25,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.19 [1.16-1.23],5.507e-22,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.17 [1.13-1.21],1.450e-13,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-TG%,1.15 [1.11-1.18],3.265e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.13 [1.09-1.16],1.695e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.12 [1.08-1.16],1.719e-06,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-PL%,1.12 [1.08-1.15],3.516e-08,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-TG%,1.12 [1.08-1.15],4.683e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
GlycA,1.11 [1.08-1.15],3.105e-06,***,Glycoprotein Acetyls
L-VLDL-TG%,1.11 [1.08-1.14],2.020e-07,***,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-PL%,1.10 [1.07-1.13],4.090e-05,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-TG%,1.09 [1.05-1.12],0.019,*,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-CE%,0.92 [0.89-0.95],0.004,**,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-P,0.92 [0.89-0.95],0.015,*,Concentration of Medium HDL Particles
L-LDL-CE%,0.92 [0.89-0.94],2.995e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
SFA,0.91 [0.89-0.94],0.008,**,Saturated Fatty Acids
S-HDL-FC,0.91 [0.89-0.94],9.560e-04,***,Free Cholesterol in Small HDL
M-HDL-C,0.91 [0.88-0.94],0.004,**,Cholesterol in Medium HDL
XL-VLDL-CE,0.91 [0.88-0.94],2.710e-04,***,Cholesteryl Esters in Very Large VLDL
