Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Glu-lactate,0.2265,0.2635,Glucose-lactate
XS-VLDL-CE%,0.0830,0.2099,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,0.0345,0.0950,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,0.0753,0.0932,Phospholipids to Total-Lipids in Large HDL percentage
Glu,0.0745,0.0766,Glucose
S-LDL-CE%,0.0762,0.0387,Cholesteryl Esters to Total-Lipids in Small LDL percentage
IDL-CE%,0.0522,0.0378,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-CE,0.0378,0.0345,Cholesteryl Esters in IDL
Gly,0.0773,0.0254,Glycine
L-HDL-CE,0.0367,0.0172,Cholesteryl Esters in Large HDL
XS-VLDL-C%,0.0037,0.0105,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.0202,0.0100,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0287,0.0097,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-C,0.0095,0.0085,Cholesterol in IDL
IDL-TG%,0.0030,0.0085,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-FC%,0.0157,0.0062,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Albumin,0.0158,0.0055,Albumin
LA%,0.0117,0.0046,Linoleic Acid to Total-Fatty Acids percentage
IDL-FC%,0.0085,0.0042,Free Cholesterol to Total-Lipids in IDL percentage
Sc-ala,0.0153,0.0041,Spectrometer-corrected alanine
Gln,0.0118,0.0038,Glutamine
HDL-size,0.0085,0.0036,Average Diameter for HDL Particles
XL-HDL-CE,0.0048,0.0034,Cholesteryl Esters in Very Large HDL
Lactate,0.0053,0.0033,Lactate
His,0.0082,0.0028,Histidine
S-LDL-PL%,0.0062,0.0028,Phospholipids to Total-Lipids in Small LDL percentage
GlycA,0.0092,0.0023,Glycoprotein Acetyls
3-Hydroxybutyrate,0.0057,0.0023,3-Hydroxybutyrate
Creatinine,0.0042,0.0017,Creatinine
S-LDL-C%,0.0040,0.0016,Cholesterol to Total-Lipids in Small LDL percentage
Acetate,0.0055,0.0015,Acetate
L-HDL-TG,0.0030,0.0012,Triglycerides in Large HDL
XS-VLDL-FC%,0.0028,0.0011,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-PL%,0.0033,0.0011,Phospholipids to Total-Lipids in Large LDL percentage
Tyr,0.0028,0.0009,Tyrosine
XXL-VLDL-CE%,0.0018,0.0007,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetoacetate,0.0022,0.0006,Acetoacetate
Citrate,0.0013,0.0005,Citrate
SFA%,0.0012,0.0003,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0005,0.0003,Acetone
M-HDL-PL%,0.0005,0.0003,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,0.0005,0.0002,Alanine
Ile,0.0003,6.0258e-05,Isoleucine
LDL-size,0.0002,5.8762e-05,Average Diameter for LDL Particles
Val,0.0002,2.9924e-05,Valine
