Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Tyr,0.0443,0.0537,Tyrosine
Acetate,0.0592,0.0523,Acetate
Lactate,0.0678,0.0519,Lactate
XL-HDL-CE%,0.0408,0.0505,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE%,0.0582,0.0457,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0503,0.0449,Alanine
Acetone,0.0490,0.0402,Acetone
Phe,0.0332,0.0376,Phenylalanine
Sc-ala,0.0325,0.0362,Spectrometer-corrected alanine
IDL-C%,0.0418,0.0357,Cholesterol to Total-Lipids in IDL percentage
His,0.0473,0.0332,Histidine
Creatinine,0.0162,0.0326,Creatinine
Gly,0.0300,0.0325,Glycine
3-Hydroxybutyrate,0.0463,0.0281,3-Hydroxybutyrate
Albumin,0.0260,0.0274,Albumin
Citrate,0.0167,0.0258,Citrate
Acetoacetate,0.0248,0.0247,Acetoacetate
IDL-FC%,0.0228,0.0229,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.0308,0.0208,Cholesterol to Total-Lipids in Small LDL percentage
LDL-size,0.0160,0.0204,Average Diameter for LDL Particles
L-LDL-FC%,0.0252,0.0203,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.0100,0.0179,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Val,0.0087,0.0176,Valine
IDL-PL%,0.0097,0.0155,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0203,0.0155,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gln,0.0090,0.0126,Glutamine
Unsaturation,0.0102,0.0102,Degree of Unsaturation
Pyruvate,0.0090,0.0100,Pyruvate
L-HDL-TG,0.0062,0.0096,Triglycerides in Large HDL
VLDL-P,0.0113,0.0090,Concentration of VLDL Particles
Glu-lactate,0.0083,0.0089,Glucose-lactate
SFA%,0.0087,0.0088,Saturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0087,0.0087,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0058,0.0087,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC%,0.0083,0.0086,Free Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-CE%,0.0070,0.0073,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-CE%,0.0082,0.0073,Cholesteryl Esters to Total-Lipids in IDL percentage
PUFA%,0.0032,0.0068,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.0050,0.0058,Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.0053,0.0057,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-CE%,0.0055,0.0053,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-HDL-L,0.0093,0.0053,Total-Lipids in Medium HDL
XXL-VLDL-FC%,0.0023,0.0046,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-TG%,0.0023,0.0045,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,0.0032,0.0043,Triglycerides to Total-Lipids in Small VLDL percentage
Omega-3%,0.0038,0.0035,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE,0.0050,0.0034,Cholesteryl Esters in Small HDL
Total-BCAA,0.0020,0.0030,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-VLDL-PL%,0.0022,0.0030,Phospholipids to Total-Lipids in Large VLDL percentage
Ile,0.0020,0.0029,Isoleucine
L-LDL-C%,0.0018,0.0028,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.0013,0.0026,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-P,0.0012,0.0025,Concentration of Very Large HDL Particles
M-VLDL-FC%,0.0010,0.0025,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-C%,0.0017,0.0024,Cholesterol to Total-Lipids in Very Large HDL percentage
GlycA,0.0013,0.0024,Glycoprotein Acetyls
MUFA%,0.0013,0.0022,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3,0.0017,0.0021,Omega-3 Fatty Acids
XXL-VLDL-PL%,0.0028,0.0021,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-PL%,0.0008,0.0017,Phospholipids to Total-Lipids in Very Large VLDL percentage
Total-PL,0.0008,0.0016,Total-Phospholipids in Lipoprotein Particles
DHA,0.0022,0.0016,Docosahexaenoic Acid
L-HDL-PL%,0.0008,0.0006,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,0.0007,0.0005,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-6,0.0003,0.0002,Omega-6 Fatty Acids
DHA%,0.0002,0.0001,Docosahexaenoic Acid to Total-Fatty Acids percentage
Glu,0.0002,9.8405e-05,Glucose
