Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.2037,0.3773,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-PL%,0.0833,0.1926,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,0.1733,0.1211,Glycoprotein Acetyls
XS-VLDL-CE%,0.0768,0.1021,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0833,0.0338,Glucose-lactate
Gly,0.0640,0.0195,Glycine
IDL-CE,0.0323,0.0181,Cholesteryl Esters in IDL
L-HDL-C%,0.0315,0.0173,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,0.0167,0.0167,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LA,0.0337,0.0164,Linoleic Acid
L-LDL-TG%,0.0117,0.0145,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-CE,0.0257,0.0113,Cholesteryl Esters in Very Small VLDL
Albumin,0.0372,0.0104,Albumin
IDL-CE%,0.0160,0.0092,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-CE%,0.0207,0.0071,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu,0.0187,0.0065,Glucose
Tyr,0.0200,0.0061,Tyrosine
XXL-VLDL-CE,0.0088,0.0036,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Remnant-C,0.0062,0.0027,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
XL-HDL-FC%,0.0057,0.0019,Free Cholesterol to Total-Lipids in Very Large HDL percentage
LDL-TG,0.0040,0.0016,Triglycerides in LDL
IDL-P,0.0042,0.0015,Concentration of IDL Particles
XL-HDL-PL%,0.0038,0.0015,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-P,0.0032,0.0012,Concentration of Very Large HDL Particles
Omega-6%,0.0022,0.0010,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG,0.0020,0.0009,Triglycerides in Large LDL
VLDL-CE,0.0020,0.0008,Cholesteryl Esters in VLDL
XL-HDL-FC,0.0020,0.0006,Free Cholesterol in Very Large HDL
ApoB/ApoA1,0.0013,0.0006,Apolipoprotein B to Apolipoprotein A1 ratio
HDL-size,0.0012,0.0006,Average Diameter for HDL Particles
M-LDL-TG,0.0015,0.0004,Triglycerides in Medium LDL
Creatinine,0.0010,0.0004,Creatinine
L-LDL-C%,0.0012,0.0003,Cholesterol to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0013,0.0002,3-Hydroxybutyrate
