Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Omega-6%,0.0035,0.0057,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0032,0.0056,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Gly,0.0060,0.0053,Glycine
Phe,0.0030,0.0052,Phenylalanine
Omega-3,0.0040,0.0051,Omega-3 Fatty Acids
Glu-lactate,0.0025,0.0051,Glucose-lactate
Sc-ala,0.0048,0.0048,Spectrometer-corrected alanine
Cholines,0.0033,0.0046,Total-Cholines
SFA%,0.0037,0.0045,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.0027,0.0039,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0030,0.0038,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-FC%,0.0038,0.0038,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-PL,0.0038,0.0033,Phospholipids in Medium LDL
XXL-VLDL-CE%,0.0022,0.0033,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0032,0.0031,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.0037,0.0025,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-C,0.0010,0.0025,Cholesterol in Very Large HDL
XL-VLDL-FC%,0.0025,0.0025,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-FC%,0.0037,0.0023,Free Cholesterol to Total-Lipids in Medium VLDL percentage
MUFA%,0.0035,0.0023,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LDL-size,0.0028,0.0021,Average Diameter for LDL Particles
Omega-3%,0.0013,0.0021,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG,0.0010,0.0019,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC%,0.0012,0.0019,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL%,0.0018,0.0018,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-C%,0.0017,0.0017,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.0028,0.0016,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-TG%,0.0007,0.0016,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0023,0.0016,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-TG%,0.0013,0.0016,Triglycerides to Total-Lipids in Medium HDL percentage
PUFA/MUFA,0.0010,0.0015,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-C,0.0002,0.0012,Cholesterol in IDL
L-HDL-TG,0.0002,0.0012,Triglycerides in Large HDL
XL-VLDL-CE%,0.0013,0.0010,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-HDL-CE%,0.0012,0.0010,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,0.0017,0.0008,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C%,0.0005,0.0007,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,0.0003,0.0006,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-C%,0.0005,0.0004,Cholesterol to Total-Lipids in Large VLDL percentage
L-HDL-PL%,0.0007,0.0003,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,0.0005,0.0003,Triglycerides to Total-Lipids in Very Large VLDL percentage
