Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.0858,0.2316,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.3218,0.1931,Albumin
GlycA,0.1970,0.1688,Glycoprotein Acetyls
L-HDL-PL%,0.0840,0.1514,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,0.0293,0.0539,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.0612,0.0487,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-CE,0.0482,0.0452,Cholesteryl Esters in IDL
L-HDL-CE%,0.0307,0.0399,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-LDL-CE%,0.0383,0.0152,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu-lactate,0.0247,0.0117,Glucose-lactate
L-LDL-C%,0.0103,0.0068,Cholesterol to Total-Lipids in Large LDL percentage
HDL-CE,0.0093,0.0067,Cholesteryl Esters in HDL
Creatinine,0.0080,0.0038,Creatinine
3-Hydroxybutyrate,0.0100,0.0038,3-Hydroxybutyrate
IDL-TG%,0.0008,0.0028,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,0.0022,0.0021,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-TG,0.0057,0.0019,Triglycerides in Large LDL
Glu,0.0048,0.0018,Glucose
XL-HDL-FC%,0.0037,0.0018,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-PL,0.0020,0.0017,Phospholipids in IDL
S-LDL-PL%,0.0042,0.0015,Phospholipids to Total-Lipids in Small LDL percentage
Tyr,0.0037,0.0013,Tyrosine
Citrate,0.0018,0.0007,Citrate
XL-HDL-TG%,0.0012,0.0006,Triglycerides to Total-Lipids in Very Large HDL percentage
LA,0.0015,0.0006,Linoleic Acid
Pyruvate,0.0018,0.0006,Pyruvate
His,0.0015,0.0005,Histidine
S-LDL-C%,0.0017,0.0005,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-PL,0.0015,0.0004,Phospholipids in Small LDL
HDL-size,0.0007,0.0003,Average Diameter for HDL Particles
Phe,0.0010,0.0003,Phenylalanine
XS-VLDL-FC%,0.0005,0.0001,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Acetoacetate,0.0003,0.0001,Acetoacetate
XXL-VLDL-CE,0.0003,6.9916e-05,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Gln,0.0003,6.4812e-05,Glutamine
Omega-6%,0.0002,4.7998e-05,Omega-6 Fatty Acids to Total-Fatty Acids percentage
