Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL,1.38 [1.26-1.52],6.587e-06,***,Phospholipids in Very Large HDL
HDL-size,1.37 [1.25-1.51],6.177e-06,***,Average Diameter for HDL Particles
S-LDL-PL%,1.34 [1.24-1.46],7.334e-08,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-L,1.34 [1.22-1.47],8.740e-04,***,Total-Lipids in Very Large HDL
XL-HDL-PL%,1.33 [1.21-1.45],3.939e-04,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-FC,1.30 [1.19-1.43],0.008,**,Free Cholesterol in Very Large HDL
XL-HDL-C,1.30 [1.18-1.43],0.046,*,Cholesterol in Very Large HDL
IDL-PL%,1.27 [1.17-1.37],6.113e-04,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-C%,0.82 [0.76-0.88],0.004,**,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.82 [0.76-0.87],0.002,**,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-PL,0.80 [0.74-0.87],0.011,*,Total-Phospholipids in Lipoprotein Particles
Total-FA,0.80 [0.74-0.86],0.001,**,Total-Fatty Acids
S-HDL-PL,0.79 [0.73-0.86],0.012,*,Phospholipids in Small HDL
Albumin,0.79 [0.74-0.85],1.617e-04,***,Albumin
IDL-L,0.79 [0.73-0.86],0.002,**,Total-Lipids in IDL
Total-TG,0.79 [0.73-0.86],0.005,**,Total-Triglycerides
IDL-C,0.79 [0.73-0.85],9.211e-04,***,Cholesterol in IDL
His,0.79 [0.73-0.85],0.002,**,Histidine
DHA,0.79 [0.72-0.86],0.036,*,Docosahexaenoic Acid
ApoB/ApoA1,0.78 [0.72-0.85],0.002,**,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-TG,0.78 [0.72-0.85],0.007,**,Triglycerides in Small VLDL
XL-HDL-TG%,0.78 [0.72-0.85],0.001,**,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-P,0.78 [0.72-0.85],0.009,**,Concentration of Very Large VLDL Particles
XL-VLDL-PL,0.78 [0.72-0.85],0.007,**,Phospholipids in Very Large VLDL
VLDL-TG,0.78 [0.72-0.85],0.001,**,Triglycerides in VLDL
XL-VLDL-L,0.78 [0.71-0.85],0.002,**,Total-Lipids in Very Large VLDL
S-LDL-C%,0.78 [0.73-0.83],2.513e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE,0.78 [0.72-0.84],1.692e-04,***,Cholesteryl Esters in IDL
M-VLDL-CE,0.78 [0.71-0.84],8.550e-04,***,Cholesteryl Esters in Medium VLDL
S-HDL-FC,0.78 [0.71-0.84],5.036e-04,***,Free Cholesterol in Small HDL
Total-CE,0.78 [0.72-0.84],1.181e-05,***,Total-Esterified Cholesterol
Total-C,0.77 [0.72-0.83],6.369e-06,***,Total-Cholesterol
XL-VLDL-FC,0.77 [0.71-0.84],0.002,**,Free Cholesterol in Very Large VLDL
LA,0.77 [0.72-0.83],1.141e-05,***,Linoleic Acid
IDL-P,0.77 [0.71-0.84],7.693e-04,***,Concentration of IDL Particles
M-LDL-CE%,0.77 [0.71-0.83],1.881e-05,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-L,0.77 [0.71-0.83],6.271e-07,***,Total-Lipids in Lipoprotein Particles
Omega-6,0.77 [0.71-0.83],8.524e-06,***,Omega-6 Fatty Acids
S-HDL-L,0.77 [0.71-0.83],3.292e-05,***,Total-Lipids in Small HDL
Total-FC,0.76 [0.71-0.83],3.876e-06,***,Total-Free Cholesterol
VLDL-size,0.76 [0.70-0.83],2.306e-05,***,Average Diameter for VLDL Particles
L-VLDL-TG,0.76 [0.70-0.83],1.386e-04,***,Triglycerides in Large VLDL
Remnant-C,0.76 [0.70-0.82],4.368e-07,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-FC,0.75 [0.70-0.82],4.274e-06,***,Free Cholesterol in Large LDL
L-LDL-CE%,0.75 [0.70-0.81],9.516e-09,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-VLDL-P,0.75 [0.69-0.82],9.886e-05,***,Concentration of Large VLDL Particles
Clinical LDL-C,0.75 [0.70-0.81],1.119e-08,***,Clinical LDL Cholesterol
S-HDL-C,0.75 [0.69-0.82],2.101e-06,***,Cholesterol in Small HDL
S-LDL-PL,0.75 [0.69-0.82],3.166e-06,***,Phospholipids in Small LDL
