Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.14 [1.10-1.18],1.604e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
MUFA%,1.13 [1.10-1.15],6.593e-17,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,1.12 [1.09-1.15],8.844e-13,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.12 [1.09-1.14],9.681e-16,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.11 [1.09-1.14],3.053e-16,***,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-TG%,1.10 [1.08-1.13],5.710e-11,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-LDL-TG%,1.10 [1.08-1.13],1.016e-13,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.10 [1.07-1.13],1.457e-08,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,1.10 [1.08-1.12],4.849e-13,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.10 [1.07-1.12],5.187e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-PL%,1.10 [1.06-1.13],0.034,*,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.09 [1.07-1.12],5.036e-08,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG,1.09 [1.07-1.12],1.060e-08,***,Triglycerides in Small HDL
S-LDL-TG%,1.09 [1.07-1.12],1.091e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-TG%,1.09 [1.07-1.12],4.635e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.08 [1.06-1.11],5.528e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
VLDL-size,1.08 [1.06-1.11],8.310e-05,***,Average Diameter for VLDL Particles
L-HDL-TG%,1.08 [1.06-1.11],2.041e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.08 [1.06-1.11],1.301e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG,1.08 [1.06-1.10],3.397e-06,***,Triglycerides in Very Large VLDL
M-HDL-PL%,1.08 [1.06-1.10],1.231e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
SFA%,1.08 [1.05-1.10],5.480e-06,***,Saturated Fatty Acids to Total-Fatty Acids percentage
VLDL-TG,1.07 [1.05-1.10],3.420e-04,***,Triglycerides in VLDL
Total-TG,1.07 [1.05-1.10],2.431e-04,***,Total-Triglycerides
XL-VLDL-L,1.07 [1.05-1.10],2.934e-04,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.07 [1.05-1.10],1.439e-04,***,Concentration of Very Large VLDL Particles
XL-HDL-FC%,1.07 [1.05-1.10],0.012,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-VLDL-PL,1.07 [1.05-1.10],0.003,**,Phospholipids in Large VLDL
L-VLDL-TG,1.07 [1.05-1.09],0.001,**,Triglycerides in Large VLDL
S-VLDL-TG,1.07 [1.05-1.09],0.002,**,Triglycerides in Small VLDL
XXL-VLDL-L,1.07 [1.05-1.09],3.197e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG,1.07 [1.04-1.09],0.004,**,Triglycerides in Medium HDL
MUFA,1.07 [1.05-1.09],9.470e-04,***,Monounsaturated Fatty Acids
XXL-VLDL-TG,1.07 [1.05-1.09],2.329e-04,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XS-VLDL-TG,1.07 [1.04-1.09],0.002,**,Triglycerides in Very Small VLDL
XL-VLDL-PL,1.07 [1.04-1.09],0.005,**,Phospholipids in Very Large VLDL
L-VLDL-P,1.07 [1.04-1.09],0.007,**,Concentration of Large VLDL Particles
L-VLDL-L,1.07 [1.04-1.09],0.022,*,Total-Lipids in Large VLDL
XXL-VLDL-P,1.07 [1.04-1.09],4.577e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,1.07 [1.04-1.09],0.001,**,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,1.07 [1.04-1.09],0.007,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,1.07 [1.04-1.09],0.005,**,Cholesterol in Chylomicrons and Extremely Large VLDL
HDL-TG,1.07 [1.04-1.09],0.011,*,Triglycerides in HDL
M-LDL-TG,1.06 [1.04-1.09],0.002,**,Triglycerides in Medium LDL
XXL-VLDL-FC,1.06 [1.04-1.09],0.008,**,Free Cholesterol in Chylomicrons and Extremely Large VLDL
LDL-TG,1.06 [1.04-1.09],0.008,**,Triglycerides in LDL
S-LDL-TG,1.06 [1.04-1.09],0.003,**,Triglycerides in Small LDL
L-LDL-TG,1.06 [1.04-1.08],0.028,*,Triglycerides in Large LDL
XL-HDL-PL%,0.95 [0.93-0.97],0.038,*,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-FC%,0.95 [0.93-0.96],0.001,**,Free Cholesterol to Total-Lipids in Large HDL percentage
IDL-FC%,0.94 [0.92-0.96],0.006,**,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.94 [0.92-0.96],0.033,*,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-C%,0.94 [0.92-0.96],0.006,**,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,0.94 [0.92-0.96],0.004,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
DHA%,0.94 [0.92-0.96],0.007,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
