Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.17 [1.15-1.19],7.251e-54,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.15 [1.12-1.17],2.009e-33,***,Triglycerides to Total-Lipids in Small HDL percentage
IDL-TG%,1.14 [1.12-1.16],1.190e-38,***,Triglycerides to Total-Lipids in IDL percentage
GlycA,1.14 [1.11-1.16],4.707e-32,***,Glycoprotein Acetyls
MUFA%,1.13 [1.11-1.15],6.303e-30,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.13 [1.11-1.15],2.774e-34,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.13 [1.11-1.15],5.327e-30,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.12 [1.10-1.15],2.630e-23,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.12 [1.09-1.15],3.234e-12,***,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.12 [1.10-1.14],8.780e-23,***,Triglycerides to Phosphoglycerides ratio
M-LDL-TG%,1.11 [1.09-1.13],3.779e-25,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.11 [1.09-1.13],2.668e-23,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.11 [1.09-1.13],2.656e-22,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,1.11 [1.09-1.13],1.681e-21,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-TG,1.10 [1.08-1.12],4.191e-17,***,Triglycerides in Very Small VLDL
XL-HDL-FC%,1.10 [1.07-1.12],1.102e-12,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-TG,1.09 [1.07-1.11],9.700e-17,***,Triglycerides in Large LDL
IDL-TG,1.09 [1.07-1.11],9.974e-16,***,Triglycerides in IDL
LDL-TG,1.09 [1.07-1.11],4.242e-16,***,Triglycerides in LDL
M-LDL-TG,1.09 [1.07-1.11],5.630e-16,***,Triglycerides in Medium LDL
XL-HDL-TG%,1.09 [1.07-1.11],2.466e-11,***,Triglycerides to Total-Lipids in Very Large HDL percentage
