Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.64 [1.51-1.78],1.221e-27,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.61 [1.49-1.74],9.530e-29,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.58 [1.46-1.71],2.064e-23,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.57 [1.46-1.70],5.690e-27,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.56 [1.45-1.69],2.018e-26,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.55 [1.43-1.69],1.911e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Glu-lactate,1.54 [1.44-1.65],2.592e-28,***,Glucose-lactate
S-VLDL-TG%,1.52 [1.38-1.66],3.937e-13,***,Triglycerides to Total-Lipids in Small VLDL percentage
Glu,1.49 [1.37-1.60],3.998e-18,***,Glucose
S-LDL-PL%,1.47 [1.35-1.59],5.776e-15,***,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.46 [1.33-1.60],1.465e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,1.39 [1.24-1.57],0.010,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
Sc-ala,1.36 [1.26-1.48],3.712e-09,***,Spectrometer-corrected alanine
S-LDL-TG%,1.32 [1.22-1.43],9.174e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.32 [1.19-1.45],0.014,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,1.30 [1.19-1.43],0.002,**,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,1.26 [1.16-1.36],0.005,**,Alanine
L-HDL-PL%,1.25 [1.16-1.34],0.002,**,Phospholipids to Total-Lipids in Large HDL percentage
LA%,0.79 [0.73-0.85],3.727e-04,***,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-FC%,0.79 [0.74-0.84],1.743e-09,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-PL,0.79 [0.72-0.86],0.044,*,Phospholipids in Very Large VLDL
M-VLDL-CE%,0.79 [0.74-0.83],3.155e-11,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-L,0.78 [0.71-0.85],0.033,*,Total-Lipids in Medium HDL
L-VLDL-PL,0.78 [0.71-0.85],0.012,*,Phospholipids in Large VLDL
L-VLDL-P,0.78 [0.71-0.85],0.009,**,Concentration of Large VLDL Particles
S-VLDL-CE%,0.77 [0.71-0.83],1.971e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-FC,0.77 [0.70-0.84],0.002,**,Free Cholesterol in Very Large VLDL
L-VLDL-L,0.76 [0.70-0.83],4.218e-04,***,Total-Lipids in Large VLDL
M-VLDL-C%,0.75 [0.71-0.81],1.234e-11,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-TG,0.75 [0.69-0.82],9.008e-05,***,Triglycerides in Medium VLDL
HDL-PL,0.75 [0.68-0.83],0.004,**,Phospholipids in HDL
XL-VLDL-PL%,0.75 [0.70-0.81],5.023e-08,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-HDL-P,0.75 [0.68-0.83],0.009,**,Concentration of Medium HDL Particles
Omega-3,0.75 [0.69-0.82],4.225e-04,***,Omega-3 Fatty Acids
L-LDL-CE%,0.75 [0.70-0.81],2.706e-08,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-VLDL-FC,0.75 [0.68-0.82],1.473e-04,***,Free Cholesterol in Large VLDL
S-VLDL-P,0.74 [0.67-0.81],1.165e-05,***,Concentration of Small VLDL Particles
HDL-CE,0.73 [0.66-0.81],0.002,**,Cholesteryl Esters in HDL
L-LDL-FC%,0.73 [0.68-0.79],5.508e-13,***,Free Cholesterol to Total-Lipids in Large LDL percentage
HDL-L,0.73 [0.66-0.81],1.130e-04,***,Total-Lipids in HDL
SFA,0.73 [0.68-0.79],2.584e-09,***,Saturated Fatty Acids
M-VLDL-FC%,0.73 [0.68-0.78],6.673e-13,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.72 [0.67-0.78],2.735e-12,***,Cholesterol to Total-Lipids in Small VLDL percentage
VLDL-L,0.72 [0.67-0.79],7.615e-09,***,Total-Lipids in VLDL
M-HDL-FC,0.72 [0.65-0.80],1.789e-04,***,Free Cholesterol in Medium HDL
ApoA1,0.72 [0.65-0.79],3.380e-06,***,Apolipoprotein A1
HDL-C,0.72 [0.65-0.80],1.290e-04,***,HDL Cholesterol
S-HDL-PL,0.71 [0.66-0.78],4.926e-09,***,Phospholipids in Small HDL
ApoB/ApoA1,0.71 [0.65-0.78],5.631e-09,***,Apolipoprotein B to Apolipoprotein A1 ratio
Total-FA,0.71 [0.65-0.77],2.121e-12,***,Total-Fatty Acids
S-VLDL-L,0.70 [0.64-0.77],3.046e-09,***,Total-Lipids in Small VLDL
L-VLDL-C,0.70 [0.64-0.77],1.846e-08,***,Cholesterol in Large VLDL
M-VLDL-PL%,0.70 [0.66-0.75],5.226e-18,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XL-VLDL-C,0.70 [0.64-0.77],1.378e-08,***,Cholesterol in Very Large VLDL
XS-VLDL-PL,0.70 [0.64-0.77],2.056e-08,***,Phospholipids in Very Small VLDL
M-HDL-FC%,0.70 [0.65-0.76],1.807e-14,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-L,0.70 [0.64-0.76],3.463e-11,***,Total-Lipids in Small HDL
VLDL-PL,0.69 [0.63-0.75],3.274e-11,***,Phospholipids in VLDL
S-HDL-CE,0.69 [0.63-0.75],2.236e-12,***,Cholesteryl Esters in Small HDL
S-VLDL-FC%,0.68 [0.63-0.73],3.538e-19,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-C,0.68 [0.62-0.74],7.334e-14,***,Cholesterol in Small HDL
