Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"0.212 [0.197,0.227]",1.448e-161,***,Creatinine
IDL-TG%,"0.113 [0.098,0.128]",1.155e-48,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,"0.111 [0.097,0.126]",2.821e-47,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,"0.107 [0.092,0.122]",1.559e-41,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,"0.103 [0.089,0.117]",7.448e-42,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,"0.087 [0.073,0.102]",5.188e-28,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-PL%,"0.087 [0.072,0.101]",2.691e-28,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,"0.084 [0.069,0.099]",3.686e-25,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,"0.080 [0.065,0.095]",2.034e-22,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,"0.078 [0.064,0.093]",2.074e-22,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,"0.077 [0.061,0.092]",2.506e-19,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,"0.063 [0.048,0.078]",1.582e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,"0.061 [0.045,0.077]",1.177e-09,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,"0.060 [0.045,0.076]",3.630e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,"0.059 [0.044,0.074]",4.874e-11,***,Triglycerides to Total-Lipids in Large HDL percentage
GlycA,"0.058 [0.044,0.073]",4.422e-11,***,Glycoprotein Acetyls
IDL-PL%,"0.055 [0.041,0.069]",2.345e-11,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,"0.055 [0.040,0.070]",3.709e-09,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-TG%,"0.051 [0.036,0.067]",7.958e-08,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,"0.047 [0.032,0.062]",3.074e-06,***,Triglycerides to Total-Lipids in Medium HDL percentage
TG/PG,"0.044 [0.029,0.060]",6.740e-05,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-PL%,"0.044 [0.029,0.059]",1.991e-05,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,"0.041 [0.026,0.055]",5.497e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
Phe,"0.037 [0.023,0.051]",0.001,**,Phenylalanine
Citrate,"0.032 [0.018,0.047]",0.042,*,Citrate
Glu-lactate,"0.032 [0.018,0.046]",0.020,*,Glucose-lactate
S-HDL-FC%,"-0.034 [-0.049,-0.019]",0.029,*,Free Cholesterol to Total-Lipids in Small HDL percentage
VLDL-PL,"-0.035 [-0.049,-0.021]",0.006,**,Phospholipids in VLDL
L-VLDL-CE,"-0.036 [-0.050,-0.022]",0.002,**,Cholesteryl Esters in Large VLDL
SFA,"-0.036 [-0.050,-0.022]",0.001,**,Saturated Fatty Acids
XL-VLDL-PL%,"-0.037 [-0.051,-0.022]",0.002,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-HDL-CE%,"-0.038 [-0.052,-0.023]",0.001,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-HDL-CE%,"-0.038 [-0.052,-0.024]",7.144e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-VLDL-CE,"-0.038 [-0.052,-0.024]",7.662e-04,***,Cholesteryl Esters in Very Large VLDL
Omega-6%,"-0.038 [-0.053,-0.023]",0.001,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
ApoB/ApoA1,"-0.038 [-0.053,-0.024]",4.946e-04,***,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-P,"-0.040 [-0.054,-0.026]",9.283e-05,***,Concentration of VLDL Particles
S-HDL-PL,"-0.041 [-0.055,-0.027]",6.133e-05,***,Phospholipids in Small HDL
HDL-size,"-0.041 [-0.058,-0.024]",0.006,**,Average Diameter for HDL Particles
S-LDL-FC%,"-0.042 [-0.056,-0.028]",2.315e-05,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-PL,"-0.042 [-0.056,-0.028]",2.736e-05,***,Phospholipids in Very Small VLDL
L-VLDL-C%,"-0.043 [-0.057,-0.028]",2.411e-05,***,Cholesterol to Total-Lipids in Large VLDL percentage
DHA%,"-0.043 [-0.058,-0.029]",3.255e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-CE%,"-0.044 [-0.058,-0.030]",5.294e-06,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-FA,"-0.044 [-0.058,-0.030]",2.428e-06,***,Total-Fatty Acids
LDL-size,"-0.044 [-0.059,-0.030]",1.339e-05,***,Average Diameter for LDL Particles
M-HDL-PL,"-0.045 [-0.060,-0.030]",2.542e-05,***,Phospholipids in Medium HDL
Omega-3%,"-0.045 [-0.059,-0.030]",8.411e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
VLDL-FC,"-0.045 [-0.059,-0.031]",1.286e-06,***,Free Cholesterol in VLDL
S-HDL-L,"-0.045 [-0.059,-0.031]",1.397e-06,***,Total-Lipids in Small HDL
L-LDL-CE%,"-0.046 [-0.060,-0.032]",3.510e-07,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-C%,"-0.047 [-0.061,-0.032]",6.704e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-PL,"-0.047 [-0.064,-0.030]",1.688e-04,***,Phospholipids in Very Large HDL
S-VLDL-CE,"-0.048 [-0.062,-0.033]",1.512e-07,***,Cholesteryl Esters in Small VLDL
IDL-FC%,"-0.048 [-0.062,-0.035]",3.445e-08,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-FC,"-0.049 [-0.065,-0.033]",3.983e-06,***,Free Cholesterol in Very Large HDL
M-LDL-FC%,"-0.050 [-0.065,-0.036]",5.474e-08,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-L,"-0.051 [-0.065,-0.037]",5.057e-09,***,Total-Lipids in Medium VLDL
M-HDL-L,"-0.051 [-0.066,-0.036]",1.909e-07,***,Total-Lipids in Medium HDL
S-VLDL-PL,"-0.051 [-0.065,-0.037]",3.557e-09,***,Phospholipids in Small VLDL
S-HDL-FC,"-0.052 [-0.066,-0.038]",2.737e-09,***,Free Cholesterol in Small HDL
S-LDL-CE%,"-0.053 [-0.067,-0.039]",3.948e-10,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Albumin,"-0.053 [-0.067,-0.039]",1.292e-09,***,Albumin
XS-VLDL-L,"-0.053 [-0.067,-0.039]",1.100e-09,***,Total-Lipids in Very Small VLDL
XS-VLDL-P,"-0.053 [-0.067,-0.039]",7.761e-10,***,Concentration of Very Small VLDL Particles
XL-VLDL-FC%,"-0.053 [-0.068,-0.038]",9.760e-09,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-CE%,"-0.054 [-0.068,-0.040]",2.241e-10,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-C%,"-0.054 [-0.069,-0.039]",5.445e-09,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,"-0.054 [-0.069,-0.039]",4.042e-09,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
PUFA%,"-0.054 [-0.069,-0.039]",2.019e-09,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-C,"-0.055 [-0.069,-0.041]",8.645e-11,***,Cholesterol in Small VLDL
L-HDL-PL,"-0.055 [-0.072,-0.038]",7.264e-07,***,Phospholipids in Large HDL
M-HDL-P,"-0.055 [-0.071,-0.040]",8.782e-09,***,Concentration of Medium HDL Particles
XL-HDL-L,"-0.056 [-0.073,-0.039]",2.106e-07,***,Total-Lipids in Very Large HDL
S-HDL-P,"-0.057 [-0.072,-0.043]",8.422e-12,***,Concentration of Small HDL Particles
M-HDL-CE,"-0.058 [-0.073,-0.042]",9.617e-10,***,Cholesteryl Esters in Medium HDL
XS-VLDL-FC,"-0.058 [-0.072,-0.044]",5.497e-12,***,Free Cholesterol in Very Small VLDL
M-VLDL-P,"-0.058 [-0.072,-0.044]",1.816e-12,***,Concentration of Medium VLDL Particles
S-HDL-CE,"-0.059 [-0.073,-0.044]",2.030e-12,***,Cholesteryl Esters in Small HDL
Omega-3,"-0.059 [-0.073,-0.044]",2.074e-11,***,Omega-3 Fatty Acids
HDL-PL,"-0.059 [-0.075,-0.043]",9.872e-10,***,Phospholipids in HDL
S-HDL-C,"-0.059 [-0.073,-0.045]",1.108e-12,***,Cholesterol in Small HDL
VLDL-C,"-0.059 [-0.073,-0.045]",3.732e-13,***,VLDL Cholesterol
M-HDL-C,"-0.059 [-0.075,-0.044]",2.344e-10,***,Cholesterol in Medium HDL
XL-HDL-P,"-0.060 [-0.077,-0.043]",7.007e-09,***,Concentration of Very Large HDL Particles
XL-VLDL-CE%,"-0.061 [-0.076,-0.046]",6.350e-12,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-VLDL-CE%,"-0.061 [-0.075,-0.047]",5.987e-14,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-C%,"-0.061 [-0.076,-0.046]",6.656e-12,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-PL,"-0.061 [-0.075,-0.047]",3.258e-14,***,Phospholipids in Medium VLDL
LA%,"-0.061 [-0.076,-0.047]",1.238e-12,***,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-FC,"-0.062 [-0.078,-0.046]",4.139e-11,***,Free Cholesterol in Medium HDL
XS-VLDL-FC%,"-0.063 [-0.077,-0.049]",6.342e-15,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-P,"-0.064 [-0.081,-0.046]",1.574e-09,***,Concentration of Large HDL Particles
L-HDL-L,"-0.064 [-0.081,-0.047]",9.908e-10,***,Total-Lipids in Large HDL
L-HDL-FC,"-0.064 [-0.081,-0.047]",7.018e-10,***,Free Cholesterol in Large HDL
ApoA1,"-0.065 [-0.080,-0.049]",9.002e-13,***,Apolipoprotein A1
S-LDL-P,"-0.065 [-0.079,-0.051]",2.828e-16,***,Concentration of Small LDL Particles
S-VLDL-FC,"-0.065 [-0.079,-0.051]",2.934e-16,***,Free Cholesterol in Small VLDL
XL-HDL-C,"-0.065 [-0.082,-0.049]",7.127e-11,***,Cholesterol in Very Large HDL
VLDL-CE,"-0.067 [-0.081,-0.053]",1.701e-17,***,Cholesteryl Esters in VLDL
S-LDL-PL,"-0.068 [-0.082,-0.054]",3.949e-18,***,Phospholipids in Small LDL
XL-HDL-CE,"-0.068 [-0.085,-0.051]",1.151e-11,***,Cholesteryl Esters in Very Large HDL
HDL-L,"-0.068 [-0.084,-0.052]",2.249e-13,***,Total-Lipids in HDL
DHA,"-0.068 [-0.083,-0.053]",1.329e-15,***,Docosahexaenoic Acid
M-VLDL-FC,"-0.069 [-0.083,-0.054]",3.387e-18,***,Free Cholesterol in Medium VLDL
L-HDL-CE,"-0.069 [-0.086,-0.051]",1.578e-11,***,Cholesteryl Esters in Large HDL
M-LDL-P,"-0.069 [-0.083,-0.055]",1.585e-18,***,Concentration of Medium LDL Particles
L-HDL-C,"-0.069 [-0.086,-0.052]",9.611e-12,***,Cholesterol in Large HDL
PUFA/MUFA,"-0.069 [-0.085,-0.054]",9.691e-16,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-CE%,"-0.069 [-0.084,-0.055]",4.210e-17,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
HDL-P,"-0.071 [-0.086,-0.056]",1.032e-16,***,Concentration of HDL Particles
M-LDL-CE,"-0.071 [-0.085,-0.057]",4.282e-20,***,Cholesteryl Esters in Medium LDL
S-LDL-L,"-0.071 [-0.085,-0.057]",3.031e-20,***,Total-Lipids in Small LDL
M-LDL-PL,"-0.072 [-0.086,-0.058]",2.436e-20,***,Phospholipids in Medium LDL
S-LDL-CE,"-0.072 [-0.086,-0.058]",1.154e-20,***,Cholesteryl Esters in Small LDL
M-LDL-L,"-0.073 [-0.086,-0.059]",4.443e-21,***,Total-Lipids in Medium LDL
LDL-P,"-0.075 [-0.088,-0.061]",5.282e-22,***,Concentration of LDL Particles
LA,"-0.075 [-0.089,-0.061]",5.696e-22,***,Linoleic Acid
Phosphoglyc,"-0.075 [-0.090,-0.060]",5.307e-20,***,Phosphoglycerides
HDL-FC,"-0.076 [-0.092,-0.059]",4.462e-16,***,Free Cholesterol in HDL
L-HDL-FC%,"-0.076 [-0.090,-0.062]",7.632e-22,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-C,"-0.076 [-0.090,-0.062]",1.929e-23,***,Cholesterol in Medium LDL
L-LDL-P,"-0.076 [-0.090,-0.062]",5.896e-23,***,Concentration of Large LDL Particles
S-LDL-C,"-0.077 [-0.091,-0.063]",1.180e-23,***,Cholesterol in Small LDL
ApoB,"-0.077 [-0.091,-0.063]",3.333e-24,***,Apolipoprotein B
Unsaturation,"-0.078 [-0.092,-0.063]",6.375e-21,***,Degree of Unsaturation
Omega-6,"-0.079 [-0.093,-0.065]",3.428e-24,***,Omega-6 Fatty Acids
HDL-CE,"-0.079 [-0.095,-0.063]",5.362e-18,***,Cholesteryl Esters in HDL
PC,"-0.079 [-0.094,-0.064]",6.278e-22,***,Phosphatidylcholines
Total-L,"-0.079 [-0.093,-0.065]",2.495e-25,***,Total-Lipids in Lipoprotein Particles
L-HDL-C%,"-0.079 [-0.094,-0.065]",1.073e-22,***,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-C,"-0.080 [-0.094,-0.065]",6.608e-24,***,Cholesterol in Very Small VLDL
HDL-C,"-0.080 [-0.097,-0.064]",1.753e-18,***,HDL Cholesterol
S-VLDL-C%,"-0.080 [-0.095,-0.066]",4.124e-25,***,Cholesterol to Total-Lipids in Small VLDL percentage
Total-P,"-0.081 [-0.096,-0.066]",2.413e-22,***,Total-Concentration of Lipoprotein Particles
S-LDL-FC,"-0.081 [-0.095,-0.067]",1.640e-26,***,Free Cholesterol in Small LDL
M-VLDL-CE%,"-0.081 [-0.096,-0.067]",8.031e-26,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,"-0.083 [-0.097,-0.068]",1.198e-26,***,Phospholipids to Total-Lipids in Medium VLDL percentage
PUFA,"-0.083 [-0.097,-0.069]",2.007e-26,***,Polyunsaturated Fatty Acids
LDL-CE,"-0.083 [-0.097,-0.070]",1.342e-28,***,Cholesteryl Esters in LDL
M-VLDL-FC%,"-0.083 [-0.098,-0.069]",1.677e-26,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-L,"-0.084 [-0.098,-0.070]",5.207e-29,***,Total-Lipids in LDL
M-VLDL-C,"-0.084 [-0.098,-0.070]",3.370e-28,***,Cholesterol in Medium VLDL
Cholines,"-0.084 [-0.099,-0.070]",1.778e-25,***,Total-Cholines
M-VLDL-C%,"-0.084 [-0.099,-0.070]",4.984e-27,***,Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-PL,"-0.085 [-0.099,-0.071]",3.193e-29,***,Phospholipids in LDL
M-LDL-FC,"-0.085 [-0.099,-0.071]",6.588e-29,***,Free Cholesterol in Medium LDL
IDL-P,"-0.086 [-0.100,-0.072]",2.903e-29,***,Concentration of IDL Particles
Remnant-C,"-0.086 [-0.100,-0.073]",8.243e-31,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-LDL-FC%,"-0.087 [-0.101,-0.072]",2.073e-28,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Total-PL,"-0.087 [-0.101,-0.072]",1.906e-28,***,Total-Phospholipids in Lipoprotein Particles
LDL-C,"-0.087 [-0.101,-0.074]",1.042e-31,***,LDL Cholesterol
XS-VLDL-CE,"-0.088 [-0.102,-0.073]",1.033e-28,***,Cholesteryl Esters in Very Small VLDL
SM,"-0.088 [-0.103,-0.073]",2.893e-27,***,Sphingomyelins
L-LDL-CE,"-0.088 [-0.102,-0.074]",3.343e-31,***,Cholesteryl Esters in Large LDL
L-LDL-L,"-0.089 [-0.103,-0.075]",2.797e-32,***,Total-Lipids in Large LDL
Non-HDL-C,"-0.089 [-0.103,-0.075]",5.190e-33,***,Total-Cholesterol Minus HDL-C
M-HDL-FC%,"-0.091 [-0.107,-0.075]",4.721e-26,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-CE,"-0.092 [-0.106,-0.077]",2.608e-33,***,Cholesteryl Esters in Medium VLDL
L-LDL-C,"-0.092 [-0.106,-0.078]",2.262e-34,***,Cholesterol in Large LDL
L-LDL-PL,"-0.092 [-0.106,-0.078]",2.523e-34,***,Phospholipids in Large LDL
Clinical LDL-C,"-0.094 [-0.108,-0.080]",3.547e-37,***,Clinical LDL Cholesterol
IDL-PL,"-0.094 [-0.109,-0.080]",2.771e-34,***,Phospholipids in IDL
LDL-FC,"-0.094 [-0.109,-0.080]",4.094e-36,***,Free Cholesterol in LDL
Total-FC,"-0.096 [-0.110,-0.081]",8.277e-37,***,Total-Free Cholesterol
S-LDL-C%,"-0.096 [-0.109,-0.082]",3.881e-38,***,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-C%,"-0.098 [-0.112,-0.085]",2.667e-41,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC,"-0.099 [-0.113,-0.085]",5.109e-39,***,Free Cholesterol in Large LDL
S-VLDL-PL%,"-0.099 [-0.114,-0.085]",5.535e-37,***,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-CE%,"-0.100 [-0.114,-0.086]",1.502e-41,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-L,"-0.100 [-0.114,-0.086]",1.999e-39,***,Total-Lipids in IDL
S-VLDL-FC%,"-0.100 [-0.115,-0.086]",2.053e-38,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-FC,"-0.101 [-0.115,-0.086]",2.650e-39,***,Free Cholesterol in IDL
Total-C,"-0.102 [-0.116,-0.088]",7.692e-42,***,Total-Cholesterol
IDL-C%,"-0.102 [-0.116,-0.088]",2.359e-43,***,Cholesterol to Total-Lipids in IDL percentage
Total-CE,"-0.103 [-0.118,-0.089]",1.033e-42,***,Total-Esterified Cholesterol
L-LDL-C%,"-0.106 [-0.120,-0.091]",1.817e-43,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C,"-0.106 [-0.120,-0.092]",1.198e-44,***,Cholesterol in IDL
IDL-CE,"-0.106 [-0.121,-0.092]",9.337e-45,***,Cholesteryl Esters in IDL
XS-VLDL-C%,"-0.112 [-0.126,-0.097]",1.190e-47,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,"-0.115 [-0.130,-0.100]",1.972e-50,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
