Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Glu,2.11 [1.97-2.27],2.670e-89,***,Glucose
Glu-lactate,2.11 [1.98-2.24],3.163e-114,***,Glucose-lactate
XS-VLDL-TG%,1.93 [1.78-2.09],1.064e-50,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.91 [1.74-2.10],1.171e-37,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.88 [1.72-2.06],1.497e-37,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.83 [1.70-1.97],5.410e-54,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.78 [1.57-2.02],2.072e-14,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,1.73 [1.61-1.86],1.374e-46,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.72 [1.60-1.86],7.136e-38,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Sc-ala,1.72 [1.60-1.85],2.116e-43,***,Spectrometer-corrected alanine
M-LDL-TG%,1.68 [1.56-1.80],2.250e-41,***,Triglycerides to Total-Lipids in Medium LDL percentage
Ala,1.63 [1.51-1.75],6.519e-33,***,Alanine
IDL-PL%,1.51 [1.40-1.63],2.748e-20,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.50 [1.40-1.60],5.374e-26,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.45 [1.35-1.56],2.807e-17,***,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-PL%,1.45 [1.34-1.57],5.380e-15,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.43 [1.30-1.57],1.103e-08,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,1.41 [1.28-1.55],6.495e-07,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.34 [1.23-1.47],5.912e-06,***,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.30 [1.20-1.40],5.812e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.28 [1.18-1.39],0.002,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
MUFA%,1.27 [1.17-1.37],0.002,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Val,1.24 [1.15-1.34],0.027,*,Valine
S-LDL-FC%,0.84 [0.79-0.90],0.044,*,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.81 [0.76-0.86],3.226e-05,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-HDL-CE%,0.81 [0.76-0.86],2.448e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.80 [0.75-0.86],6.826e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-VLDL-FC,0.79 [0.73-0.86],0.023,*,Free Cholesterol in Very Large VLDL
L-VLDL-FC,0.79 [0.73-0.86],0.022,*,Free Cholesterol in Large VLDL
M-HDL-PL,0.79 [0.72-0.86],0.031,*,Phospholipids in Medium HDL
XXL-VLDL-CE%,0.78 [0.71-0.86],0.038,*,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.77 [0.72-0.83],1.430e-07,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-HDL-L,0.77 [0.70-0.84],9.166e-04,***,Total-Lipids in Medium HDL
L-HDL-C%,0.76 [0.72-0.81],2.192e-14,***,Cholesterol to Total-Lipids in Large HDL percentage
IDL-FC%,0.76 [0.71-0.81],1.478e-10,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-PL,0.76 [0.70-0.82],6.799e-06,***,Phospholipids in Small HDL
M-HDL-CE,0.75 [0.68-0.82],5.718e-04,***,Cholesteryl Esters in Medium HDL
S-HDL-L,0.74 [0.68-0.80],5.973e-08,***,Total-Lipids in Small HDL
M-HDL-C,0.74 [0.67-0.81],4.310e-05,***,Cholesterol in Medium HDL
S-VLDL-P,0.73 [0.67-0.80],8.540e-07,***,Concentration of Small VLDL Particles
VLDL-L,0.73 [0.68-0.79],2.795e-09,***,Total-Lipids in VLDL
LA%,0.73 [0.68-0.78],2.282e-12,***,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-FC%,0.73 [0.69-0.77],2.897e-20,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA,0.72 [0.67-0.77],1.887e-12,***,Saturated Fatty Acids
L-VLDL-C,0.72 [0.66-0.78],2.184e-08,***,Cholesterol in Large VLDL
M-HDL-P,0.71 [0.65-0.79],5.031e-06,***,Concentration of Medium HDL Particles
