Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-size,1.37 [1.21-1.55],0.156,,Average Diameter for HDL Particles
S-HDL-PL%,1.19 [1.07-1.33],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.12 [1.01-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.04 [0.94-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.01 [0.90-1.13],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-C,0.76 [0.69-0.85],0.296,,Cholesterol in Medium LDL
M-LDL-CE,0.76 [0.68-0.85],0.302,,Cholesteryl Esters in Medium LDL
S-LDL-CE,0.76 [0.68-0.85],0.424,,Cholesteryl Esters in Small LDL
M-LDL-L,0.76 [0.68-0.85],0.186,,Total-Lipids in Medium LDL
M-LDL-PL,0.75 [0.67-0.84],0.133,,Phospholipids in Medium LDL
