Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.26 [1.22-1.30],3.621e-46,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-TG%,1.24 [1.20-1.28],1.984e-31,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-PL%,1.24 [1.19-1.29],8.689e-17,***,Phospholipids to Total-Lipids in Large VLDL percentage
GlycA,1.23 [1.20-1.27],4.499e-36,***,Glycoprotein Acetyls
M-HDL-TG%,1.21 [1.17-1.25],4.658e-25,***,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.21 [1.17-1.24],2.193e-29,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-P,1.21 [1.17-1.24],9.209e-31,***,Concentration of Small VLDL Particles
S-VLDL-CE,1.20 [1.17-1.24],1.713e-27,***,Cholesteryl Esters in Small VLDL
S-VLDL-L,1.20 [1.17-1.24],1.094e-27,***,Total-Lipids in Small VLDL
TG/PG,1.20 [1.16-1.24],6.977e-25,***,Triglycerides to Phosphoglycerides ratio
L-VLDL-CE,1.20 [1.16-1.24],1.960e-26,***,Cholesteryl Esters in Large VLDL
XL-VLDL-CE,1.20 [1.16-1.24],1.612e-26,***,Cholesteryl Esters in Very Large VLDL
L-VLDL-C,1.20 [1.16-1.23],9.695e-26,***,Cholesterol in Large VLDL
XS-VLDL-PL,1.19 [1.16-1.23],1.469e-25,***,Phospholipids in Very Small VLDL
VLDL-P,1.19 [1.16-1.23],1.216e-26,***,Concentration of VLDL Particles
S-VLDL-PL,1.19 [1.16-1.23],7.247e-26,***,Phospholipids in Small VLDL
S-VLDL-C,1.19 [1.16-1.23],6.851e-25,***,Cholesterol in Small VLDL
L-LDL-TG,1.19 [1.16-1.22],3.068e-28,***,Triglycerides in Large LDL
VLDL-PL,1.19 [1.15-1.22],8.991e-24,***,Phospholipids in VLDL
XL-VLDL-C,1.19 [1.15-1.22],7.035e-24,***,Cholesterol in Very Large VLDL
L-VLDL-FC,1.19 [1.15-1.22],8.495e-24,***,Free Cholesterol in Large VLDL
S-LDL-PL,1.19 [1.15-1.22],1.951e-24,***,Phospholipids in Small LDL
VLDL-FC,1.18 [1.15-1.22],5.496e-23,***,Free Cholesterol in VLDL
LDL-TG,1.18 [1.15-1.22],3.721e-27,***,Triglycerides in LDL
IDL-TG,1.18 [1.15-1.22],3.013e-25,***,Triglycerides in IDL
L-VLDL-PL,1.18 [1.15-1.22],2.557e-22,***,Phospholipids in Large VLDL
