Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.30 [1.28-1.32],5.977e-206,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.29 [1.27-1.31],3.188e-213,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.25 [1.23-1.27],8.114e-172,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.24 [1.22-1.26],5.363e-116,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.24 [1.22-1.25],3.883e-150,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.23 [1.21-1.25],7.935e-122,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.22 [1.20-1.24],1.704e-102,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,1.21 [1.18-1.24],2.721e-61,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG%,1.20 [1.18-1.22],2.442e-81,***,Triglycerides to Total-Lipids in Small HDL percentage
GlycA,1.19 [1.17-1.21],7.650e-89,***,Glycoprotein Acetyls
MUFA%,1.19 [1.17-1.21],4.457e-87,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.19 [1.17-1.21],4.611e-97,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG,1.19 [1.17-1.20],7.977e-96,***,Triglycerides in Very Small VLDL
XL-HDL-TG%,1.19 [1.17-1.21],2.187e-81,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.18 [1.16-1.20],5.844e-81,***,Triglycerides in Small HDL
L-LDL-TG,1.18 [1.16-1.19],4.809e-88,***,Triglycerides in Large LDL
S-VLDL-TG,1.17 [1.16-1.19],1.061e-78,***,Triglycerides in Small VLDL
M-LDL-TG,1.17 [1.16-1.19],6.881e-92,***,Triglycerides in Medium LDL
LDL-TG,1.17 [1.16-1.19],1.264e-87,***,Triglycerides in LDL
IDL-TG,1.17 [1.15-1.19],1.753e-79,***,Triglycerides in IDL
L-HDL-PL%,1.16 [1.14-1.18],7.818e-75,***,Phospholipids to Total-Lipids in Large HDL percentage
TG/PG,1.16 [1.14-1.18],5.387e-60,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-PL%,1.16 [1.14-1.18],7.675e-42,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-TG%,1.15 [1.13-1.17],4.958e-49,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.15 [1.13-1.17],1.488e-55,***,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-TG,1.15 [1.13-1.16],3.225e-66,***,Triglycerides in Small LDL
L-VLDL-PL%,1.14 [1.12-1.17],1.891e-24,***,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-PL%,1.14 [1.12-1.16],9.870e-49,***,Phospholipids to Total-Lipids in IDL percentage
Total-TG,1.14 [1.12-1.15],5.129e-46,***,Total-Triglycerides
Omega-3,1.13 [1.11-1.15],1.970e-43,***,Omega-3 Fatty Acids
MUFA,1.13 [1.11-1.15],2.552e-45,***,Monounsaturated Fatty Acids
XL-VLDL-TG,1.13 [1.11-1.15],2.091e-43,***,Triglycerides in Very Large VLDL
L-VLDL-PL,1.13 [1.11-1.15],1.530e-39,***,Phospholipids in Large VLDL
VLDL-TG,1.13 [1.11-1.15],7.811e-39,***,Triglycerides in VLDL
