Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.72 [1.57-1.89],3.590e-24,***,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.65 [1.50-1.82],1.335e-19,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.55 [1.40-1.71],1.167e-12,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,1.54 [1.40-1.69],2.817e-14,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.38 [1.24-1.53],0.001,**,Phospholipids to Total-Lipids in Medium LDL percentage
Sc-ala,1.29 [1.17-1.41],0.032,*,Spectrometer-corrected alanine
IDL-C%,0.78 [0.72-0.85],0.007,**,Cholesterol to Total-Lipids in IDL percentage
Albumin,0.78 [0.71-0.85],0.013,*,Albumin
M-LDL-C%,0.76 [0.70-0.83],1.392e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-FC,0.76 [0.68-0.84],0.013,*,Free Cholesterol in Small LDL
L-VLDL-CE,0.75 [0.67-0.83],0.039,*,Cholesteryl Esters in Large VLDL
VLDL-L,0.75 [0.68-0.83],0.003,**,Total-Lipids in VLDL
VLDL-PL,0.75 [0.67-0.83],0.009,**,Phospholipids in VLDL
L-LDL-C%,0.75 [0.68-0.81],8.149e-06,***,Cholesterol to Total-Lipids in Large LDL percentage
VLDL-CE,0.74 [0.67-0.82],0.003,**,Cholesteryl Esters in VLDL
S-VLDL-C,0.74 [0.67-0.82],0.007,**,Cholesterol in Small VLDL
IDL-CE%,0.74 [0.68-0.81],3.581e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-CE%,0.74 [0.68-0.80],7.011e-07,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-P,0.74 [0.66-0.82],0.010,**,Concentration of Small VLDL Particles
VLDL-C,0.74 [0.67-0.82],9.260e-04,***,VLDL Cholesterol
