Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.44 [1.33-1.56],9.415e-14,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.44 [1.33-1.55],3.081e-16,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.43 [1.33-1.54],1.986e-16,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.42 [1.30-1.55],1.117e-09,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.42 [1.32-1.53],9.331e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.41 [1.29-1.54],4.570e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,1.38 [1.24-1.54],0.003,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-PL%,1.32 [1.23-1.42],1.035e-08,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.30 [1.20-1.40],4.639e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.29 [1.20-1.39],1.188e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.28 [1.18-1.39],7.800e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,1.23 [1.14-1.34],0.042,*,Phospholipids to Total-Lipids in IDL percentage
L-HDL-FC%,0.84 [0.79-0.90],0.034,*,Free Cholesterol to Total-Lipids in Large HDL percentage
PUFA%,0.81 [0.76-0.87],0.002,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-CE%,0.81 [0.74-0.87],0.046,*,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-PL,0.80 [0.74-0.87],0.020,*,Total-Phospholipids in Lipoprotein Particles
XS-VLDL-FC%,0.79 [0.75-0.85],3.937e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-L,0.79 [0.73-0.86],0.023,*,Total-Lipids in Small VLDL
L-VLDL-CE%,0.79 [0.73-0.86],0.010,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-VLDL-CE%,0.79 [0.74-0.84],1.371e-09,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
VLDL-PL,0.79 [0.73-0.86],0.009,**,Phospholipids in VLDL
Unsaturation,0.78 [0.72-0.85],3.774e-04,***,Degree of Unsaturation
PUFA/MUFA,0.78 [0.72-0.85],2.690e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-VLDL-CE%,0.78 [0.71-0.85],0.014,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-VLDL-CE%,0.78 [0.72-0.83],3.049e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.77 [0.72-0.83],1.557e-07,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-PL%,0.77 [0.71-0.83],2.335e-06,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,0.77 [0.70-0.84],0.004,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-L,0.76 [0.70-0.83],3.171e-04,***,Total-Lipids in Very Small VLDL
VLDL-P,0.76 [0.70-0.83],2.996e-04,***,Concentration of VLDL Particles
XL-VLDL-FC%,0.76 [0.69-0.84],0.005,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-L,0.76 [0.71-0.82],7.635e-07,***,Total-Lipids in Lipoprotein Particles
M-VLDL-C%,0.76 [0.71-0.81],2.060e-10,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE,0.76 [0.69-0.83],1.977e-04,***,Cholesteryl Esters in Very Large VLDL
VLDL-FC,0.75 [0.69-0.82],1.563e-05,***,Free Cholesterol in VLDL
L-VLDL-CE,0.75 [0.69-0.82],6.820e-05,***,Cholesteryl Esters in Large VLDL
XS-VLDL-P,0.74 [0.68-0.81],2.811e-05,***,Concentration of Very Small VLDL Particles
S-VLDL-C%,0.74 [0.69-0.80],4.679e-10,***,Cholesterol to Total-Lipids in Small VLDL percentage
Omega-6,0.74 [0.68-0.80],6.212e-08,***,Omega-6 Fatty Acids
PUFA,0.74 [0.68-0.80],4.415e-08,***,Polyunsaturated Fatty Acids
M-VLDL-FC%,0.74 [0.69-0.79],8.615e-12,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-L,0.74 [0.68-0.80],1.600e-07,***,Total-Lipids in Medium VLDL
IDL-C%,0.73 [0.69-0.78],3.013e-15,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-FC,0.73 [0.67-0.80],3.587e-06,***,Free Cholesterol in Very Small VLDL
S-LDL-C%,0.73 [0.68-0.78],4.280e-13,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.73 [0.68-0.78],4.608e-15,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.73 [0.68-0.78],3.869e-15,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-PL%,0.72 [0.68-0.78],2.789e-14,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-PL,0.72 [0.66-0.79],1.049e-07,***,Phospholipids in Small VLDL
S-VLDL-CE,0.72 [0.66-0.79],2.019e-07,***,Cholesteryl Esters in Small VLDL
M-LDL-C%,0.72 [0.67-0.77],2.656e-17,***,Cholesterol to Total-Lipids in Medium LDL percentage
LA%,0.72 [0.67-0.77],2.435e-13,***,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-FC%,0.72 [0.67-0.77],1.979e-13,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,0.72 [0.67-0.77],8.863e-16,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.72 [0.67-0.77],4.493e-16,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
LA,0.71 [0.66-0.77],9.600e-12,***,Linoleic Acid
VLDL-C,0.71 [0.65-0.77],2.695e-10,***,VLDL Cholesterol
Total-CE,0.71 [0.66-0.77],1.232e-12,***,Total-Esterified Cholesterol
S-VLDL-PL%,0.71 [0.66-0.77],2.898e-12,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-LDL-CE,0.71 [0.65-0.77],1.099e-10,***,Cholesteryl Esters in Medium LDL
M-LDL-L,0.71 [0.65-0.77],2.240e-11,***,Total-Lipids in Medium LDL
Total-C,0.71 [0.66-0.76],1.789e-13,***,Total-Cholesterol
S-VLDL-C,0.71 [0.65-0.77],2.279e-09,***,Cholesterol in Small VLDL
M-LDL-PL,0.70 [0.65-0.76],4.690e-11,***,Phospholipids in Medium LDL
LDL-L,0.70 [0.65-0.76],5.832e-14,***,Total-Lipids in LDL
LDL-CE,0.70 [0.65-0.76],1.630e-13,***,Cholesteryl Esters in LDL
M-VLDL-P,0.70 [0.64-0.76],6.425e-10,***,Concentration of Medium VLDL Particles
L-LDL-L,0.70 [0.65-0.76],8.437e-14,***,Total-Lipids in Large LDL
M-LDL-C,0.70 [0.64-0.76],1.929e-12,***,Cholesterol in Medium LDL
M-VLDL-PL,0.70 [0.64-0.76],8.544e-11,***,Phospholipids in Medium VLDL
L-LDL-CE,0.70 [0.64-0.76],3.407e-13,***,Cholesteryl Esters in Large LDL
S-LDL-CE,0.70 [0.64-0.76],1.237e-11,***,Cholesteryl Esters in Small LDL
LDL-C,0.69 [0.64-0.75],6.369e-15,***,LDL Cholesterol
Total-FC,0.69 [0.64-0.75],7.284e-14,***,Total-Free Cholesterol
S-LDL-L,0.69 [0.64-0.75],1.418e-12,***,Total-Lipids in Small LDL
ApoB/ApoA1,0.69 [0.64-0.75],1.790e-12,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-LDL-PL,0.69 [0.64-0.75],2.171e-12,***,Phospholipids in Small LDL
L-LDL-C,0.69 [0.64-0.75],1.648e-14,***,Cholesterol in Large LDL
VLDL-CE,0.69 [0.63-0.75],1.420e-12,***,Cholesteryl Esters in VLDL
XS-VLDL-C,0.69 [0.63-0.75],4.680e-11,***,Cholesterol in Very Small VLDL
LDL-PL,0.69 [0.63-0.74],2.262e-14,***,Phospholipids in LDL
Non-HDL-C,0.68 [0.63-0.74],3.172e-17,***,Total-Cholesterol Minus HDL-C
S-VLDL-FC,0.68 [0.63-0.75],7.108e-12,***,Free Cholesterol in Small VLDL
L-LDL-P,0.68 [0.63-0.74],3.984e-12,***,Concentration of Large LDL Particles
Clinical LDL-C,0.68 [0.63-0.74],4.293e-18,***,Clinical LDL Cholesterol
S-LDL-C,0.68 [0.63-0.74],8.198e-14,***,Cholesterol in Small LDL
M-LDL-P,0.68 [0.62-0.74],1.294e-12,***,Concentration of Medium LDL Particles
IDL-L,0.68 [0.63-0.74],1.482e-15,***,Total-Lipids in IDL
M-LDL-FC,0.68 [0.62-0.74],3.202e-14,***,Free Cholesterol in Medium LDL
L-LDL-PL,0.68 [0.62-0.74],8.972e-15,***,Phospholipids in Large LDL
Remnant-C,0.68 [0.62-0.73],5.130e-17,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
IDL-PL,0.68 [0.62-0.74],2.261e-13,***,Phospholipids in IDL
ApoB,0.68 [0.62-0.73],1.698e-15,***,Apolipoprotein B
LDL-P,0.67 [0.62-0.74],2.247e-13,***,Concentration of LDL Particles
M-VLDL-FC,0.67 [0.62-0.74],3.688e-13,***,Free Cholesterol in Medium VLDL
S-LDL-P,0.67 [0.62-0.73],1.875e-13,***,Concentration of Small LDL Particles
LDL-FC,0.67 [0.62-0.73],5.384e-16,***,Free Cholesterol in LDL
S-LDL-FC,0.67 [0.62-0.73],1.390e-15,***,Free Cholesterol in Small LDL
XS-VLDL-CE,0.67 [0.61-0.73],1.327e-12,***,Cholesteryl Esters in Very Small VLDL
L-LDL-FC,0.67 [0.61-0.73],8.076e-16,***,Free Cholesterol in Large LDL
IDL-FC,0.67 [0.61-0.73],5.896e-15,***,Free Cholesterol in IDL
IDL-C,0.67 [0.61-0.72],2.313e-17,***,Cholesterol in IDL
IDL-CE,0.66 [0.61-0.72],2.978e-17,***,Cholesteryl Esters in IDL
IDL-P,0.64 [0.59-0.70],1.349e-16,***,Concentration of IDL Particles
M-VLDL-C,0.64 [0.59-0.70],4.118e-18,***,Cholesterol in Medium VLDL
M-VLDL-CE,0.63 [0.58-0.69],2.942e-19,***,Cholesteryl Esters in Medium VLDL
