Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.09 [1.06-1.12],5.744e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.09 [1.06-1.12],2.707e-04,***,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG%,1.08 [1.05-1.10],0.011,*,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.08 [1.05-1.10],0.011,*,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.07 [1.04-1.10],0.211,,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.93 [0.91-0.96],0.004,**,Cholesterol to Total-Lipids in IDL percentage
M-LDL-C%,0.93 [0.91-0.95],0.002,**,Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,0.93 [0.90-0.95],0.027,*,Cholesteryl Esters in VLDL
M-VLDL-CE,0.93 [0.90-0.95],0.023,*,Cholesteryl Esters in Medium VLDL
VLDL-C,0.93 [0.90-0.95],0.017,*,VLDL Cholesterol
S-VLDL-PL,0.93 [0.90-0.95],0.029,*,Phospholipids in Small VLDL
IDL-L,0.93 [0.90-0.95],0.006,**,Total-Lipids in IDL
XL-VLDL-CE,0.93 [0.90-0.95],0.032,*,Cholesteryl Esters in Very Large VLDL
S-VLDL-FC,0.92 [0.90-0.95],0.007,**,Free Cholesterol in Small VLDL
M-VLDL-C,0.92 [0.90-0.95],0.003,**,Cholesterol in Medium VLDL
IDL-C,0.92 [0.90-0.95],0.001,**,Cholesterol in IDL
Total-L,0.92 [0.90-0.95],2.428e-04,***,Total-Lipids in Lipoprotein Particles
M-VLDL-FC,0.92 [0.90-0.95],0.003,**,Free Cholesterol in Medium VLDL
L-LDL-C%,0.92 [0.90-0.95],5.286e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-PL,0.92 [0.90-0.95],0.002,**,Phospholipids in Medium VLDL
M-VLDL-P,0.92 [0.90-0.95],0.002,**,Concentration of Medium VLDL Particles
S-LDL-PL,0.92 [0.90-0.95],8.259e-04,***,Phospholipids in Small LDL
Remnant-C,0.92 [0.90-0.95],2.581e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-P,0.92 [0.90-0.95],0.001,**,Concentration of Small LDL Particles
L-LDL-P,0.92 [0.90-0.95],0.001,**,Concentration of Large LDL Particles
M-VLDL-L,0.92 [0.90-0.95],7.086e-04,***,Total-Lipids in Medium VLDL
L-LDL-CE%,0.92 [0.90-0.94],1.405e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-CE,0.92 [0.90-0.95],4.777e-04,***,Cholesteryl Esters in IDL
S-HDL-C,0.92 [0.89-0.95],6.341e-04,***,Cholesterol in Small HDL
Total-FC,0.92 [0.90-0.94],1.507e-04,***,Total-Free Cholesterol
IDL-CE%,0.92 [0.90-0.94],6.433e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
ApoB,0.92 [0.89-0.94],1.579e-04,***,Apolipoprotein B
S-HDL-CE,0.92 [0.89-0.94],4.444e-04,***,Cholesteryl Esters in Small HDL
LDL-P,0.92 [0.89-0.94],2.755e-04,***,Concentration of LDL Particles
Total-C,0.92 [0.89-0.94],2.733e-05,***,Total-Cholesterol
S-HDL-P,0.92 [0.89-0.94],3.596e-04,***,Concentration of Small HDL Particles
Total-CE,0.92 [0.89-0.94],3.155e-05,***,Total-Esterified Cholesterol
M-LDL-P,0.92 [0.89-0.94],1.794e-04,***,Concentration of Medium LDL Particles
Omega-6,0.92 [0.89-0.94],2.113e-05,***,Omega-6 Fatty Acids
S-LDL-CE%,0.92 [0.89-0.94],3.006e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,0.91 [0.89-0.94],5.280e-06,***,Linoleic Acid
S-LDL-FC,0.91 [0.89-0.94],2.091e-05,***,Free Cholesterol in Small LDL
L-LDL-FC,0.91 [0.89-0.94],1.530e-05,***,Free Cholesterol in Large LDL
Non-HDL-C,0.91 [0.89-0.94],1.034e-06,***,Total-Cholesterol Minus HDL-C
S-LDL-L,0.91 [0.89-0.94],6.249e-06,***,Total-Lipids in Small LDL
L-LDL-L,0.91 [0.89-0.94],1.023e-06,***,Total-Lipids in Large LDL
LDL-FC,0.91 [0.89-0.94],2.506e-06,***,Free Cholesterol in LDL
L-LDL-PL,0.91 [0.89-0.94],2.358e-06,***,Phospholipids in Large LDL
PUFA,0.91 [0.89-0.93],1.634e-06,***,Polyunsaturated Fatty Acids
L-LDL-C,0.91 [0.89-0.93],7.062e-07,***,Cholesterol in Large LDL
Clinical LDL-C,0.91 [0.89-0.93],1.383e-07,***,Clinical LDL Cholesterol
S-LDL-CE,0.91 [0.89-0.93],1.863e-06,***,Cholesteryl Esters in Small LDL
L-LDL-CE,0.91 [0.89-0.93],7.573e-07,***,Cholesteryl Esters in Large LDL
LDL-L,0.91 [0.89-0.93],1.302e-07,***,Total-Lipids in LDL
LDL-PL,0.91 [0.88-0.93],4.662e-07,***,Phospholipids in LDL
S-LDL-C,0.91 [0.88-0.93],7.557e-07,***,Cholesterol in Small LDL
LDL-C,0.91 [0.88-0.93],7.690e-08,***,LDL Cholesterol
LDL-CE,0.91 [0.88-0.93],9.776e-08,***,Cholesteryl Esters in LDL
M-LDL-CE,0.91 [0.88-0.93],3.401e-07,***,Cholesteryl Esters in Medium LDL
M-LDL-FC,0.91 [0.88-0.93],3.702e-07,***,Free Cholesterol in Medium LDL
S-LDL-C%,0.91 [0.88-0.93],4.045e-09,***,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-L,0.91 [0.88-0.93],8.176e-08,***,Total-Lipids in Medium LDL
M-LDL-C,0.91 [0.88-0.93],8.056e-08,***,Cholesterol in Medium LDL
M-LDL-PL,0.90 [0.88-0.93],1.022e-07,***,Phospholipids in Medium LDL
