Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.36 [1.34-1.39],1.106e-237,***,Creatinine
IDL-TG%,1.20 [1.18-1.22],2.467e-90,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.20 [1.18-1.22],3.532e-88,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.19 [1.17-1.21],3.377e-73,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.18 [1.16-1.21],1.669e-77,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.18 [1.16-1.20],1.494e-65,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.16 [1.14-1.18],4.648e-46,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.15 [1.13-1.17],1.420e-40,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.15 [1.13-1.17],1.089e-46,***,Phospholipids to Total-Lipids in IDL percentage
MUFA%,1.15 [1.13-1.17],9.034e-43,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.14 [1.12-1.16],1.437e-36,***,Glycoprotein Acetyls
S-LDL-TG%,1.13 [1.11-1.15],5.253e-36,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.13 [1.11-1.15],1.850e-33,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,1.12 [1.10-1.14],1.504e-33,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.12 [1.09-1.14],2.575e-21,***,Triglycerides to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,1.11 [1.08-1.13],3.303e-14,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-TG%,1.10 [1.08-1.13],8.093e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-PL%,1.10 [1.08-1.12],1.866e-17,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-TG%,1.10 [1.08-1.12],5.825e-18,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-FC%,1.10 [1.07-1.12],1.391e-14,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.09 [1.07-1.11],1.542e-12,***,Triglycerides to Total-Lipids in Medium HDL percentage
Gly,1.08 [1.05-1.11],0.004,**,Glycine
L-VLDL-PL%,1.07 [1.05-1.10],0.002,**,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.07 [1.05-1.09],2.107e-07,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.07 [1.05-1.09],5.133e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Omega-6/Omega-3,1.06 [1.05-1.08],3.186e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Phe,1.06 [1.04-1.08],2.860e-05,***,Phenylalanine
Glu-lactate,1.06 [1.04-1.08],1.213e-04,***,Glucose-lactate
M-LDL-PL%,1.05 [1.03-1.07],0.028,*,Phospholipids to Total-Lipids in Medium LDL percentage
Citrate,1.05 [1.03-1.07],0.038,*,Citrate
Omega-6%,0.95 [0.94-0.97],0.020,*,Omega-6 Fatty Acids to Total-Fatty Acids percentage
His,0.95 [0.93-0.97],0.023,*,Histidine
S-VLDL-P,0.95 [0.93-0.97],0.014,*,Concentration of Small VLDL Particles
XL-VLDL-PL%,0.94 [0.93-0.96],0.002,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C,0.94 [0.93-0.96],4.474e-04,***,Cholesterol in Very Large VLDL
L-VLDL-C%,0.94 [0.92-0.96],4.983e-04,***,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-C,0.94 [0.92-0.96],3.058e-04,***,Cholesterol in Large VLDL
LDL-size,0.94 [0.93-0.96],1.580e-05,***,Average Diameter for LDL Particles
VLDL-L,0.94 [0.92-0.96],1.817e-05,***,Total-Lipids in VLDL
ApoB/ApoA1,0.94 [0.92-0.96],1.029e-05,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-CE%,0.94 [0.92-0.96],1.566e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.94 [0.92-0.95],1.706e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-CE%,0.94 [0.92-0.95],2.491e-08,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-VLDL-L,0.93 [0.92-0.95],1.804e-07,***,Total-Lipids in Small VLDL
PUFA%,0.93 [0.91-0.95],1.082e-11,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.93 [0.91-0.94],3.059e-13,***,Free Cholesterol to Total-Lipids in IDL percentage
VLDL-PL,0.93 [0.91-0.95],1.490e-09,***,Phospholipids in VLDL
L-VLDL-CE%,0.93 [0.91-0.95],2.597e-09,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.93 [0.91-0.94],6.233e-13,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.92 [0.91-0.94],4.893e-09,***,Free Cholesterol to Total-Lipids in Small HDL percentage
SFA,0.92 [0.91-0.94],3.819e-13,***,Saturated Fatty Acids
XL-VLDL-FC%,0.92 [0.91-0.94],4.139e-08,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE,0.92 [0.91-0.94],3.077e-10,***,Cholesteryl Esters in Large VLDL
S-HDL-C%,0.92 [0.91-0.94],6.209e-13,***,Cholesterol to Total-Lipids in Small HDL percentage
DHA%,0.92 [0.91-0.94],3.269e-13,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-VLDL-CE,0.92 [0.91-0.94],1.341e-10,***,Cholesteryl Esters in Very Large VLDL
XS-VLDL-PL,0.92 [0.90-0.94],1.514e-11,***,Phospholipids in Very Small VLDL
Omega-3%,0.92 [0.90-0.94],2.325e-13,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Total-FA,0.92 [0.90-0.93],1.090e-16,***,Total-Fatty Acids
VLDL-P,0.92 [0.90-0.93],6.716e-14,***,Concentration of VLDL Particles
M-LDL-CE%,0.92 [0.90-0.93],8.353e-15,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.92 [0.90-0.93],9.544e-23,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-CE%,0.91 [0.90-0.93],1.119e-13,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,0.91 [0.90-0.93],3.462e-25,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.91 [0.90-0.93],5.909e-20,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-C%,0.91 [0.89-0.93],2.311e-13,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-FC,0.91 [0.89-0.93],6.916e-09,***,Free Cholesterol in Very Large HDL
LA%,0.91 [0.90-0.93],8.630e-20,***,Linoleic Acid to Total-Fatty Acids percentage
HDL-size,0.91 [0.89-0.93],9.857e-09,***,Average Diameter for HDL Particles
XL-HDL-PL,0.91 [0.89-0.93],4.250e-07,***,Phospholipids in Very Large HDL
XL-HDL-CE%,0.91 [0.90-0.92],6.222e-26,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
VLDL-FC,0.91 [0.89-0.93],1.424e-17,***,Free Cholesterol in VLDL
L-HDL-FC%,0.91 [0.89-0.92],1.958e-31,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-C%,0.91 [0.89-0.92],6.040e-22,***,Cholesterol to Total-Lipids in Medium HDL percentage
S-VLDL-CE,0.90 [0.89-0.92],1.814e-19,***,Cholesteryl Esters in Small VLDL
M-VLDL-CE%,0.90 [0.89-0.92],4.895e-36,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-L,0.90 [0.88-0.92],2.345e-21,***,Total-Lipids in Very Small VLDL
L-HDL-C%,0.90 [0.89-0.91],7.689e-34,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-CE%,0.90 [0.88-0.92],4.561e-26,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-HDL-PL,0.90 [0.88-0.92],5.354e-20,***,Phospholipids in Medium HDL
M-VLDL-L,0.90 [0.88-0.92],1.238e-24,***,Total-Lipids in Medium VLDL
S-HDL-PL,0.90 [0.88-0.91],2.984e-24,***,Phospholipids in Small HDL
S-LDL-CE%,0.90 [0.88-0.91],4.125e-26,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-P,0.90 [0.88-0.92],2.027e-22,***,Concentration of Very Small VLDL Particles
S-VLDL-PL,0.90 [0.88-0.91],8.221e-24,***,Phospholipids in Small VLDL
Albumin,0.90 [0.88-0.91],9.028e-28,***,Albumin
PUFA/MUFA,0.89 [0.88-0.91],2.127e-28,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-VLDL-C,0.89 [0.87-0.91],1.136e-26,***,Cholesterol in Small VLDL
XL-HDL-L,0.89 [0.87-0.91],2.673e-13,***,Total-Lipids in Very Large HDL
XS-VLDL-FC,0.89 [0.87-0.91],3.043e-26,***,Free Cholesterol in Very Small VLDL
M-VLDL-C%,0.89 [0.88-0.90],3.573e-40,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-L,0.89 [0.87-0.91],9.730e-30,***,Total-Lipids in Small HDL
VLDL-C,0.89 [0.87-0.91],2.444e-30,***,VLDL Cholesterol
Omega-3,0.89 [0.87-0.91],3.548e-27,***,Omega-3 Fatty Acids
M-HDL-L,0.89 [0.87-0.91],3.851e-26,***,Total-Lipids in Medium HDL
Unsaturation,0.89 [0.87-0.90],1.878e-33,***,Degree of Unsaturation
S-VLDL-C%,0.88 [0.87-0.90],4.246e-39,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-P,0.88 [0.87-0.90],2.123e-31,***,Concentration of Medium VLDL Particles
L-HDL-PL,0.88 [0.86-0.90],1.233e-17,***,Phospholipids in Large HDL
M-VLDL-FC%,0.88 [0.87-0.90],1.359e-42,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.88 [0.87-0.90],3.427e-43,***,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-PL,0.88 [0.87-0.90],1.982e-34,***,Phospholipids in Medium VLDL
S-HDL-FC,0.88 [0.86-0.89],2.146e-36,***,Free Cholesterol in Small HDL
VLDL-CE,0.88 [0.86-0.89],4.890e-38,***,Cholesteryl Esters in VLDL
S-LDL-P,0.88 [0.86-0.89],1.360e-37,***,Concentration of Small LDL Particles
L-LDL-FC%,0.88 [0.86-0.89],2.843e-49,***,Free Cholesterol to Total-Lipids in Large LDL percentage
HDL-PL,0.88 [0.86-0.89],2.572e-30,***,Phospholipids in HDL
M-HDL-CE,0.87 [0.86-0.89],3.959e-31,***,Cholesteryl Esters in Medium HDL
S-LDL-PL,0.87 [0.86-0.89],5.837e-41,***,Phospholipids in Small LDL
M-HDL-P,0.87 [0.86-0.89],1.649e-29,***,Concentration of Medium HDL Particles
S-VLDL-FC,0.87 [0.86-0.89],1.445e-38,***,Free Cholesterol in Small VLDL
M-HDL-C,0.87 [0.85-0.89],5.798e-33,***,Cholesterol in Medium HDL
LA,0.87 [0.86-0.89],8.390e-48,***,Linoleic Acid
M-LDL-P,0.87 [0.85-0.89],1.527e-42,***,Concentration of Medium LDL Particles
L-HDL-L,0.87 [0.85-0.89],1.790e-23,***,Total-Lipids in Large HDL
M-VLDL-FC,0.87 [0.85-0.89],1.357e-42,***,Free Cholesterol in Medium VLDL
S-HDL-CE,0.87 [0.85-0.88],1.022e-43,***,Cholesteryl Esters in Small HDL
S-LDL-L,0.87 [0.85-0.88],1.360e-46,***,Total-Lipids in Small LDL
DHA,0.87 [0.85-0.89],2.136e-39,***,Docosahexaenoic Acid
S-HDL-P,0.87 [0.85-0.88],2.090e-43,***,Concentration of Small HDL Particles
XL-HDL-P,0.87 [0.84-0.89],2.568e-20,***,Concentration of Very Large HDL Particles
