Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.07 [1.01-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.04 [0.99-1.11],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-LDL-PL%,1.04 [0.98-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.01 [0.95-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.00 [0.95-1.06],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Total-C,0.86 [0.82-0.91],0.027,*,Total-Cholesterol
LDL-L,0.86 [0.82-0.91],0.017,*,Total-Lipids in LDL
Total-CE,0.86 [0.82-0.91],0.018,*,Total-Esterified Cholesterol
Total-L,0.86 [0.82-0.91],0.010,**,Total-Lipids in Lipoprotein Particles
LDL-C,0.86 [0.81-0.91],0.014,*,LDL Cholesterol
L-LDL-L,0.86 [0.81-0.91],0.017,*,Total-Lipids in Large LDL
M-LDL-C,0.86 [0.81-0.91],0.034,*,Cholesterol in Medium LDL
Omega-6,0.86 [0.81-0.91],0.022,*,Omega-6 Fatty Acids
M-LDL-L,0.86 [0.81-0.91],0.026,*,Total-Lipids in Medium LDL
L-LDL-C,0.86 [0.81-0.91],0.013,*,Cholesterol in Large LDL
Total-PL,0.86 [0.81-0.91],0.020,*,Total-Phospholipids in Lipoprotein Particles
LDL-CE,0.86 [0.81-0.90],0.008,**,Cholesteryl Esters in LDL
L-LDL-CE%,0.85 [0.81-0.90],0.002,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-PL,0.85 [0.81-0.90],0.020,*,Phospholipids in Medium LDL
L-LDL-CE,0.85 [0.81-0.90],0.006,**,Cholesteryl Esters in Large LDL
Cholines,0.85 [0.80-0.90],0.008,**,Total-Cholines
Phosphoglyc,0.85 [0.80-0.90],0.007,**,Phosphoglycerides
PUFA,0.84 [0.80-0.89],6.309e-04,***,Polyunsaturated Fatty Acids
PC,0.84 [0.79-0.89],0.002,**,Phosphatidylcholines
S-HDL-PL,0.84 [0.79-0.89],0.001,**,Phospholipids in Small HDL
Total-P,0.84 [0.79-0.89],0.005,**,Total-Concentration of Lipoprotein Particles
S-HDL-FC,0.83 [0.78-0.88],1.692e-04,***,Free Cholesterol in Small HDL
S-HDL-CE,0.83 [0.78-0.88],1.053e-04,***,Cholesteryl Esters in Small HDL
S-HDL-L,0.83 [0.78-0.88],6.236e-05,***,Total-Lipids in Small HDL
S-HDL-C,0.83 [0.78-0.87],2.482e-05,***,Cholesterol in Small HDL
S-HDL-P,0.82 [0.77-0.87],6.583e-06,***,Concentration of Small HDL Particles
