Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.21 [1.16-1.25],1.362e-16,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.18 [1.14-1.22],3.198e-13,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.18 [1.13-1.22],5.802e-13,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.17 [1.13-1.22],1.730e-11,***,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.17 [1.13-1.22],4.272e-12,***,Triglycerides to Total-Lipids in IDL percentage
Gly,1.16 [1.10-1.22],0.035,*,Glycine
Creatinine,1.14 [1.10-1.19],7.027e-06,***,Creatinine
S-HDL-TG%,1.14 [1.09-1.18],8.578e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.13 [1.09-1.17],1.971e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.12 [1.08-1.16],7.599e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.12 [1.08-1.16],0.002,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-CE%,0.90 [0.87-0.94],0.031,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-C%,0.90 [0.87-0.94],0.016,*,Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-P,0.90 [0.87-0.94],0.047,*,Concentration of Medium LDL Particles
Remnant-C,0.90 [0.87-0.93],0.007,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-CE,0.90 [0.86-0.93],0.013,*,Cholesteryl Esters in Small LDL
M-VLDL-CE,0.90 [0.86-0.93],0.017,*,Cholesteryl Esters in Medium VLDL
M-HDL-C%,0.90 [0.86-0.93],0.003,**,Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-FC%,0.89 [0.86-0.93],2.110e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-PL,0.89 [0.86-0.93],0.009,**,Phospholipids in IDL
Total-L,0.89 [0.86-0.93],2.477e-04,***,Total-Lipids in Lipoprotein Particles
IDL-P,0.89 [0.86-0.93],0.006,**,Concentration of IDL Particles
S-LDL-C,0.89 [0.86-0.93],0.001,**,Cholesterol in Small LDL
XL-HDL-CE%,0.89 [0.86-0.92],1.127e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-FC%,0.89 [0.86-0.92],9.303e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,0.89 [0.86-0.92],2.310e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-PL%,0.89 [0.85-0.92],1.310e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
Non-HDL-C,0.88 [0.85-0.92],1.815e-05,***,Total-Cholesterol Minus HDL-C
M-LDL-CE,0.88 [0.85-0.92],1.120e-04,***,Cholesteryl Esters in Medium LDL
M-LDL-L,0.88 [0.85-0.92],7.443e-05,***,Total-Lipids in Medium LDL
M-LDL-PL,0.88 [0.85-0.92],1.459e-04,***,Phospholipids in Medium LDL
M-HDL-FC%,0.88 [0.85-0.92],1.120e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,0.88 [0.85-0.91],3.457e-07,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-FC,0.88 [0.85-0.92],4.383e-05,***,Free Cholesterol in Small LDL
HDL-PL,0.88 [0.84-0.92],0.005,**,Phospholipids in HDL
LDL-L,0.88 [0.85-0.91],3.612e-06,***,Total-Lipids in LDL
Total-FC,0.88 [0.85-0.91],7.266e-06,***,Total-Free Cholesterol
IDL-L,0.88 [0.85-0.91],1.101e-05,***,Total-Lipids in IDL
Phosphoglyc,0.88 [0.84-0.91],1.966e-05,***,Phosphoglycerides
LDL-CE,0.88 [0.85-0.91],2.598e-06,***,Cholesteryl Esters in LDL
M-LDL-C,0.88 [0.85-0.91],6.165e-06,***,Cholesterol in Medium LDL
M-HDL-PL,0.88 [0.84-0.92],3.541e-04,***,Phospholipids in Medium HDL
Total-PL,0.88 [0.84-0.91],3.129e-06,***,Total-Phospholipids in Lipoprotein Particles
LDL-PL,0.88 [0.84-0.91],2.545e-06,***,Phospholipids in LDL
L-LDL-L,0.88 [0.84-0.91],6.834e-07,***,Total-Lipids in Large LDL
IDL-FC,0.87 [0.84-0.91],8.812e-06,***,Free Cholesterol in IDL
LDL-C,0.87 [0.84-0.91],3.096e-07,***,LDL Cholesterol
L-LDL-CE,0.87 [0.84-0.91],8.229e-07,***,Cholesteryl Esters in Large LDL
HDL-FC,0.87 [0.83-0.92],0.015,*,Free Cholesterol in HDL
HDL-L,0.87 [0.83-0.91],2.899e-04,***,Total-Lipids in HDL
Cholines,0.87 [0.84-0.91],1.284e-06,***,Total-Cholines
L-LDL-C,0.87 [0.84-0.90],1.240e-07,***,Cholesterol in Large LDL
Clinical LDL-C,0.87 [0.84-0.90],2.324e-08,***,Clinical LDL Cholesterol
PC,0.87 [0.84-0.91],1.829e-06,***,Phosphatidylcholines
SM,0.87 [0.83-0.91],3.135e-06,***,Sphingomyelins
M-HDL-L,0.87 [0.83-0.91],1.205e-05,***,Total-Lipids in Medium HDL
Total-C,0.87 [0.83-0.90],4.338e-09,***,Total-Cholesterol
M-LDL-FC,0.87 [0.83-0.90],7.777e-08,***,Free Cholesterol in Medium LDL
L-LDL-PL,0.87 [0.83-0.90],5.325e-08,***,Phospholipids in Large LDL
IDL-C,0.87 [0.83-0.90],3.590e-08,***,Cholesterol in IDL
L-LDL-C%,0.87 [0.84-0.90],7.429e-11,***,Cholesterol to Total-Lipids in Large LDL percentage
LDL-FC,0.86 [0.83-0.90],1.881e-08,***,Free Cholesterol in LDL
S-HDL-FC,0.86 [0.83-0.90],3.816e-08,***,Free Cholesterol in Small HDL
IDL-CE,0.86 [0.83-0.90],1.140e-08,***,Cholesteryl Esters in IDL
L-LDL-FC,0.86 [0.83-0.89],1.023e-08,***,Free Cholesterol in Large LDL
Total-CE,0.86 [0.83-0.89],3.437e-10,***,Total-Esterified Cholesterol
M-HDL-FC,0.86 [0.82-0.90],1.045e-05,***,Free Cholesterol in Medium HDL
ApoA1,0.86 [0.82-0.89],4.173e-07,***,Apolipoprotein A1
M-HDL-P,0.86 [0.82-0.89],3.065e-06,***,Concentration of Medium HDL Particles
IDL-C%,0.85 [0.83-0.88],4.966e-15,***,Cholesterol to Total-Lipids in IDL percentage
M-LDL-C%,0.85 [0.83-0.88],2.223e-14,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL,0.85 [0.82-0.89],6.948e-10,***,Phospholipids in Small HDL
HDL-C,0.85 [0.81-0.89],3.463e-06,***,HDL Cholesterol
M-HDL-C,0.85 [0.81-0.89],9.129e-08,***,Cholesterol in Medium HDL
M-HDL-CE,0.85 [0.81-0.89],5.473e-08,***,Cholesteryl Esters in Medium HDL
HDL-CE,0.85 [0.81-0.89],8.211e-07,***,Cholesteryl Esters in HDL
S-LDL-C%,0.85 [0.82-0.88],2.370e-15,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.84 [0.82-0.87],6.119e-17,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-L,0.84 [0.81-0.88],4.358e-12,***,Total-Lipids in Small HDL
HDL-P,0.83 [0.79-0.86],1.114e-12,***,Concentration of HDL Particles
