Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [1.08-1.15],4.590e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.11 [1.08-1.15],1.885e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-TG%,1.11 [1.08-1.15],3.888e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-PL%,1.11 [1.07-1.15],0.002,**,Phospholipids to Total-Lipids in Small HDL percentage
IDL-TG%,1.08 [1.05-1.12],0.360,,Triglycerides to Total-Lipids in IDL percentage
IDL-CE%,0.92 [0.89-0.95],0.009,**,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-TG,0.91 [0.88-0.94],0.040,*,Total-Triglycerides
Cholines,0.91 [0.88-0.94],0.034,*,Total-Cholines
PC,0.91 [0.88-0.94],0.040,*,Phosphatidylcholines
S-HDL-FC,0.91 [0.88-0.94],0.016,*,Free Cholesterol in Small HDL
Total-FA,0.91 [0.88-0.94],0.001,**,Total-Fatty Acids
XL-VLDL-P,0.91 [0.88-0.94],0.006,**,Concentration of Very Large VLDL Particles
XL-VLDL-PL,0.90 [0.87-0.94],0.003,**,Phospholipids in Very Large VLDL
IDL-P,0.90 [0.87-0.94],0.004,**,Concentration of IDL Particles
XL-VLDL-L,0.90 [0.87-0.93],0.002,**,Total-Lipids in Very Large VLDL
VLDL-TG,0.90 [0.87-0.93],8.301e-04,***,Triglycerides in VLDL
Total-PL,0.90 [0.87-0.93],3.301e-04,***,Total-Phospholipids in Lipoprotein Particles
IDL-FC,0.90 [0.87-0.93],0.001,**,Free Cholesterol in IDL
IDL-L,0.90 [0.87-0.93],2.643e-04,***,Total-Lipids in IDL
IDL-PL,0.90 [0.87-0.93],9.892e-04,***,Phospholipids in IDL
XL-VLDL-FC,0.90 [0.87-0.93],5.147e-04,***,Free Cholesterol in Very Large VLDL
ApoB/ApoA1,0.90 [0.87-0.93],2.063e-04,***,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-C,0.90 [0.87-0.93],7.222e-05,***,Cholesterol in IDL
DHA,0.90 [0.87-0.93],0.001,**,Docosahexaenoic Acid
S-HDL-C,0.90 [0.87-0.93],9.668e-05,***,Cholesterol in Small HDL
S-HDL-CE,0.90 [0.87-0.93],1.306e-04,***,Cholesteryl Esters in Small HDL
IDL-CE,0.90 [0.87-0.93],3.329e-05,***,Cholesteryl Esters in IDL
S-LDL-CE%,0.89 [0.87-0.92],1.735e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-VLDL-PL,0.89 [0.86-0.92],4.147e-05,***,Phospholipids in Large VLDL
S-VLDL-CE,0.89 [0.86-0.92],7.808e-05,***,Cholesteryl Esters in Small VLDL
S-VLDL-P,0.89 [0.86-0.92],3.470e-05,***,Concentration of Small VLDL Particles
L-VLDL-P,0.89 [0.86-0.92],2.084e-05,***,Concentration of Large VLDL Particles
