Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.08 [1.05-1.10],7.162e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.07 [1.05-1.09],5.916e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.07 [1.05-1.09],1.588e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
GlycA,1.07 [1.05-1.09],8.226e-05,***,Glycoprotein Acetyls
S-VLDL-TG%,1.07 [1.04-1.09],2.238e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
MUFA%,1.06 [1.04-1.08],0.003,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.06 [1.04-1.08],8.580e-04,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.05 [1.03-1.07],0.028,*,Triglycerides to Total-Lipids in Large LDL percentage
PUFA%,0.95 [0.93-0.97],0.006,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.95 [0.93-0.97],0.013,*,Cholesterol to Total-Lipids in Small LDL percentage
M-VLDL-CE%,0.95 [0.93-0.96],1.890e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.95 [0.93-0.96],0.004,**,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,0.94 [0.93-0.96],0.001,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.94 [0.93-0.96],0.002,**,Phospholipids to Total-Lipids in Small VLDL percentage
PUFA/MUFA,0.94 [0.92-0.96],0.001,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-VLDL-C%,0.94 [0.93-0.96],9.117e-05,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.94 [0.93-0.96],2.603e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,0.94 [0.92-0.96],2.094e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.94 [0.92-0.96],6.666e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-C%,0.94 [0.92-0.96],8.236e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
Omega-6%,0.94 [0.92-0.96],2.364e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.94 [0.92-0.96],2.053e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.94 [0.92-0.96],1.475e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-C%,0.94 [0.92-0.96],5.171e-04,***,Cholesterol to Total-Lipids in Large VLDL percentage
XL-VLDL-FC%,0.93 [0.91-0.96],8.185e-04,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,0.93 [0.91-0.95],2.009e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-CE%,0.93 [0.91-0.95],8.399e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,0.93 [0.91-0.95],3.559e-05,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
LA%,0.92 [0.90-0.94],1.325e-12,***,Linoleic Acid to Total-Fatty Acids percentage
