Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-size,1.14 [1.12-1.17],8.070e-19,***,Average Diameter for HDL Particles
S-LDL-PL%,1.14 [1.11-1.16],5.558e-25,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-CE,1.13 [1.10-1.16],2.649e-14,***,Cholesteryl Esters in Large HDL
L-HDL-C,1.13 [1.10-1.16],3.149e-13,***,Cholesterol in Large HDL
XL-HDL-PL,1.13 [1.10-1.16],2.235e-12,***,Phospholipids in Very Large HDL
L-HDL-PL,1.12 [1.09-1.15],1.971e-11,***,Phospholipids in Large HDL
L-HDL-FC,1.12 [1.09-1.15],6.118e-10,***,Free Cholesterol in Large HDL
L-HDL-P,1.12 [1.09-1.15],1.196e-09,***,Concentration of Large HDL Particles
L-HDL-L,1.12 [1.09-1.15],6.351e-11,***,Total-Lipids in Large HDL
XL-HDL-L,1.11 [1.08-1.14],1.420e-07,***,Total-Lipids in Very Large HDL
XL-HDL-CE,1.10 [1.07-1.13],1.762e-06,***,Cholesteryl Esters in Very Large HDL
XL-HDL-C,1.10 [1.07-1.13],1.433e-05,***,Cholesterol in Very Large HDL
XL-HDL-PL%,1.09 [1.07-1.11],1.090e-09,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-CE%,1.09 [1.07-1.11],1.242e-09,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XXL-VLDL-FC%,1.09 [1.06-1.11],4.207e-08,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-C%,1.08 [1.06-1.10],6.397e-07,***,Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-PL%,1.07 [1.05-1.10],1.740e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
IDL-PL%,1.07 [1.05-1.09],2.024e-05,***,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,1.06 [1.04-1.09],0.007,**,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,1.06 [1.04-1.08],3.494e-04,***,Acetone
L-HDL-CE%,1.06 [1.04-1.08],3.113e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.06 [1.04-1.09],0.003,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,1.06 [1.04-1.08],0.010,*,Cholesterol to Total-Lipids in Large HDL percentage
IDL-CE%,0.94 [0.93-0.96],0.001,**,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.94 [0.92-0.96],2.412e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
DHA,0.94 [0.92-0.96],0.009,**,Docosahexaenoic Acid
His,0.94 [0.92-0.96],2.607e-04,***,Histidine
M-LDL-C%,0.93 [0.92-0.95],2.532e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-FC%,0.92 [0.90-0.95],6.476e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-CE,0.92 [0.90-0.94],3.988e-07,***,Cholesteryl Esters in Small HDL
SM,0.92 [0.90-0.94],8.886e-07,***,Sphingomyelins
S-HDL-PL,0.92 [0.90-0.94],2.016e-07,***,Phospholipids in Small HDL
XL-VLDL-PL%,0.92 [0.90-0.94],6.218e-07,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
Albumin,0.92 [0.90-0.94],6.931e-10,***,Albumin
M-HDL-TG,0.92 [0.90-0.94],5.056e-08,***,Triglycerides in Medium HDL
S-HDL-C,0.92 [0.90-0.94],2.081e-09,***,Cholesterol in Small HDL
XL-HDL-TG,0.92 [0.90-0.94],2.105e-09,***,Triglycerides in Very Large HDL
S-LDL-C%,0.92 [0.90-0.94],2.517e-12,***,Cholesterol to Total-Lipids in Small LDL percentage
HDL-TG,0.91 [0.89-0.93],3.469e-10,***,Triglycerides in HDL
PC,0.91 [0.89-0.93],5.104e-11,***,Phosphatidylcholines
S-HDL-L,0.91 [0.89-0.93],6.450e-12,***,Total-Lipids in Small HDL
