Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.25 [1.19-1.32],1.788e-13,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.22 [1.16-1.29],1.930e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
IDL-TG%,1.20 [1.15-1.26],6.933e-09,***,Triglycerides to Total-Lipids in IDL percentage
GlycA,1.20 [1.14-1.26],6.976e-07,***,Glycoprotein Acetyls
M-HDL-PL%,1.19 [1.14-1.25],4.469e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.19 [1.13-1.26],8.694e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
MUFA%,1.18 [1.12-1.24],2.524e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,1.18 [1.12-1.24],9.412e-06,***,Phospholipids to Total-Lipids in IDL percentage
TG/PG,1.18 [1.12-1.24],8.451e-05,***,Triglycerides to Phosphoglycerides ratio
L-LDL-TG%,1.18 [1.13-1.24],1.230e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.17 [1.11-1.23],5.243e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,1.16 [1.11-1.22],7.869e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.16 [1.11-1.22],2.015e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-CE%,0.89 [0.86-0.93],0.027,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA/MUFA,0.87 [0.83-0.91],0.010,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-CE%,0.86 [0.83-0.91],1.961e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-C%,0.86 [0.82-0.90],1.208e-05,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.85 [0.82-0.89],6.203e-06,***,Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-FC%,0.85 [0.81-0.89],6.887e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-C%,0.85 [0.81-0.89],2.166e-07,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.85 [0.81-0.89],1.267e-07,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-PL,0.85 [0.80-0.89],7.886e-04,***,Phospholipids in Medium HDL
Total-P,0.84 [0.80-0.89],5.368e-04,***,Total-Concentration of Lipoprotein Particles
M-HDL-C%,0.84 [0.80-0.88],6.362e-07,***,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,0.84 [0.80-0.88],5.669e-09,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.84 [0.80-0.87],1.389e-10,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.83 [0.80-0.87],4.737e-11,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-HDL-L,0.83 [0.79-0.88],9.803e-06,***,Total-Lipids in Medium HDL
HDL-P,0.83 [0.78-0.88],1.775e-05,***,Concentration of HDL Particles
HDL-PL,0.83 [0.78-0.87],2.380e-05,***,Phospholipids in HDL
ApoA1,0.82 [0.77-0.86],7.813e-07,***,Apolipoprotein A1
M-HDL-FC,0.81 [0.77-0.87],9.236e-06,***,Free Cholesterol in Medium HDL
HDL-L,0.81 [0.76-0.86],4.494e-07,***,Total-Lipids in HDL
HDL-FC,0.81 [0.76-0.86],4.353e-05,***,Free Cholesterol in HDL
M-HDL-P,0.81 [0.76-0.86],5.813e-07,***,Concentration of Medium HDL Particles
M-HDL-C,0.80 [0.75-0.85],7.552e-09,***,Cholesterol in Medium HDL
M-HDL-CE,0.79 [0.75-0.84],2.622e-09,***,Cholesteryl Esters in Medium HDL
HDL-size,0.79 [0.74-0.85],2.111e-05,***,Average Diameter for HDL Particles
L-HDL-PL,0.78 [0.73-0.84],1.503e-06,***,Phospholipids in Large HDL
HDL-C,0.77 [0.73-0.82],1.622e-10,***,HDL Cholesterol
L-HDL-L,0.77 [0.72-0.83],1.808e-07,***,Total-Lipids in Large HDL
L-HDL-FC,0.77 [0.72-0.83],1.645e-05,***,Free Cholesterol in Large HDL
HDL-CE,0.77 [0.72-0.82],1.274e-11,***,Cholesteryl Esters in HDL
L-HDL-C,0.75 [0.70-0.81],2.044e-08,***,Cholesterol in Large HDL
L-HDL-P,0.75 [0.69-0.81],1.432e-07,***,Concentration of Large HDL Particles
L-HDL-CE,0.74 [0.69-0.80],4.431e-09,***,Cholesteryl Esters in Large HDL
