Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.12 [1.10-1.16],2.474e-12,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.12 [1.09-1.15],6.061e-12,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.11 [1.08-1.13],1.869e-09,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.10 [1.08-1.13],1.023e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.10 [1.07-1.13],3.278e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.09 [1.06-1.12],3.685e-06,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.93 [0.91-0.96],0.016,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-CE,0.93 [0.91-0.96],0.035,*,Cholesteryl Esters in Small VLDL
LA%,0.93 [0.91-0.96],0.014,*,Linoleic Acid to Total-Fatty Acids percentage
XL-VLDL-P,0.93 [0.91-0.96],0.036,*,Concentration of Very Large VLDL Particles
VLDL-TG,0.93 [0.91-0.96],0.025,*,Triglycerides in VLDL
S-VLDL-L,0.93 [0.91-0.95],0.012,*,Total-Lipids in Small VLDL
L-LDL-CE%,0.93 [0.91-0.95],0.003,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-C,0.93 [0.91-0.95],0.023,*,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,0.93 [0.90-0.95],0.011,*,Phospholipids in Large VLDL
SM,0.93 [0.90-0.95],0.017,*,Sphingomyelins
XL-VLDL-L,0.93 [0.90-0.95],0.010,**,Total-Lipids in Very Large VLDL
VLDL-P,0.93 [0.90-0.95],0.003,**,Concentration of VLDL Particles
S-VLDL-C,0.93 [0.90-0.95],0.002,**,Cholesterol in Small VLDL
XL-VLDL-PL,0.93 [0.90-0.95],0.007,**,Phospholipids in Very Large VLDL
SFA,0.93 [0.90-0.95],0.002,**,Saturated Fatty Acids
XXL-VLDL-CE,0.93 [0.90-0.95],0.006,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-P,0.93 [0.90-0.95],0.004,**,Concentration of Large VLDL Particles
L-VLDL-TG,0.93 [0.90-0.95],0.003,**,Triglycerides in Large VLDL
XL-VLDL-FC,0.92 [0.90-0.95],0.002,**,Free Cholesterol in Very Large VLDL
IDL-PL,0.92 [0.90-0.95],3.996e-04,***,Phospholipids in IDL
Albumin,0.92 [0.90-0.95],2.853e-04,***,Albumin
M-VLDL-TG,0.92 [0.90-0.95],6.587e-04,***,Triglycerides in Medium VLDL
S-HDL-PL,0.92 [0.90-0.95],5.764e-04,***,Phospholipids in Small HDL
S-VLDL-PL,0.92 [0.90-0.95],1.726e-04,***,Phospholipids in Small VLDL
L-VLDL-L,0.92 [0.90-0.95],5.774e-04,***,Total-Lipids in Large VLDL
L-VLDL-FC,0.92 [0.90-0.95],7.049e-04,***,Free Cholesterol in Large VLDL
IDL-FC,0.92 [0.90-0.94],7.483e-05,***,Free Cholesterol in IDL
S-HDL-FC,0.92 [0.90-0.95],4.749e-04,***,Free Cholesterol in Small HDL
VLDL-PL,0.92 [0.90-0.94],7.284e-05,***,Phospholipids in VLDL
S-VLDL-FC,0.92 [0.90-0.94],3.439e-05,***,Free Cholesterol in Small VLDL
L-VLDL-CE,0.92 [0.90-0.94],8.143e-05,***,Cholesteryl Esters in Large VLDL
L-LDL-P,0.92 [0.90-0.94],2.683e-05,***,Concentration of Large LDL Particles
L-VLDL-C,0.92 [0.90-0.94],1.180e-04,***,Cholesterol in Large VLDL
Phosphoglyc,0.92 [0.89-0.94],1.150e-04,***,Phosphoglycerides
S-LDL-PL,0.92 [0.90-0.94],6.581e-06,***,Phospholipids in Small LDL
VLDL-size,0.92 [0.89-0.94],1.845e-04,***,Average Diameter for VLDL Particles
VLDL-L,0.92 [0.89-0.94],2.062e-05,***,Total-Lipids in VLDL
M-VLDL-CE,0.92 [0.89-0.94],7.548e-06,***,Cholesteryl Esters in Medium VLDL
PC,0.92 [0.89-0.94],1.020e-04,***,Phosphatidylcholines
Total-FA,0.92 [0.89-0.94],8.099e-06,***,Total-Fatty Acids
IDL-P,0.92 [0.89-0.94],4.016e-06,***,Concentration of IDL Particles
XL-VLDL-C,0.92 [0.89-0.94],2.357e-05,***,Cholesterol in Very Large VLDL
Total-P,0.92 [0.89-0.94],1.930e-04,***,Total-Concentration of Lipoprotein Particles
VLDL-FC,0.92 [0.89-0.94],4.900e-06,***,Free Cholesterol in VLDL
VLDL-CE,0.92 [0.89-0.94],1.553e-06,***,Cholesteryl Esters in VLDL
S-LDL-FC,0.91 [0.89-0.94],6.912e-07,***,Free Cholesterol in Small LDL
VLDL-C,0.91 [0.89-0.94],5.394e-07,***,VLDL Cholesterol
S-HDL-L,0.91 [0.89-0.94],4.260e-06,***,Total-Lipids in Small HDL
LDL-P,0.91 [0.89-0.94],4.468e-07,***,Concentration of LDL Particles
Cholines,0.91 [0.89-0.94],5.609e-06,***,Total-Cholines
IDL-L,0.91 [0.89-0.94],2.542e-07,***,Total-Lipids in IDL
M-VLDL-C,0.91 [0.89-0.94],2.732e-07,***,Cholesterol in Medium VLDL
XL-VLDL-CE,0.91 [0.89-0.94],1.457e-06,***,Cholesteryl Esters in Very Large VLDL
M-VLDL-FC,0.91 [0.89-0.93],2.841e-07,***,Free Cholesterol in Medium VLDL
S-LDL-P,0.91 [0.89-0.93],1.896e-07,***,Concentration of Small LDL Particles
IDL-C%,0.91 [0.89-0.93],1.265e-09,***,Cholesterol to Total-Lipids in IDL percentage
ApoB,0.91 [0.89-0.93],2.090e-08,***,Apolipoprotein B
L-LDL-C%,0.91 [0.89-0.93],2.372e-08,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-PL,0.91 [0.89-0.93],6.201e-08,***,Phospholipids in Medium VLDL
IDL-C,0.91 [0.88-0.93],1.354e-08,***,Cholesterol in IDL
M-VLDL-P,0.91 [0.88-0.93],4.741e-08,***,Concentration of Medium VLDL Particles
M-VLDL-L,0.91 [0.88-0.93],1.852e-08,***,Total-Lipids in Medium VLDL
Total-PL,0.91 [0.88-0.93],4.473e-08,***,Total-Phospholipids in Lipoprotein Particles
S-HDL-CE,0.91 [0.88-0.93],1.103e-07,***,Cholesteryl Esters in Small HDL
S-HDL-C,0.91 [0.88-0.93],1.150e-07,***,Cholesterol in Small HDL
M-LDL-C%,0.91 [0.88-0.93],5.657e-11,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.90 [0.88-0.93],4.604e-09,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-LDL-FC,0.90 [0.88-0.93],4.890e-09,***,Free Cholesterol in Large LDL
IDL-CE,0.90 [0.88-0.93],2.470e-09,***,Cholesteryl Esters in IDL
Remnant-C,0.90 [0.88-0.93],3.724e-10,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-P,0.90 [0.88-0.93],2.821e-09,***,Concentration of Medium LDL Particles
LDL-FC,0.90 [0.88-0.93],1.015e-09,***,Free Cholesterol in LDL
S-HDL-P,0.90 [0.88-0.93],1.782e-08,***,Concentration of Small HDL Particles
S-LDL-L,0.90 [0.88-0.93],3.570e-10,***,Total-Lipids in Small LDL
M-LDL-FC,0.90 [0.88-0.93],8.482e-10,***,Free Cholesterol in Medium LDL
L-LDL-L,0.90 [0.88-0.92],2.171e-10,***,Total-Lipids in Large LDL
L-LDL-CE,0.90 [0.88-0.92],3.501e-10,***,Cholesteryl Esters in Large LDL
L-LDL-PL,0.90 [0.88-0.92],2.351e-10,***,Phospholipids in Large LDL
L-LDL-C,0.90 [0.88-0.92],1.465e-10,***,Cholesterol in Large LDL
