Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.29 [1.20-1.39],6.264e-07,***,Phospholipids to Total-Lipids in Very Large HDL percentage
HDL-size,1.28 [1.20-1.37],1.204e-08,***,Average Diameter for HDL Particles
S-LDL-PL%,1.27 [1.20-1.34],4.646e-10,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-PL,1.24 [1.17-1.32],1.580e-06,***,Phospholipids in Very Large HDL
XS-VLDL-PL%,1.24 [1.16-1.31],7.103e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.23 [1.17-1.30],1.714e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.23 [1.16-1.30],1.074e-07,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.22 [1.16-1.29],3.036e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-L,1.21 [1.14-1.29],4.507e-04,***,Total-Lipids in Very Large HDL
S-HDL-PL%,1.19 [1.12-1.27],0.002,**,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-FC,1.19 [1.12-1.26],0.003,**,Free Cholesterol in Very Large HDL
Omega-6/Omega-3,1.17 [1.10-1.24],0.036,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-CE,0.86 [0.81-0.91],0.048,*,Cholesteryl Esters in Very Small VLDL
Omega-3%,0.85 [0.80-0.90],0.040,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.85 [0.81-0.89],8.170e-05,***,Cholesterol to Total-Lipids in IDL percentage
SM,0.85 [0.80-0.90],0.031,*,Sphingomyelins
XXL-VLDL-CE,0.84 [0.79-0.90],0.016,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
MUFA,0.84 [0.79-0.89],0.002,**,Monounsaturated Fatty Acids
SFA,0.84 [0.79-0.89],5.601e-04,***,Saturated Fatty Acids
XL-HDL-TG%,0.83 [0.78-0.88],5.635e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-VLDL-TG,0.83 [0.78-0.88],2.950e-04,***,Triglycerides in Small VLDL
Phosphoglyc,0.83 [0.78-0.88],1.347e-04,***,Phosphoglycerides
Total-P,0.83 [0.78-0.88],8.331e-04,***,Total-Concentration of Lipoprotein Particles
PC,0.83 [0.78-0.88],1.145e-04,***,Phosphatidylcholines
M-LDL-C%,0.82 [0.78-0.87],7.036e-09,***,Cholesterol to Total-Lipids in Medium LDL percentage
Cholines,0.82 [0.78-0.87],3.507e-05,***,Total-Cholines
IDL-PL,0.82 [0.78-0.87],7.437e-06,***,Phospholipids in IDL
XL-VLDL-TG,0.82 [0.77-0.87],1.569e-04,***,Triglycerides in Very Large VLDL
IDL-FC,0.82 [0.78-0.87],3.768e-06,***,Free Cholesterol in IDL
Total-TG,0.82 [0.77-0.87],2.341e-05,***,Total-Triglycerides
XL-HDL-C%,0.82 [0.77-0.87],4.661e-05,***,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-CE%,0.82 [0.78-0.86],1.741e-09,***,Cholesteryl Esters to Total-Lipids in IDL percentage
His,0.82 [0.77-0.87],5.960e-06,***,Histidine
ApoB/ApoA1,0.82 [0.77-0.86],1.450e-06,***,Apolipoprotein B to Apolipoprotein A1 ratio
DHA,0.81 [0.76-0.87],3.454e-05,***,Docosahexaenoic Acid
L-LDL-C%,0.81 [0.77-0.86],4.442e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
Total-PL,0.81 [0.76-0.86],1.328e-07,***,Total-Phospholipids in Lipoprotein Particles
IDL-L,0.81 [0.76-0.85],1.494e-08,***,Total-Lipids in IDL
XL-VLDL-P,0.81 [0.76-0.86],4.670e-06,***,Concentration of Very Large VLDL Particles
S-HDL-PL,0.81 [0.76-0.86],3.400e-07,***,Phospholipids in Small HDL
XL-VLDL-PL,0.81 [0.76-0.86],2.202e-06,***,Phospholipids in Very Large VLDL
VLDL-TG,0.81 [0.76-0.86],5.991e-07,***,Triglycerides in VLDL
Albumin,0.80 [0.76-0.85],9.041e-10,***,Albumin
XL-VLDL-L,0.80 [0.76-0.85],8.691e-07,***,Total-Lipids in Very Large VLDL
Total-FA,0.80 [0.76-0.85],1.186e-08,***,Total-Fatty Acids
IDL-C,0.80 [0.76-0.85],1.966e-09,***,Cholesterol in IDL
XL-VLDL-FC,0.80 [0.75-0.85],3.326e-07,***,Free Cholesterol in Very Large VLDL
M-LDL-CE%,0.80 [0.76-0.85],1.420e-09,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
IDL-P,0.80 [0.75-0.85],5.187e-09,***,Concentration of IDL Particles
