Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.24 [1.21-1.27],3.303e-64,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-TG%,1.24 [1.21-1.27],9.316e-51,***,Triglycerides to Total-Lipids in Small HDL percentage
GlycA,1.23 [1.20-1.26],7.064e-50,***,Glycoprotein Acetyls
L-VLDL-PL%,1.23 [1.19-1.27],1.860e-31,***,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-PL%,1.22 [1.19-1.25],7.947e-47,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,1.22 [1.19-1.25],6.468e-43,***,Triglycerides to Total-Lipids in Medium HDL percentage
TG/PG,1.21 [1.18-1.24],7.738e-41,***,Triglycerides to Phosphoglycerides ratio
S-VLDL-P,1.20 [1.17-1.23],3.147e-46,***,Concentration of Small VLDL Particles
L-HDL-TG%,1.20 [1.17-1.23],4.868e-38,***,Triglycerides to Total-Lipids in Large HDL percentage
S-VLDL-L,1.20 [1.17-1.22],6.118e-42,***,Total-Lipids in Small VLDL
L-VLDL-C,1.19 [1.17-1.22],3.484e-41,***,Cholesterol in Large VLDL
L-VLDL-CE,1.19 [1.17-1.22],6.916e-42,***,Cholesteryl Esters in Large VLDL
XL-VLDL-CE,1.19 [1.16-1.22],1.739e-41,***,Cholesteryl Esters in Very Large VLDL
S-VLDL-CE,1.19 [1.16-1.22],3.607e-42,***,Cholesteryl Esters in Small VLDL
M-HDL-PL%,1.19 [1.16-1.22],2.597e-34,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-FC,1.19 [1.16-1.22],1.649e-38,***,Free Cholesterol in Large VLDL
XL-VLDL-C,1.18 [1.16-1.21],5.080e-38,***,Cholesterol in Very Large VLDL
VLDL-P,1.18 [1.16-1.21],9.625e-40,***,Concentration of VLDL Particles
S-VLDL-PL,1.18 [1.16-1.21],3.930e-38,***,Phospholipids in Small VLDL
