Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,2.95 [2.44-3.57],2.250e-23,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,2.44 [2.14-2.78],6.156e-35,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,2.42 [2.14-2.75],1.882e-37,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,2.35 [2.10-2.64],7.482e-43,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.20 [1.99-2.44],3.860e-46,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,2.11 [1.91-2.33],7.704e-43,***,Triglycerides to Total-Lipids in Large LDL percentage
Glu-lactate,2.09 [1.91-2.28],9.040e-56,***,Glucose-lactate
Ala,2.04 [1.81-2.30],7.986e-26,***,Alanine
Glu,2.03 [1.84-2.24],1.363e-39,***,Glucose
XS-VLDL-PL%,2.02 [1.81-2.25],6.574e-30,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.99 [1.80-2.19],1.691e-37,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.87 [1.68-2.07],3.125e-27,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.85 [1.69-2.03],7.182e-33,***,Phospholipids to Total-Lipids in Large HDL percentage
Sc-ala,1.79 [1.62-1.97],4.407e-26,***,Spectrometer-corrected alanine
M-HDL-PL%,1.73 [1.56-1.93],7.637e-19,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.67 [1.49-1.88],2.245e-12,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-TG%,1.66 [1.46-1.89],2.671e-09,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-TG%,1.64 [1.45-1.86],4.401e-10,***,Triglycerides to Total-Lipids in Small HDL percentage
