Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.11 [1.09-1.12],7.191e-42,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.11 [1.09-1.12],1.008e-40,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.10 [1.08-1.11],3.152e-35,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.09 [1.08-1.11],7.027e-29,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.09 [1.07-1.10],9.994e-25,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.08 [1.07-1.10],4.763e-22,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.08 [1.06-1.10],1.838e-21,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.08 [1.06-1.09],2.111e-21,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.08 [1.06-1.09],1.524e-18,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.08 [1.06-1.09],2.040e-16,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.06 [1.05-1.08],1.691e-09,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,1.06 [1.04-1.07],7.094e-11,***,Phospholipids to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.06 [1.04-1.07],2.609e-07,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-PL%,1.05 [1.04-1.07],4.530e-07,***,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.05 [1.04-1.07],3.170e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
GlycA,1.05 [1.03-1.06],8.067e-05,***,Glycoprotein Acetyls
L-HDL-TG%,1.05 [1.03-1.06],2.999e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.05 [1.03-1.06],5.791e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.04 [1.03-1.06],5.963e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG,1.04 [1.03-1.06],5.578e-04,***,Triglycerides in Small HDL
M-HDL-TG,1.04 [1.03-1.06],7.668e-04,***,Triglycerides in Medium HDL
SFA%,1.04 [1.03-1.06],0.004,**,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG,1.04 [1.03-1.05],0.005,**,Triglycerides in Very Small VLDL
HDL-TG,1.04 [1.02-1.05],0.030,*,Triglycerides in HDL
M-VLDL-P,0.96 [0.95-0.98],0.032,*,Concentration of Medium VLDL Particles
Total-PL,0.96 [0.95-0.98],0.041,*,Total-Phospholipids in Lipoprotein Particles
