Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,1.13 [1.11-1.14],4.719e-48,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG%,1.12 [1.11-1.14],6.406e-46,***,Triglycerides to Total-Lipids in IDL percentage
M-HDL-PL%,1.12 [1.11-1.14],1.105e-39,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.12 [1.10-1.14],1.695e-42,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.12 [1.10-1.14],8.435e-39,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.12 [1.10-1.14],3.227e-35,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,1.11 [1.09-1.14],8.460e-25,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
MUFA%,1.11 [1.10-1.13],1.113e-30,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,1.11 [1.09-1.13],3.019e-28,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.11 [1.09-1.12],1.019e-26,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,1.10 [1.09-1.12],8.163e-29,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-LDL-TG%,1.10 [1.09-1.12],2.966e-31,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.10 [1.08-1.12],1.066e-16,***,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.10 [1.08-1.12],1.970e-24,***,Triglycerides to Phosphoglycerides ratio
S-VLDL-TG%,1.10 [1.08-1.12],1.374e-24,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.10 [1.08-1.11],7.121e-28,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.10 [1.08-1.12],1.071e-19,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.10 [1.08-1.11],1.721e-23,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.10 [1.08-1.11],1.362e-21,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG,1.09 [1.07-1.11],1.116e-21,***,Triglycerides in Small HDL
GlycA,1.08 [1.06-1.10],4.636e-13,***,Glycoprotein Acetyls
VLDL-size,1.08 [1.06-1.10],6.995e-13,***,Average Diameter for VLDL Particles
XL-VLDL-TG,1.07 [1.06-1.09],1.100e-13,***,Triglycerides in Very Large VLDL
SFA%,1.07 [1.05-1.09],7.315e-12,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,1.07 [1.05-1.09],9.239e-09,***,Creatinine
Total-TG,1.07 [1.05-1.08],1.463e-10,***,Total-Triglycerides
VLDL-TG,1.07 [1.05-1.08],2.915e-10,***,Triglycerides in VLDL
XL-VLDL-L,1.06 [1.05-1.08],4.567e-10,***,Total-Lipids in Very Large VLDL
Leu,1.06 [1.05-1.08],2.825e-09,***,Leucine
XL-VLDL-P,1.06 [1.05-1.08],2.943e-10,***,Concentration of Very Large VLDL Particles
S-VLDL-TG,1.06 [1.05-1.08],5.410e-10,***,Triglycerides in Small VLDL
XS-VLDL-TG,1.06 [1.05-1.08],1.743e-10,***,Triglycerides in Very Small VLDL
M-HDL-TG,1.06 [1.05-1.08],1.254e-09,***,Triglycerides in Medium HDL
L-VLDL-PL,1.06 [1.05-1.08],8.015e-09,***,Phospholipids in Large VLDL
XXL-VLDL-L,1.06 [1.05-1.08],2.495e-09,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,1.06 [1.04-1.08],2.886e-09,***,Phospholipids in Chylomicrons and Extremely Large VLDL
L-VLDL-TG,1.06 [1.04-1.08],2.773e-08,***,Triglycerides in Large VLDL
XXL-VLDL-P,1.06 [1.04-1.08],1.645e-09,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-TG,1.06 [1.04-1.08],3.315e-09,***,Triglycerides in Chylomicrons and Extremely Large VLDL
Total-BCAA,1.06 [1.04-1.08],1.003e-06,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
HDL-TG,1.06 [1.04-1.07],6.176e-08,***,Triglycerides in HDL
XL-VLDL-PL,1.06 [1.04-1.07],1.688e-07,***,Phospholipids in Very Large VLDL
L-VLDL-L,1.06 [1.04-1.07],1.012e-06,***,Total-Lipids in Large VLDL
L-VLDL-P,1.06 [1.04-1.07],3.478e-07,***,Concentration of Large VLDL Particles
XXL-VLDL-C,1.06 [1.04-1.07],4.743e-07,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,1.06 [1.04-1.07],2.776e-07,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,1.05 [1.04-1.07],1.933e-06,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-VLDL-FC,1.05 [1.04-1.07],8.968e-06,***,Free Cholesterol in Large VLDL
S-LDL-TG,1.05 [1.04-1.07],3.482e-07,***,Triglycerides in Small LDL
