Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Glu-lactate,2.03 [1.91-2.16],1.635e-103,***,Glucose-lactate
Glu,1.97 [1.83-2.11],1.124e-71,***,Glucose
S-VLDL-TG%,1.96 [1.80-2.13],1.466e-47,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.93 [1.78-2.08],5.961e-56,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.90 [1.77-2.04],3.853e-65,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.87 [1.74-2.00],3.742e-64,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.86 [1.71-2.02],1.188e-42,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.84 [1.72-1.97],3.612e-64,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-VLDL-TG%,1.83 [1.64-2.04],1.271e-21,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-PL%,1.78 [1.64-1.92],2.015e-42,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Ala,1.57 [1.44-1.71],1.001e-18,***,Alanine
S-LDL-TG%,1.55 [1.44-1.66],6.602e-28,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.53 [1.42-1.65],2.316e-22,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.52 [1.41-1.65],1.322e-21,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.52 [1.41-1.62],2.488e-26,***,Phospholipids to Total-Lipids in Large HDL percentage
Sc-ala,1.44 [1.34-1.55],9.861e-19,***,Spectrometer-corrected alanine
L-VLDL-TG%,1.44 [1.32-1.56],5.921e-12,***,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.33 [1.23-1.44],5.917e-08,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,1.29 [1.18-1.41],0.002,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,1.28 [1.18-1.39],3.525e-04,***,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.27 [1.17-1.37],9.927e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
MUFA%,1.24 [1.15-1.35],0.025,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-C%,0.82 [0.76-0.88],0.032,*,Cholesterol to Total-Lipids in Medium HDL percentage
