Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.18 [1.16-1.20],1.059e-57,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.16 [1.14-1.18],1.869e-50,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.15 [1.13-1.17],2.311e-47,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.14 [1.12-1.16],8.819e-44,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.13 [1.11-1.15],3.405e-31,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.12 [1.10-1.14],1.994e-27,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.12 [1.10-1.14],4.530e-28,***,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-TG%,1.11 [1.09-1.13],1.494e-22,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.10 [1.08-1.12],2.534e-19,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.10 [1.08-1.12],2.141e-19,***,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-PL%,1.10 [1.08-1.12],4.052e-16,***,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.09 [1.07-1.11],7.030e-13,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.08 [1.06-1.11],3.124e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
MUFA%,1.08 [1.06-1.10],1.493e-09,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.07 [1.05-1.09],4.427e-07,***,Glycoprotein Acetyls
M-HDL-TG%,1.07 [1.05-1.09],1.349e-06,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.06 [1.04-1.09],7.430e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG%,1.06 [1.04-1.08],6.347e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,1.06 [1.04-1.08],1.912e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
XXL-VLDL-PL%,1.06 [1.04-1.08],0.008,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
TG/PG,1.05 [1.03-1.08],0.025,*,Triglycerides to Phosphoglycerides ratio
S-HDL-PL%,1.05 [1.03-1.07],0.025,*,Phospholipids to Total-Lipids in Small HDL percentage
VLDL-L,0.95 [0.93-0.97],0.019,*,Total-Lipids in VLDL
PUFA%,0.95 [0.93-0.97],0.010,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL,0.95 [0.93-0.97],0.002,**,Phospholipids in Very Small VLDL
Val,0.95 [0.93-0.97],0.026,*,Valine
XXL-VLDL-CE%,0.95 [0.93-0.97],0.011,*,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-FC%,0.95 [0.93-0.96],1.038e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-CE%,0.94 [0.93-0.96],6.098e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-CE,0.94 [0.93-0.96],1.775e-04,***,Cholesteryl Esters in Large VLDL
VLDL-PL,0.94 [0.93-0.96],9.455e-05,***,Phospholipids in VLDL
L-HDL-FC%,0.94 [0.93-0.96],4.843e-05,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-L,0.94 [0.93-0.96],6.031e-05,***,Total-Lipids in Small VLDL
XL-HDL-L,0.94 [0.92-0.96],0.011,*,Total-Lipids in Very Large HDL
XL-VLDL-CE,0.94 [0.92-0.96],3.464e-05,***,Cholesteryl Esters in Very Large VLDL
Omega-3%,0.94 [0.92-0.96],8.689e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.94 [0.92-0.96],5.713e-06,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-CE%,0.94 [0.92-0.96],2.797e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-CE%,0.94 [0.92-0.96],3.112e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-VLDL-CE%,0.94 [0.92-0.96],3.139e-07,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
VLDL-P,0.94 [0.92-0.95],1.381e-07,***,Concentration of VLDL Particles
IDL-FC%,0.94 [0.92-0.95],1.357e-08,***,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-FC%,0.93 [0.92-0.95],1.019e-06,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-C%,0.93 [0.92-0.95],1.542e-06,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-LDL-CE%,0.93 [0.92-0.95],5.930e-08,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.93 [0.92-0.95],1.595e-09,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.93 [0.92-0.95],5.592e-09,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA/MUFA,0.93 [0.91-0.95],5.130e-07,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-VLDL-CE%,0.93 [0.91-0.95],7.427e-08,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XS-VLDL-L,0.93 [0.91-0.95],3.035e-09,***,Total-Lipids in Very Small VLDL
VLDL-FC,0.93 [0.91-0.95],1.272e-09,***,Free Cholesterol in VLDL
S-VLDL-CE,0.93 [0.91-0.95],5.023e-10,***,Cholesteryl Esters in Small VLDL
XS-VLDL-P,0.93 [0.91-0.95],6.452e-10,***,Concentration of Very Small VLDL Particles
LA%,0.93 [0.91-0.94],4.751e-10,***,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-C,0.93 [0.91-0.95],5.325e-07,***,Cholesterol in Very Large HDL
L-HDL-C%,0.93 [0.91-0.94],4.589e-11,***,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-FC,0.93 [0.91-0.94],5.347e-11,***,Free Cholesterol in Very Small VLDL
XL-HDL-P,0.93 [0.91-0.95],1.797e-07,***,Concentration of Very Large HDL Particles
S-HDL-C%,0.92 [0.91-0.94],9.894e-13,***,Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-PL,0.92 [0.90-0.94],1.341e-08,***,Phospholipids in Large HDL
SFA,0.92 [0.90-0.94],5.357e-13,***,Saturated Fatty Acids
XL-HDL-CE,0.92 [0.90-0.94],4.698e-09,***,Cholesteryl Esters in Very Large HDL
L-LDL-CE%,0.92 [0.90-0.94],2.252e-15,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-VLDL-C,0.92 [0.90-0.94],8.751e-15,***,Cholesterol in Small VLDL
S-VLDL-PL,0.92 [0.90-0.93],5.334e-15,***,Phospholipids in Small VLDL
M-VLDL-L,0.92 [0.90-0.93],2.269e-15,***,Total-Lipids in Medium VLDL
VLDL-C,0.92 [0.90-0.93],1.942e-16,***,VLDL Cholesterol
M-VLDL-CE%,0.92 [0.90-0.93],3.449e-19,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-C%,0.91 [0.90-0.93],1.637e-15,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-FC,0.91 [0.89-0.93],1.825e-10,***,Free Cholesterol in Large HDL
L-HDL-L,0.91 [0.89-0.93],4.601e-11,***,Total-Lipids in Large HDL
S-VLDL-C%,0.91 [0.90-0.93],3.235e-19,***,Cholesterol to Total-Lipids in Small VLDL percentage
Omega-3,0.91 [0.89-0.93],1.366e-16,***,Omega-3 Fatty Acids
Unsaturation,0.91 [0.89-0.93],1.698e-16,***,Degree of Unsaturation
M-VLDL-P,0.91 [0.89-0.93],7.964e-19,***,Concentration of Medium VLDL Particles
S-LDL-CE%,0.91 [0.89-0.93],9.086e-19,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
VLDL-CE,0.91 [0.89-0.93],4.588e-20,***,Cholesteryl Esters in VLDL
M-VLDL-C%,0.91 [0.89-0.92],3.179e-21,***,Cholesterol to Total-Lipids in Medium VLDL percentage
Total-FA,0.91 [0.89-0.93],5.039e-19,***,Total-Fatty Acids
M-HDL-PL,0.91 [0.89-0.93],1.648e-16,***,Phospholipids in Medium HDL
