Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,2.79 [2.33-3.34],2.788e-23,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,2.39 [2.11-2.71],2.551e-36,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,2.35 [2.08-2.65],7.150e-38,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,2.30 [2.06-2.56],6.387e-44,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.20 [1.99-2.42],1.227e-49,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,2.12 [1.93-2.34],2.443e-47,***,Triglycerides to Total-Lipids in Large LDL percentage
Glu-lactate,2.05 [1.89-2.23],2.424e-57,***,Glucose-lactate
XS-VLDL-PL%,2.05 [1.84-2.28],5.379e-34,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,2.01 [1.83-2.21],5.774e-42,***,Triglycerides to Total-Lipids in Medium LDL percentage
Glu,1.98 [1.80-2.18],3.529e-39,***,Glucose
Ala,1.93 [1.71-2.17],1.379e-22,***,Alanine
S-LDL-TG%,1.84 [1.66-2.03],5.640e-28,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.82 [1.66-1.99],7.033e-33,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.71 [1.55-1.90],1.536e-19,***,Phospholipids to Total-Lipids in Medium HDL percentage
Sc-ala,1.71 [1.55-1.88],7.945e-23,***,Spectrometer-corrected alanine
MUFA%,1.62 [1.45-1.81],1.347e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-TG%,1.62 [1.43-1.83],5.590e-09,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-TG%,1.60 [1.42-1.80],9.783e-10,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.55 [1.39-1.73],2.222e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.55 [1.39-1.73],2.343e-09,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.54 [1.38-1.71],9.918e-10,***,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.49 [1.35-1.65],5.824e-09,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-TG%,1.47 [1.31-1.66],3.654e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.41 [1.26-1.58],3.702e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Val,1.33 [1.19-1.47],0.033,*,Valine
L-VLDL-FC%,0.74 [0.66-0.82],0.016,*,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-L,0.74 [0.66-0.82],0.010,**,Total-Lipids in Medium VLDL
S-HDL-FC,0.73 [0.65-0.82],0.011,*,Free Cholesterol in Small HDL
S-HDL-CE%,0.72 [0.66-0.79],7.981e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.72 [0.67-0.78],1.123e-10,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-PL%,0.72 [0.66-0.79],1.288e-07,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-HDL-CE%,0.72 [0.65-0.79],1.122e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
