Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.40 [1.29-1.51],1.334e-10,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.35 [1.25-1.46],2.897e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.34 [1.23-1.46],2.847e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.32 [1.22-1.44],4.571e-06,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.30 [1.20-1.42],3.468e-04,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,1.29 [1.19-1.41],0.001,**,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-L,0.80 [0.73-0.87],0.038,*,Total-Lipids in Small LDL
IDL-L,0.79 [0.73-0.86],0.027,*,Total-Lipids in IDL
M-HDL-C%,0.79 [0.73-0.86],0.008,**,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-CE,0.78 [0.72-0.85],0.009,**,Cholesteryl Esters in Medium LDL
S-LDL-C,0.78 [0.72-0.85],0.006,**,Cholesterol in Small LDL
Non-HDL-C,0.78 [0.72-0.84],5.205e-04,***,Total-Cholesterol Minus HDL-C
M-LDL-L,0.78 [0.71-0.85],0.002,**,Total-Lipids in Medium LDL
M-HDL-L,0.78 [0.71-0.85],0.027,*,Total-Lipids in Medium HDL
IDL-C,0.77 [0.71-0.84],9.148e-04,***,Cholesterol in IDL
SM,0.77 [0.71-0.85],0.008,**,Sphingomyelins
M-LDL-C%,0.77 [0.72-0.83],1.695e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
Phosphoglyc,0.77 [0.71-0.84],0.002,**,Phosphoglycerides
M-LDL-C,0.77 [0.71-0.84],6.924e-04,***,Cholesterol in Medium LDL
Total-L,0.77 [0.71-0.84],1.213e-04,***,Total-Lipids in Lipoprotein Particles
M-LDL-PL,0.77 [0.71-0.84],8.969e-04,***,Phospholipids in Medium LDL
M-HDL-P,0.77 [0.69-0.85],0.034,*,Concentration of Medium HDL Particles
S-LDL-FC,0.77 [0.70-0.83],3.102e-04,***,Free Cholesterol in Small LDL
IDL-CE,0.77 [0.70-0.83],2.899e-04,***,Cholesteryl Esters in IDL
LDL-PL,0.77 [0.70-0.83],1.969e-04,***,Phospholipids in LDL
LDL-L,0.77 [0.71-0.83],5.735e-05,***,Total-Lipids in LDL
S-HDL-PL,0.76 [0.70-0.83],7.027e-04,***,Phospholipids in Small HDL
PC,0.76 [0.70-0.83],5.871e-04,***,Phosphatidylcholines
HDL-L,0.76 [0.69-0.84],0.013,*,Total-Lipids in HDL
L-LDL-PL,0.76 [0.70-0.83],1.391e-04,***,Phospholipids in Large LDL
Total-FC,0.76 [0.70-0.83],6.831e-05,***,Total-Free Cholesterol
L-LDL-L,0.76 [0.70-0.83],4.128e-05,***,Total-Lipids in Large LDL
Clinical LDL-C,0.76 [0.70-0.82],9.873e-06,***,Clinical LDL Cholesterol
IDL-C%,0.76 [0.71-0.82],7.225e-08,***,Cholesterol to Total-Lipids in IDL percentage
LDL-CE,0.76 [0.70-0.83],2.809e-05,***,Cholesteryl Esters in LDL
Cholines,0.76 [0.69-0.83],1.957e-04,***,Total-Cholines
M-HDL-FC,0.76 [0.69-0.84],0.014,*,Free Cholesterol in Medium HDL
XL-HDL-CE%,0.76 [0.70-0.82],1.083e-07,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
LA,0.76 [0.70-0.82],1.410e-05,***,Linoleic Acid
LDL-C,0.76 [0.70-0.82],8.770e-06,***,LDL Cholesterol
L-LDL-FC,0.75 [0.69-0.82],6.255e-05,***,Free Cholesterol in Large LDL
Total-PL,0.75 [0.69-0.82],3.066e-05,***,Total-Phospholipids in Lipoprotein Particles
LDL-FC,0.75 [0.69-0.82],2.270e-05,***,Free Cholesterol in LDL
ApoA1,0.75 [0.68-0.83],0.002,**,Apolipoprotein A1
L-LDL-CE,0.75 [0.69-0.82],8.786e-06,***,Cholesteryl Esters in Large LDL
L-LDL-C,0.75 [0.69-0.82],5.685e-06,***,Cholesterol in Large LDL
M-LDL-FC,0.75 [0.69-0.82],2.295e-05,***,Free Cholesterol in Medium LDL
S-LDL-C%,0.75 [0.69-0.81],1.044e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-FC,0.75 [0.68-0.82],4.992e-05,***,Free Cholesterol in Small HDL
M-HDL-CE,0.75 [0.68-0.82],6.624e-04,***,Cholesteryl Esters in Medium HDL
M-HDL-FC%,0.75 [0.68-0.81],7.803e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-C,0.75 [0.68-0.82],6.667e-04,***,Cholesterol in Medium HDL
Omega-6,0.74 [0.68-0.81],1.280e-06,***,Omega-6 Fatty Acids
