Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-size,"0.086 [0.064,0.107]",1.314e-11,***,Average Diameter for HDL Particles
XL-HDL-PL,"0.084 [0.064,0.104]",3.693e-12,***,Phospholipids in Very Large HDL
XL-HDL-L,"0.078 [0.058,0.098]",3.227e-10,***,Total-Lipids in Very Large HDL
XL-HDL-P,"0.071 [0.051,0.091]",2.082e-08,***,Concentration of Very Large HDL Particles
XL-HDL-C,"0.070 [0.050,0.090]",6.519e-08,***,Cholesterol in Very Large HDL
XL-HDL-CE,"0.070 [0.049,0.090]",1.203e-07,***,Cholesteryl Esters in Very Large HDL
L-HDL-FC,"0.070 [0.049,0.091]",3.718e-07,***,Free Cholesterol in Large HDL
M-LDL-TG%,"0.068 [0.050,0.087]",5.835e-09,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-P,"0.068 [0.047,0.089]",1.296e-06,***,Concentration of Large HDL Particles
XL-HDL-PL%,"0.067 [0.046,0.088]",2.236e-06,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-FC,"0.067 [0.048,0.086]",5.575e-08,***,Free Cholesterol in Very Large HDL
L-HDL-PL,"0.066 [0.045,0.087]",5.257e-06,***,Phospholipids in Large HDL
L-HDL-L,"0.066 [0.044,0.087]",9.858e-06,***,Total-Lipids in Large HDL
L-HDL-C,"0.066 [0.045,0.087]",7.277e-06,***,Cholesterol in Large HDL
L-HDL-CE,"0.065 [0.044,0.086]",9.236e-06,***,Cholesteryl Esters in Large HDL
L-LDL-TG%,"0.062 [0.043,0.081]",1.843e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
S-HDL-PL%,"0.061 [0.042,0.080]",4.918e-06,***,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,"0.055 [0.036,0.074]",7.851e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,"0.052 [0.034,0.071]",1.160e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,"0.050 [0.032,0.068]",3.189e-04,***,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,"0.045 [0.026,0.064]",0.028,*,Triglycerides to Total-Lipids in IDL percentage
VLDL-P,"-0.043 [-0.061,-0.024]",0.047,*,Concentration of VLDL Particles
IDL-C,"-0.044 [-0.062,-0.025]",0.033,*,Cholesterol in IDL
S-HDL-PL,"-0.044 [-0.062,-0.026]",0.016,*,Phospholipids in Small HDL
S-VLDL-L,"-0.045 [-0.063,-0.026]",0.020,*,Total-Lipids in Small VLDL
IDL-CE,"-0.045 [-0.063,-0.026]",0.020,*,Cholesteryl Esters in IDL
Total-L,"-0.045 [-0.063,-0.026]",0.017,*,Total-Lipids in Lipoprotein Particles
XL-VLDL-PL,"-0.045 [-0.064,-0.025]",0.043,*,Phospholipids in Very Large VLDL
XL-VLDL-FC,"-0.045 [-0.065,-0.026]",0.031,*,Free Cholesterol in Very Large VLDL
L-LDL-P,"-0.045 [-0.064,-0.027]",0.010,**,Concentration of Large LDL Particles
L-LDL-CE%,"-0.046 [-0.064,-0.028]",0.005,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-P,"-0.046 [-0.064,-0.027]",0.007,**,Concentration of IDL Particles
M-VLDL-CE,"-0.046 [-0.065,-0.028]",0.007,**,Cholesteryl Esters in Medium VLDL
Total-FC,"-0.046 [-0.065,-0.028]",0.008,**,Total-Free Cholesterol
Total-CE,"-0.046 [-0.065,-0.027]",0.010,**,Total-Esterified Cholesterol
VLDL-PL,"-0.046 [-0.065,-0.028]",0.009,**,Phospholipids in VLDL
