Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.95 [1.65-2.31],7.394e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.87 [1.62-2.16],8.973e-12,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.85 [1.58-2.18],1.372e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-PL%,1.85 [1.62-2.12],1.959e-14,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-TG%,1.82 [1.60-2.08],6.536e-14,***,Triglycerides to Total-Lipids in IDL percentage
Glu,1.79 [1.58-2.04],1.155e-13,***,Glucose
Glu-lactate,1.77 [1.58-1.99],9.980e-17,***,Glucose-lactate
L-LDL-TG%,1.74 [1.53-1.98],3.679e-12,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.71 [1.49-1.97],3.376e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.69 [1.49-1.92],1.082e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.65 [1.44-1.89],1.235e-07,***,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,1.61 [1.37-1.89],0.001,**,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,1.60 [1.36-1.88],0.002,**,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,1.52 [1.33-1.73],7.844e-05,***,Spectrometer-corrected alanine
L-HDL-PL%,1.41 [1.25-1.60],0.009,**,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-FC%,0.73 [0.66-0.80],2.787e-05,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.72 [0.66-0.79],2.144e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-CE%,0.71 [0.62-0.80],0.012,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-PL,0.68 [0.59-0.78],0.040,*,Phospholipids in Small HDL
Total-TG,0.67 [0.58-0.78],0.041,*,Total-Triglycerides
VLDL-TG,0.67 [0.58-0.78],0.043,*,Triglycerides in VLDL
XL-VLDL-PL%,0.67 [0.60-0.75],2.597e-06,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,0.67 [0.60-0.75],1.364e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-CE,0.67 [0.57-0.77],0.010,**,Cholesteryl Esters in Small HDL
M-VLDL-C%,0.66 [0.60-0.74],2.641e-09,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-VLDL-TG,0.66 [0.56-0.77],0.043,*,Triglycerides in Large VLDL
S-HDL-L,0.65 [0.57-0.75],0.001,**,Total-Lipids in Small HDL
MUFA,0.65 [0.57-0.75],7.556e-04,***,Monounsaturated Fatty Acids
XL-HDL-TG,0.64 [0.55-0.76],0.038,*,Triglycerides in Very Large HDL
