Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.16 [1.13-1.19],9.616e-23,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.16 [1.13-1.19],1.650e-22,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.15 [1.12-1.19],5.409e-19,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.15 [1.12-1.18],2.481e-20,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.15 [1.11-1.18],7.448e-16,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,1.13 [1.10-1.16],5.226e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.13 [1.10-1.16],7.009e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.12 [1.09-1.16],9.208e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.12 [1.09-1.15],3.045e-11,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.12 [1.09-1.15],2.210e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.12 [1.09-1.15],2.428e-10,***,Phospholipids to Total-Lipids in IDL percentage
S-HDL-TG%,1.12 [1.09-1.15],6.299e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
GlycA,1.10 [1.07-1.13],2.536e-06,***,Glycoprotein Acetyls
M-HDL-TG%,1.10 [1.07-1.13],7.104e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.09 [1.06-1.12],2.309e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-PL%,1.09 [1.06-1.11],3.186e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
TG/PG,1.08 [1.05-1.12],0.007,**,Triglycerides to Phosphoglycerides ratio
Omega-6%,0.93 [0.91-0.96],0.035,*,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-CE%,0.93 [0.91-0.96],0.043,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
