Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,2.15 [2.06-2.24],9.390e-259,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,2.14 [2.05-2.24],6.597e-246,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,2.11 [2.03-2.20],3.465e-304,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,2.05 [1.93-2.17],3.569e-122,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,1.97 [1.90-2.04],8.114e-303,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.81 [1.75-1.87],2.906e-246,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.75 [1.69-1.81],1.971e-221,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.68 [1.62-1.74],3.610e-165,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.65 [1.60-1.72],2.926e-154,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.64 [1.58-1.70],6.961e-148,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.62 [1.57-1.67],2.702e-177,***,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-TG%,1.54 [1.48-1.61],1.075e-77,***,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,1.48 [1.42-1.55],4.105e-66,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,1.46 [1.40-1.52],6.288e-68,***,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.44 [1.39-1.50],2.168e-86,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.35 [1.30-1.40],8.139e-47,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.29 [1.25-1.34],1.391e-39,***,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-3%,1.24 [1.20-1.29],2.885e-26,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,1.24 [1.19-1.28],1.012e-26,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Sc-ala,1.19 [1.15-1.23],4.790e-16,***,Spectrometer-corrected alanine
MUFA%,1.16 [1.12-1.20],2.893e-09,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,1.15 [1.11-1.19],2.511e-08,***,Creatinine
XXL-VLDL-FC%,1.14 [1.10-1.19],5.441e-07,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,1.14 [1.10-1.18],4.311e-06,***,Phospholipids to Total-Lipids in Small HDL percentage
Phe,1.13 [1.09-1.17],1.141e-05,***,Phenylalanine
Gln,1.12 [1.08-1.16],1.255e-04,***,Glutamine
Ala,1.12 [1.08-1.16],2.784e-04,***,Alanine
Glu,1.11 [1.07-1.15],0.001,**,Glucose
M-HDL-C%,0.91 [0.87-0.94],0.017,*,Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-FC%,0.90 [0.87-0.93],2.158e-05,***,Free Cholesterol to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.89 [0.86-0.93],0.023,*,3-Hydroxybutyrate
S-HDL-TG,0.89 [0.85-0.92],6.300e-04,***,Triglycerides in Small HDL
XXL-VLDL-C%,0.88 [0.85-0.92],8.981e-04,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3,0.88 [0.85-0.92],4.793e-05,***,Omega-3 Fatty Acids
S-HDL-C%,0.88 [0.85-0.91],7.339e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
DHA,0.87 [0.84-0.91],1.319e-06,***,Docosahexaenoic Acid
M-LDL-FC%,0.85 [0.82-0.88],3.411e-17,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-TG,0.83 [0.80-0.86],1.095e-15,***,Triglycerides in Very Small VLDL
XL-HDL-CE%,0.83 [0.80-0.85],2.086e-27,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-TG,0.82 [0.79-0.86],6.754e-17,***,Triglycerides in Small VLDL
