Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL,106149342.89 [1398488.26-8057045085.21],1.811e-11,***,Phospholipids in Large HDL
HDL-FC,12091961.18 [172580.06-847233039.23],1.644e-08,***,Free Cholesterol in HDL
HDL-C,1242492.90 [23057.82-66952944.51],1.599e-06,***,HDL Cholesterol
M-HDL-CE,939154.10 [15885.38-55523423.76],1.191e-05,***,Cholesteryl Esters in Medium HDL
HDL-CE,910905.71 [16658.47-49809441.05],5.483e-06,***,Cholesteryl Esters in HDL
HDL-P,3.77 [3.08-4.60],4.955e-33,***,Concentration of HDL Particles
S-HDL-FC,3.23 [2.28-4.59],1.445e-05,***,Free Cholesterol in Small HDL
M-HDL-FC,2.51 [1.98-3.17],5.002e-09,***,Free Cholesterol in Medium HDL
IDL-FC,0.00 [0.00-0.01],0.013,*,Free Cholesterol in IDL
M-VLDL-C%,0.00 [0.00-0.00],0.025,*,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.00 [0.00-0.00],4.297e-06,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.00 [0.00-0.00],6.661e-08,***,Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-C%,0.00 [0.00-0.00],1.902e-09,***,Cholesterol to Total-Lipids in Very Large HDL percentage
HDL-PL,0.00 [0.00-0.00],0.002,**,Phospholipids in HDL
IDL-FC%,0.00 [0.00-0.00],8.359e-09,***,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-CE%,0.00 [0.00-0.00],0.005,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
