Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,1.79 [1.68-1.91],4.433e-61,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.73 [1.65-1.82],3.588e-109,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.71 [1.62-1.80],2.964e-91,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.69 [1.61-1.78],3.460e-84,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG%,1.68 [1.61-1.76],3.328e-116,***,Triglycerides to Total-Lipids in IDL percentage
Glu-lactate,1.64 [1.58-1.71],6.623e-126,***,Glucose-lactate
L-LDL-TG%,1.64 [1.57-1.71],2.577e-107,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.58 [1.51-1.65],1.406e-95,***,Triglycerides to Total-Lipids in Medium LDL percentage
Glu,1.58 [1.51-1.65],2.813e-84,***,Glucose
L-HDL-PL%,1.53 [1.47-1.60],5.002e-83,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.53 [1.46-1.61],2.880e-68,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.52 [1.46-1.59],2.503e-73,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.46 [1.39-1.52],4.000e-54,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.43 [1.36-1.50],8.500e-40,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.43 [1.36-1.50],4.494e-38,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.41 [1.35-1.48],5.047e-39,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.38 [1.32-1.45],2.592e-35,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Sc-ala,1.35 [1.29-1.41],1.208e-34,***,Spectrometer-corrected alanine
L-HDL-TG%,1.34 [1.28-1.41],8.234e-28,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-FC%,1.32 [1.26-1.39],2.588e-22,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.32 [1.26-1.39],2.937e-22,***,Triglycerides to Total-Lipids in Medium HDL percentage
VLDL-size,1.31 [1.25-1.38],2.630e-20,***,Average Diameter for VLDL Particles
L-VLDL-TG%,1.31 [1.24-1.37],1.157e-19,***,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-PL%,1.29 [1.23-1.35],2.101e-22,***,Phospholipids to Total-Lipids in IDL percentage
Ala,1.28 [1.22-1.33],1.288e-20,***,Alanine
GlycA,1.25 [1.20-1.32],5.940e-15,***,Glycoprotein Acetyls
S-HDL-TG,1.25 [1.20-1.31],2.574e-17,***,Triglycerides in Small HDL
XL-VLDL-TG,1.23 [1.18-1.29],1.787e-15,***,Triglycerides in Very Large VLDL
XXL-VLDL-TG,1.23 [1.18-1.28],7.026e-16,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG%,1.22 [1.15-1.29],1.115e-05,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-L,1.22 [1.17-1.27],3.364e-13,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,1.21 [1.16-1.27],4.792e-13,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.21 [1.16-1.26],1.780e-13,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-VLDL-PL%,1.21 [1.14-1.28],1.998e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
Val,1.20 [1.15-1.26],7.621e-10,***,Valine
VLDL-TG,1.20 [1.15-1.26],3.780e-09,***,Triglycerides in VLDL
S-VLDL-TG,1.20 [1.14-1.25],1.486e-09,***,Triglycerides in Small VLDL
Total-TG,1.19 [1.14-1.25],1.978e-08,***,Total-Triglycerides
XXL-VLDL-FC,1.18 [1.13-1.24],5.927e-09,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Lactate,1.18 [1.12-1.23],2.145e-06,***,Lactate
XL-VLDL-L,1.18 [1.12-1.23],8.911e-07,***,Total-Lipids in Very Large VLDL
XS-VLDL-TG,1.17 [1.12-1.23],1.089e-07,***,Triglycerides in Very Small VLDL
XL-VLDL-P,1.17 [1.12-1.23],6.895e-07,***,Concentration of Very Large VLDL Particles
L-VLDL-TG,1.17 [1.12-1.22],3.763e-06,***,Triglycerides in Large VLDL
Total-BCAA,1.17 [1.11-1.22],1.621e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-TG,1.17 [1.12-1.22],4.034e-07,***,Triglycerides in Small LDL
SFA%,1.16 [1.11-1.21],8.186e-05,***,Saturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,1.15 [1.09-1.21],0.005,**,Phospholipids to Total-Lipids in Small HDL percentage
XXL-VLDL-C,1.15 [1.10-1.20],4.239e-04,***,Cholesterol in Chylomicrons and Extremely Large VLDL
M-LDL-TG,1.14 [1.10-1.19],1.830e-04,***,Triglycerides in Medium LDL
HDL-TG,1.14 [1.09-1.20],0.001,**,Triglycerides in HDL
XL-VLDL-PL,1.14 [1.09-1.19],0.005,**,Phospholipids in Very Large VLDL
M-HDL-TG,1.14 [1.09-1.19],0.009,**,Triglycerides in Medium HDL
L-VLDL-PL,1.13 [1.08-1.19],0.027,*,Phospholipids in Large VLDL
Leu,1.13 [1.08-1.18],0.028,*,Leucine
XL-HDL-PL%,0.88 [0.85-0.92],0.004,**,Phospholipids to Total-Lipids in Very Large HDL percentage
Gln,0.88 [0.84-0.92],0.012,*,Glutamine
L-LDL-PL%,0.87 [0.84-0.91],0.002,**,Phospholipids to Total-Lipids in Large LDL percentage
DHA,0.87 [0.82-0.91],0.011,*,Docosahexaenoic Acid
S-HDL-FC,0.87 [0.82-0.91],8.915e-04,***,Free Cholesterol in Small HDL
L-VLDL-FC%,0.86 [0.82-0.91],5.330e-04,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-PL,0.85 [0.81-0.89],2.575e-05,***,Phospholipids in Very Small VLDL
S-HDL-P,0.85 [0.81-0.89],3.092e-06,***,Concentration of Small HDL Particles
ApoB/ApoA1,0.84 [0.81-0.89],9.838e-07,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-PL,0.84 [0.80-0.88],7.195e-07,***,Phospholipids in Small VLDL
M-HDL-L,0.84 [0.80-0.89],1.201e-05,***,Total-Lipids in Medium HDL
XL-VLDL-PL%,0.84 [0.80-0.88],3.865e-10,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-HDL-C,0.83 [0.79-0.87],1.007e-08,***,Cholesterol in Small HDL
S-HDL-CE,0.83 [0.79-0.87],2.625e-09,***,Cholesteryl Esters in Small HDL
S-LDL-CE%,0.83 [0.79-0.87],3.180e-10,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-VLDL-CE,0.83 [0.79-0.87],6.459e-09,***,Cholesteryl Esters in Small VLDL
M-VLDL-P,0.83 [0.79-0.87],5.340e-09,***,Concentration of Medium VLDL Particles
VLDL-C,0.82 [0.78-0.86],4.396e-11,***,VLDL Cholesterol
M-VLDL-PL,0.81 [0.77-0.85],4.428e-12,***,Phospholipids in Medium VLDL
XS-VLDL-L,0.81 [0.77-0.85],4.661e-13,***,Total-Lipids in Very Small VLDL
M-HDL-P,0.80 [0.76-0.85],4.120e-10,***,Concentration of Medium HDL Particles
S-VLDL-C,0.80 [0.76-0.84],1.261e-13,***,Cholesterol in Small VLDL
HDL-PL,0.80 [0.76-0.84],1.102e-10,***,Phospholipids in HDL
XS-VLDL-P,0.80 [0.76-0.84],1.090e-13,***,Concentration of Very Small VLDL Particles
S-HDL-CE%,0.80 [0.77-0.83],5.481e-19,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-FC%,0.79 [0.75-0.84],1.182e-13,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Phosphoglyc,0.79 [0.75-0.83],3.272e-16,***,Phosphoglycerides
XXL-VLDL-FC%,0.79 [0.74-0.83],1.074e-11,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-FC%,0.78 [0.76-0.81],2.400e-31,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-P,0.78 [0.75-0.82],6.807e-18,***,Concentration of Small LDL Particles
Gly,0.78 [0.74-0.83],1.810e-12,***,Glycine
M-HDL-CE%,0.78 [0.75-0.82],1.684e-24,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-CE,0.78 [0.74-0.82],1.472e-14,***,Cholesteryl Esters in Medium HDL
XL-HDL-CE%,0.78 [0.75-0.81],8.082e-28,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-C,0.78 [0.74-0.82],6.354e-15,***,Cholesterol in Medium HDL
Total-L,0.78 [0.74-0.81],1.776e-23,***,Total-Lipids in Lipoprotein Particles
M-HDL-FC,0.77 [0.73-0.82],2.849e-14,***,Free Cholesterol in Medium HDL
XS-VLDL-FC,0.77 [0.74-0.81],1.019e-18,***,Free Cholesterol in Very Small VLDL
S-LDL-PL,0.77 [0.74-0.81],1.461e-21,***,Phospholipids in Small LDL
L-HDL-FC%,0.77 [0.74-0.80],5.678e-38,***,Free Cholesterol to Total-Lipids in Large HDL percentage
ApoA1,0.77 [0.73-0.81],1.866e-16,***,Apolipoprotein A1
M-LDL-CE,0.77 [0.74-0.81],1.299e-21,***,Cholesteryl Esters in Medium LDL
PUFA,0.77 [0.74-0.81],5.180e-22,***,Polyunsaturated Fatty Acids
PC,0.77 [0.73-0.81],1.638e-20,***,Phosphatidylcholines
M-VLDL-FC,0.77 [0.73-0.81],7.373e-21,***,Free Cholesterol in Medium VLDL
M-LDL-P,0.77 [0.73-0.81],6.536e-21,***,Concentration of Medium LDL Particles
LDL-size,0.77 [0.73-0.80],9.650e-27,***,Average Diameter for LDL Particles
S-LDL-L,0.77 [0.73-0.80],2.536e-23,***,Total-Lipids in Small LDL
VLDL-CE,0.76 [0.73-0.80],5.491e-23,***,Cholesteryl Esters in VLDL
S-VLDL-FC,0.76 [0.73-0.80],1.257e-21,***,Free Cholesterol in Small VLDL
IDL-FC%,0.76 [0.73-0.79],6.864e-33,***,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-L,0.76 [0.73-0.80],4.664e-25,***,Total-Lipids in Medium LDL
S-LDL-CE,0.76 [0.73-0.80],1.122e-23,***,Cholesteryl Esters in Small LDL
S-HDL-C%,0.76 [0.73-0.79],3.778e-30,***,Cholesterol to Total-Lipids in Small HDL percentage
