Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.10 [1.08-1.13],2.561e-19,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.10 [1.08-1.12],2.935e-19,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.10 [1.07-1.12],4.498e-15,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.09 [1.07-1.11],3.986e-14,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.09 [1.07-1.11],8.418e-13,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.07 [1.05-1.09],8.250e-08,***,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.07 [1.05-1.09],1.154e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.06 [1.04-1.08],3.952e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.06 [1.04-1.08],0.005,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.06 [1.04-1.08],0.005,**,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-CE,0.95 [0.93-0.97],0.042,*,Cholesteryl Esters in Very Small VLDL
ApoB/ApoA1,0.95 [0.93-0.97],0.026,*,Apolipoprotein B to Apolipoprotein A1 ratio
L-VLDL-CE,0.95 [0.93-0.97],0.025,*,Cholesteryl Esters in Large VLDL
S-VLDL-C%,0.95 [0.93-0.97],0.005,**,Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-CE,0.95 [0.93-0.96],0.005,**,Cholesteryl Esters in Small VLDL
HDL-P,0.95 [0.93-0.97],0.025,*,Concentration of HDL Particles
S-HDL-PL,0.95 [0.93-0.96],0.005,**,Phospholipids in Small HDL
L-LDL-FC%,0.95 [0.93-0.96],0.002,**,Free Cholesterol to Total-Lipids in Large LDL percentage
VLDL-FC,0.94 [0.93-0.96],0.002,**,Free Cholesterol in VLDL
Phosphoglyc,0.94 [0.93-0.96],0.007,**,Phosphoglycerides
SM,0.94 [0.93-0.96],0.005,**,Sphingomyelins
M-LDL-CE%,0.94 [0.93-0.96],0.001,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Albumin,0.94 [0.93-0.96],5.057e-04,***,Albumin
PC,0.94 [0.92-0.96],0.003,**,Phosphatidylcholines
XL-VLDL-CE,0.94 [0.92-0.96],5.834e-04,***,Cholesteryl Esters in Very Large VLDL
S-HDL-CE%,0.94 [0.92-0.96],8.176e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-VLDL-C,0.94 [0.92-0.96],1.067e-04,***,Cholesterol in Small VLDL
S-HDL-C%,0.94 [0.92-0.96],5.987e-05,***,Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-PL,0.94 [0.92-0.96],9.730e-05,***,Phospholipids in Small VLDL
S-HDL-FC,0.94 [0.92-0.96],6.268e-05,***,Free Cholesterol in Small HDL
VLDL-C,0.94 [0.92-0.96],1.933e-05,***,VLDL Cholesterol
Cholines,0.94 [0.92-0.96],1.459e-04,***,Total-Cholines
L-LDL-CE%,0.94 [0.92-0.96],3.845e-06,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LA%,0.94 [0.92-0.96],3.895e-05,***,Linoleic Acid to Total-Fatty Acids percentage
