Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.05 [1.03-1.06],0.042,*,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-CE%,1.02 [1.01-1.04],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,1.02 [1.00-1.04],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,1.02 [1.00-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.01 [0.99-1.02],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-C%,0.96 [0.94-0.97],0.036,*,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-TG,0.96 [0.94-0.97],0.042,*,Triglycerides in Small VLDL
XS-VLDL-C,0.95 [0.94-0.97],0.034,*,Cholesterol in Very Small VLDL
XS-VLDL-L,0.95 [0.94-0.97],0.027,*,Total-Lipids in Very Small VLDL
XS-VLDL-FC,0.95 [0.94-0.97],0.028,*,Free Cholesterol in Very Small VLDL
XXL-VLDL-CE,0.95 [0.94-0.97],0.034,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XS-VLDL-P,0.95 [0.94-0.97],0.012,*,Concentration of Very Small VLDL Particles
MUFA,0.95 [0.94-0.97],0.014,*,Monounsaturated Fatty Acids
XL-VLDL-TG,0.95 [0.94-0.97],0.028,*,Triglycerides in Very Large VLDL
M-LDL-CE%,0.95 [0.94-0.97],0.005,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
SFA,0.95 [0.94-0.97],0.003,**,Saturated Fatty Acids
S-LDL-CE%,0.95 [0.94-0.97],0.002,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
IDL-FC,0.95 [0.94-0.97],0.003,**,Free Cholesterol in IDL
Total-TG,0.95 [0.93-0.97],0.002,**,Total-Triglycerides
VLDL-size,0.95 [0.93-0.97],0.008,**,Average Diameter for VLDL Particles
ApoB/ApoA1,0.95 [0.93-0.97],5.528e-04,***,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-PL,0.95 [0.93-0.97],5.916e-04,***,Phospholipids in IDL
Total-PL,0.95 [0.93-0.97],8.081e-04,***,Total-Phospholipids in Lipoprotein Particles
XL-VLDL-P,0.95 [0.93-0.97],0.001,**,Concentration of Very Large VLDL Particles
VLDL-TG,0.95 [0.93-0.97],7.398e-04,***,Triglycerides in VLDL
IDL-C,0.95 [0.93-0.96],1.677e-04,***,Cholesterol in IDL
XL-VLDL-L,0.95 [0.93-0.96],5.673e-04,***,Total-Lipids in Very Large VLDL
