Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Phe,1.03 [0.99-1.07],1.000,,Phenylalanine
M-LDL-PL%,1.02 [0.98-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,1.01 [0.97-1.06],1.000,,Tyrosine
Ile,1.01 [0.97-1.05],1.000,,Isoleucine
Ala,1.01 [0.97-1.05],1.000,,Alanine
S-VLDL-CE,0.88 [0.84-0.91],1.264e-04,***,Cholesteryl Esters in Small VLDL
VLDL-FC,0.87 [0.84-0.91],2.820e-05,***,Free Cholesterol in VLDL
S-VLDL-PL,0.86 [0.83-0.90],1.589e-06,***,Phospholipids in Small VLDL
S-VLDL-C,0.86 [0.83-0.90],1.224e-06,***,Cholesterol in Small VLDL
M-VLDL-L,0.86 [0.82-0.90],1.324e-07,***,Total-Lipids in Medium VLDL
XS-VLDL-C,0.86 [0.82-0.90],2.460e-07,***,Cholesterol in Very Small VLDL
VLDL-C,0.86 [0.82-0.89],1.834e-08,***,VLDL Cholesterol
PUFA,0.86 [0.82-0.89],4.212e-08,***,Polyunsaturated Fatty Acids
SM,0.85 [0.82-0.89],4.858e-08,***,Sphingomyelins
XS-VLDL-CE,0.85 [0.82-0.89],1.361e-08,***,Cholesteryl Esters in Very Small VLDL
VLDL-CE,0.85 [0.82-0.88],1.002e-09,***,Cholesteryl Esters in VLDL
Total-PL,0.85 [0.81-0.88],2.344e-09,***,Total-Phospholipids in Lipoprotein Particles
M-VLDL-P,0.85 [0.81-0.88],3.457e-09,***,Concentration of Medium VLDL Particles
Omega-6,0.85 [0.81-0.88],5.525e-10,***,Omega-6 Fatty Acids
S-VLDL-FC,0.85 [0.81-0.88],1.129e-09,***,Free Cholesterol in Small VLDL
M-VLDL-PL,0.85 [0.81-0.88],8.488e-10,***,Phospholipids in Medium VLDL
S-LDL-PL,0.84 [0.81-0.88],6.101e-11,***,Phospholipids in Small LDL
L-LDL-P,0.84 [0.81-0.88],1.842e-10,***,Concentration of Large LDL Particles
S-LDL-C%,0.84 [0.81-0.87],4.382e-14,***,Cholesterol to Total-Lipids in Small LDL percentage
Total-L,0.84 [0.81-0.88],4.185e-12,***,Total-Lipids in Lipoprotein Particles
S-LDL-P,0.84 [0.81-0.88],3.150e-11,***,Concentration of Small LDL Particles
M-VLDL-FC,0.84 [0.80-0.87],2.701e-11,***,Free Cholesterol in Medium VLDL
LA,0.84 [0.80-0.87],8.078e-13,***,Linoleic Acid
M-LDL-PL,0.84 [0.80-0.87],3.855e-12,***,Phospholipids in Medium LDL
LDL-P,0.84 [0.80-0.87],6.360e-12,***,Concentration of LDL Particles
IDL-PL,0.84 [0.80-0.87],6.011e-12,***,Phospholipids in IDL
ApoB,0.84 [0.80-0.87],3.776e-13,***,Apolipoprotein B
IDL-P,0.84 [0.80-0.87],2.555e-12,***,Concentration of IDL Particles
S-LDL-L,0.84 [0.80-0.87],9.168e-13,***,Total-Lipids in Small LDL
M-LDL-L,0.84 [0.80-0.87],4.554e-13,***,Total-Lipids in Medium LDL
M-LDL-CE,0.83 [0.80-0.87],5.896e-13,***,Cholesteryl Esters in Medium LDL
S-LDL-CE,0.83 [0.80-0.87],7.555e-13,***,Cholesteryl Esters in Small LDL
M-LDL-P,0.83 [0.80-0.87],9.648e-13,***,Concentration of Medium LDL Particles
LDL-L,0.83 [0.80-0.86],4.237e-15,***,Total-Lipids in LDL
