Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.11 [1.10-1.12],8.699e-56,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.11 [1.09-1.12],1.339e-51,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.10 [1.09-1.11],1.771e-48,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.09 [1.07-1.10],1.274e-34,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.08 [1.07-1.10],1.264e-27,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.08 [1.07-1.09],3.983e-27,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.08 [1.06-1.09],4.195e-27,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.07 [1.06-1.09],2.138e-21,***,Phospholipids to Total-Lipids in Large HDL percentage
S-VLDL-TG%,1.07 [1.05-1.08],4.512e-18,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-PL%,1.06 [1.05-1.08],3.556e-19,***,Phospholipids to Total-Lipids in IDL percentage
S-HDL-TG%,1.06 [1.05-1.08],1.197e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
MUFA%,1.06 [1.05-1.08],1.567e-14,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,1.06 [1.05-1.08],2.580e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-TG%,1.06 [1.04-1.07],1.383e-11,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.05 [1.04-1.07],1.578e-10,***,Triglycerides to Total-Lipids in Large HDL percentage
GlycA,1.05 [1.04-1.06],2.722e-08,***,Glycoprotein Acetyls
XS-VLDL-TG,1.05 [1.04-1.06],8.494e-10,***,Triglycerides in Very Small VLDL
S-HDL-PL%,1.05 [1.03-1.06],9.443e-07,***,Phospholipids to Total-Lipids in Small HDL percentage
TG/PG,1.05 [1.03-1.06],1.083e-05,***,Triglycerides to Phosphoglycerides ratio
IDL-TG,1.05 [1.03-1.06],2.499e-07,***,Triglycerides in IDL
S-HDL-TG,1.04 [1.03-1.06],5.527e-06,***,Triglycerides in Small HDL
XL-VLDL-TG%,1.04 [1.03-1.06],9.412e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-TG%,1.04 [1.03-1.06],1.281e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
SFA%,1.04 [1.03-1.05],3.313e-05,***,Saturated Fatty Acids to Total-Fatty Acids percentage
HDL-TG,1.04 [1.03-1.05],1.181e-04,***,Triglycerides in HDL
L-LDL-TG,1.04 [1.03-1.05],1.513e-04,***,Triglycerides in Large LDL
M-HDL-TG,1.04 [1.03-1.05],2.673e-04,***,Triglycerides in Medium HDL
LDL-TG,1.04 [1.02-1.05],9.155e-04,***,Triglycerides in LDL
M-LDL-TG,1.04 [1.02-1.05],0.008,**,Triglycerides in Medium LDL
L-LDL-CE%,0.97 [0.96-0.98],0.011,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-CE%,0.97 [0.95-0.98],0.017,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-VLDL-FC%,0.97 [0.95-0.98],0.044,*,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-FC,0.97 [0.95-0.98],0.007,**,Free Cholesterol in Medium VLDL
Cholines,0.97 [0.95-0.98],0.027,*,Total-Cholines
S-LDL-P,0.97 [0.95-0.98],0.004,**,Concentration of Small LDL Particles
XS-VLDL-CE,0.97 [0.95-0.98],0.010,**,Cholesteryl Esters in Very Small VLDL
M-HDL-CE,0.96 [0.95-0.98],0.034,*,Cholesteryl Esters in Medium HDL
Total-PL,0.96 [0.95-0.98],0.005,**,Total-Phospholipids in Lipoprotein Particles
Total-L,0.96 [0.95-0.98],0.001,**,Total-Lipids in Lipoprotein Particles
L-VLDL-CE%,0.96 [0.95-0.97],0.001,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
