Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.37 [1.26-1.49],1.486e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.36 [1.25-1.49],3.293e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
Lactate,1.35 [1.23-1.48],3.385e-05,***,Lactate
XS-VLDL-PL%,1.34 [1.22-1.46],9.078e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.34 [1.23-1.45],5.649e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.33 [1.22-1.45],5.114e-05,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.31 [1.20-1.43],0.001,**,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-CE%,0.80 [0.74-0.87],0.021,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-C%,0.80 [0.74-0.87],0.008,**,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,0.80 [0.73-0.87],0.041,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Clinical LDL-C,0.79 [0.72-0.86],0.026,*,Clinical LDL Cholesterol
S-HDL-CE%,0.79 [0.73-0.86],0.009,**,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Total-C,0.79 [0.72-0.86],0.033,*,Total-Cholesterol
L-LDL-C,0.78 [0.72-0.86],0.024,*,Cholesterol in Large LDL
S-HDL-C%,0.78 [0.72-0.85],0.003,**,Cholesterol to Total-Lipids in Small HDL percentage
Unsaturation,0.78 [0.71-0.85],0.044,*,Degree of Unsaturation
Total-CE,0.78 [0.71-0.85],0.008,**,Total-Esterified Cholesterol
M-HDL-FC%,0.77 [0.71-0.85],0.014,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
LDL-FC,0.77 [0.70-0.84],0.006,**,Free Cholesterol in LDL
M-LDL-FC,0.77 [0.70-0.84],0.009,**,Free Cholesterol in Medium LDL
M-HDL-C%,0.77 [0.71-0.84],8.190e-04,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-FC,0.77 [0.70-0.84],0.007,**,Free Cholesterol in Large LDL
IDL-CE%,0.76 [0.70-0.82],7.012e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.76 [0.70-0.82],8.737e-07,***,Cholesterol to Total-Lipids in IDL percentage
HDL-P,0.76 [0.68-0.84],0.016,*,Concentration of HDL Particles
Total-P,0.75 [0.68-0.83],0.004,**,Total-Concentration of Lipoprotein Particles
S-LDL-C%,0.75 [0.69-0.81],2.542e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-P,0.74 [0.68-0.82],1.830e-04,***,Concentration of Small HDL Particles
L-LDL-C%,0.74 [0.68-0.80],6.306e-08,***,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-C,0.74 [0.67-0.81],1.946e-05,***,Cholesterol in Small HDL
S-HDL-CE,0.73 [0.66-0.80],2.401e-06,***,Cholesteryl Esters in Small HDL
