Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.14 [1.12-1.17],4.628e-27,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.12 [1.09-1.14],1.360e-20,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.11 [1.09-1.14],1.627e-19,***,Triglycerides to Total-Lipids in IDL percentage
GlycA,1.11 [1.09-1.13],1.120e-16,***,Glycoprotein Acetyls
M-HDL-PL%,1.11 [1.08-1.13],1.698e-14,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.10 [1.08-1.13],1.470e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.10 [1.08-1.12],8.804e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-PL%,1.10 [1.07-1.12],2.593e-12,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.10 [1.07-1.12],8.465e-12,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.09 [1.07-1.12],1.739e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-PL%,1.09 [1.07-1.11],2.197e-09,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-HDL-TG%,1.09 [1.07-1.11],2.464e-09,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,1.09 [1.07-1.11],1.506e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.09 [1.06-1.11],8.740e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG,1.08 [1.06-1.10],4.518e-09,***,Triglycerides in Small HDL
XS-VLDL-TG,1.08 [1.06-1.10],1.042e-09,***,Triglycerides in Very Small VLDL
TG/PG,1.08 [1.06-1.11],6.817e-07,***,Triglycerides to Phosphoglycerides ratio
L-HDL-PL%,1.08 [1.06-1.10],3.389e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG,1.08 [1.06-1.10],4.667e-09,***,Triglycerides in IDL
L-LDL-TG,1.08 [1.06-1.10],1.565e-08,***,Triglycerides in Large LDL
LDL-TG,1.08 [1.06-1.10],2.904e-08,***,Triglycerides in LDL
MUFA,1.08 [1.05-1.10],1.157e-06,***,Monounsaturated Fatty Acids
M-LDL-TG,1.08 [1.05-1.10],1.507e-07,***,Triglycerides in Medium LDL
S-LDL-TG,1.07 [1.05-1.09],7.097e-06,***,Triglycerides in Small LDL
M-VLDL-TG%,1.07 [1.04-1.09],6.923e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG,1.06 [1.04-1.09],2.807e-04,***,Triglycerides in Small VLDL
HDL-TG,1.06 [1.04-1.09],1.381e-04,***,Triglycerides in HDL
S-VLDL-TG%,1.06 [1.04-1.09],0.001,**,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-TG,1.06 [1.04-1.08],2.943e-04,***,Triglycerides in Medium HDL
Total-TG,1.06 [1.04-1.08],0.002,**,Total-Triglycerides
XXL-VLDL-PL,1.06 [1.04-1.08],0.012,*,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.06 [1.04-1.08],0.014,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-TG,1.06 [1.04-1.08],0.026,*,Triglycerides in Very Large VLDL
S-VLDL-C%,0.95 [0.93-0.96],0.015,*,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,0.94 [0.92-0.96],0.003,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Citrate,0.94 [0.92-0.96],0.001,**,Citrate
L-HDL-L,0.94 [0.92-0.96],0.030,*,Total-Lipids in Large HDL
XL-HDL-C,0.94 [0.92-0.96],0.008,**,Cholesterol in Very Large HDL
L-HDL-P,0.94 [0.92-0.96],0.018,*,Concentration of Large HDL Particles
HDL-C,0.94 [0.92-0.96],0.005,**,HDL Cholesterol
XL-HDL-CE%,0.94 [0.92-0.96],5.057e-05,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-VLDL-C%,0.93 [0.91-0.95],1.113e-04,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-HDL-CE%,0.93 [0.92-0.95],3.804e-06,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-CE,0.93 [0.91-0.96],0.002,**,Cholesteryl Esters in Very Large HDL
HDL-CE,0.93 [0.91-0.95],6.332e-04,***,Cholesteryl Esters in HDL
M-VLDL-CE%,0.93 [0.91-0.95],6.326e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,0.93 [0.91-0.95],3.303e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,0.93 [0.91-0.95],9.690e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,0.93 [0.91-0.95],5.854e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-C%,0.93 [0.91-0.95],2.723e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
IDL-FC%,0.93 [0.91-0.95],1.396e-07,***,Free Cholesterol to Total-Lipids in IDL percentage
M-HDL-FC%,0.93 [0.91-0.95],6.931e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
DHA%,0.93 [0.91-0.95],3.248e-06,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-HDL-C,0.93 [0.91-0.95],1.100e-04,***,Cholesterol in Large HDL
L-HDL-CE,0.92 [0.90-0.95],2.367e-05,***,Cholesteryl Esters in Large HDL
S-LDL-C%,0.92 [0.91-0.94],1.127e-09,***,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-PL%,0.92 [0.90-0.94],9.024e-09,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-LDL-FC%,0.92 [0.90-0.94],7.169e-11,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-FC%,0.92 [0.90-0.94],1.863e-09,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-CE%,0.92 [0.90-0.94],5.631e-11,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-HDL-CE%,0.92 [0.90-0.94],1.229e-11,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.92 [0.90-0.93],1.440e-11,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.91 [0.89-0.93],4.376e-12,***,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-C%,0.91 [0.89-0.93],3.463e-15,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.91 [0.89-0.93],2.946e-13,***,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-CE%,0.91 [0.89-0.93],2.801e-13,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-HDL-C%,0.91 [0.89-0.93],7.003e-14,***,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C%,0.91 [0.89-0.93],1.333e-16,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.91 [0.89-0.93],1.156e-14,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C%,0.91 [0.89-0.93],6.498e-15,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,0.91 [0.89-0.93],8.165e-16,***,Free Cholesterol to Total-Lipids in Large LDL percentage
LA%,0.90 [0.89-0.92],4.736e-15,***,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,0.90 [0.88-0.92],1.204e-16,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.90 [0.88-0.92],8.612e-18,***,Degree of Unsaturation
PUFA%,0.89 [0.87-0.91],2.593e-22,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.88 [0.86-0.90],4.472e-27,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
