Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.12 [1.09-1.16],4.447e-08,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.12 [1.08-1.15],2.150e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.10 [1.07-1.14],1.223e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.10 [1.07-1.13],6.562e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.10 [1.07-1.14],0.001,**,Glycoprotein Acetyls
XS-VLDL-TG%,1.10 [1.06-1.13],0.002,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.09 [1.06-1.12],0.017,*,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-CE%,0.92 [0.89-0.95],0.024,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
IDL-L,0.92 [0.89-0.95],0.031,*,Total-Lipids in IDL
Clinical LDL-C,0.92 [0.89-0.95],0.011,*,Clinical LDL Cholesterol
Total-C,0.92 [0.89-0.95],0.014,*,Total-Cholesterol
S-LDL-C%,0.92 [0.89-0.95],0.004,**,Cholesterol to Total-Lipids in Small LDL percentage
LDL-FC,0.92 [0.89-0.95],0.009,**,Free Cholesterol in LDL
IDL-FC,0.92 [0.89-0.95],0.013,*,Free Cholesterol in IDL
M-LDL-C%,0.92 [0.89-0.94],0.001,**,Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.92 [0.89-0.95],0.010,**,Total-Esterified Cholesterol
L-LDL-FC,0.92 [0.89-0.94],0.005,**,Free Cholesterol in Large LDL
LA%,0.92 [0.89-0.94],0.010,**,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-PL%,0.92 [0.89-0.94],0.005,**,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.92 [0.89-0.94],0.003,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-C%,0.92 [0.89-0.94],0.002,**,Cholesterol to Total-Lipids in Large HDL percentage
IDL-C,0.91 [0.88-0.94],0.001,**,Cholesterol in IDL
IDL-CE,0.91 [0.88-0.94],0.001,**,Cholesteryl Esters in IDL
L-LDL-FC%,0.91 [0.88-0.94],1.343e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,0.90 [0.88-0.93],1.438e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.90 [0.88-0.93],8.829e-06,***,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.90 [0.87-0.93],1.733e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.90 [0.87-0.92],6.730e-08,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.90 [0.87-0.92],2.075e-08,***,Cholesterol to Total-Lipids in IDL percentage
